Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
NA 802,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.41,25.2,13.8,,67.2,,,,
NA 804,,,,,41.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.04,23.3,12.8,,63.1,,,,
NA 807,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.86,20.4,10.6,,48.0,,,,
NA 81,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.49,25.2,14.1,,95.6,,,,
NA 824,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.87,20.7,12.4,,44.2,,,,
NA 831,,,,,49.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.81,20.6,11.4,,54.2,,,,
NA 833,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.67,19.7,10.1,,47.3,,,,
NA 835,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.76,18.7,12.1,,35.4,,,,
NA 84,,,,,31.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,17.3,11.2,,31.8,,,,
NA 841,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,21.2,12.0,,46.8,,,,
NA 847,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.02,21.7,12.6,,64.5,,,,
NA 851,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.95,20.7,11.5,,52.2,,,,
NA 86,,,,,45.0,,,,,,,,BEKAD1,,purple,,ovate,,1.1,20.2,11.7,,77.9,,,,
NA 860,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.78,18.3,11.9,,40.5,,,,
NA 867,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.89,19.2,13.6,,45.6,,,,
NA 87,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.76,19.2,12.0,,44.4,,,,
NA 876,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.82,18.7,12.2,,44.0,,,,
NA 877,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.6,17.5,11.1,,35.1,,,,
NA 888,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.74,19.1,12.8,,39.5,,,,
NA 90,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.82,18.2,10.5,,42.8,,,,
NA 904,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,18.6,10.9,,44.9,,,,
NA 916,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.06,21.1,13.0,,54.6,,,,
NA 92,,,,,21.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.83,15.8,10.8,,25.3,,,,
NA 929,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,19.2,11.7,,38.2,,,,
NA 935,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.99,23.9,12.0,,54.1,,,,
NA 961,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.49,24.5,14.2,,92.9,,,,
NA 98,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,22.4,11.9,,49.9,,,,
NAPO 3 [CHA],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.09,23.3,12.1,,73.3,,,,
NG 3,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.92,21.4,10.6,,56.9,,,,
OC 61 [VEN],,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.3,24.9,14.7,,71.3,,,,
PA 1 [PER],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.91,21.8,11.3,,55.9,,,,
PA 105 [PER],,,,,32.0,,,,,,,,BEKAD1,,purple,,ovate,,1.03,23.3,11.9,,50.9,,,,
PA 107 [PER],,,,,44.0,,,,,,,,BEKAD1,,purple,,ovate,,0.75,18.0,9.9,,47.0,,,,
PA 109 [PER],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.92,19.7,12.7,,47.9,,,,
PA 113 [PER],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,19.1,10.8,,49.3,,,,
PA 114 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,ovate,,0.48,17.5,11.0,,36.6,,,,
PA 115 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,21.5,11.3,,55.6,,,,
PA 118 [PER],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,19.7,11.3,,47.3,,,,
PA 12 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.02,22.8,13.0,,54.2,,,,
PA 120 [PER],,,,,35.0,,,,,,,,BEKAD1,,purple,,ovate,,0.82,20.2,11.1,,38.7,,,,
PA 121 [PER],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.96,21.5,12.0,,44.7,,,,
PA 123 [PER],,,,,29.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,20.8,12.2,,36.0,,,,
PA 124 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.86,18.8,10.9,,46.0,,,,
PA 125 [PER],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.79,20.5,10.5,,48.5,,,,
PA 126 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,21.0,12.1,,45.7,,,,
PA 128 [PER],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.79,20.8,10.4,,51.5,,,,
PA 13 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,ovate,,0.76,19.8,10.5,,47.1,,,,
PA 132 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.87,20.6,12.0,,51.6,,,,
PA 134 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.5,17.0,9.5,,30.1,,,,
PA 135 [PER],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.01,21.7,11.6,,51.0,,,,
PA 136 [PER],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.97,20.7,11.2,,46.7,,,,
PA 137 [PER],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.08,22.1,12.1,,49.8,,,,
PA 139 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,17.5,10.8,,49.1,,,,
PA 140 [PER],,,,,27.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.87,20.3,11.5,,37.0,,,,
PA 141 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.17,21.9,13.1,,63.1,,,,
PA 143 [PER],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.97,21.0,11.7,,55.1,,,,
PA 149 [PER],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.84,20.9,10.6,,44.1,,,,
PA 15 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.9,19.7,11.2,,44.1,,,,
PA 150 [PER],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.85,20.2,11.0,,49.2,,,,
PA 151 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.75,19.6,10.3,,42.7,,,,
PA 152 [PER],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.84,21.9,10.5,,37.4,,,,
PA 156 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.79,20.2,10.5,,48.2,,,,
PA 157 [PER],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.17,22.4,12.0,,60.9,,,,
PA 16 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,oblong,,0.86,18.9,11.5,,46.4,,,,
PA 165 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.95,20.7,10.3,,49.0,,,,
PA 167 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.11,23.2,13.1,,66.3,,,,
PA 168 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.69,18.9,10.3,,40.7,,,,
PA 169 [PER],,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.01,20.9,12.0,,47.3,,,,
PA 171 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.5,18.9,9.9,,31.2,,,,
PA 173 [PER],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.1,22.2,12.8,,50.6,,,,
PA 175 [PER],,,,,43.0,,,,,,,,BEKAD1,,purple,,ovate,,0.88,20.4,9.7,,57.9,,,,
PA 176 [PER],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.96,21.7,11.1,,63.2,,,,
PA 179 [PER],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.94,21.3,12.6,,57.8,,,,
PA 18 [PER],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.9,19.7,11.5,,47.9,,,,
PA 184 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.95,18.3,10.4,,46.4,,,,
PA 185 [PER],,,,,33.0,,,,,,,,BEKAD1,,purple,,ovate,,0.75,21.7,10.7,,39.2,,,,
PA 186 [PER],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.81,20.5,10.7,,49.4,,,,
PA 187 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.14,23.3,11.3,,65.3,,,,
PA 188 [PER],,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.85,19.1,10.0,,46.3,,,,
PA 189 [PER],,,,,32.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,20.3,11.0,,46.3,,,,
PA 191 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.04,18.9,11.2,,57.3,,,,
PA 194 [PER],,,,,38.0,,,,,,,,BEKAD1,,purple,,oblong,,1.07,21.2,12.6,,55.4,,,,
PA 195 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.01,19.8,11.4,,54.5,,,,
PA 196 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.99,20.0,11.8,,49.6,,,,
PA 2 [PER],,,,,45.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.96,21.2,10.9,,63.1,,,,
PA 2 /72 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.7,19.7,10.7,,37.9,,,,
PA 20 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.19,22.1,13.4,,63.7,,,,
PA 200 [PER],,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,19.6,10.8,,41.5,,,,
PA 202 [PER],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,19.8,10.9,,44.3,,,,
PA 203 [PER],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.86,20.9,10.7,,58.7,,,,
PA 205 [PER],,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.41,24.8,14.7,,92.6,,,,
PA 207 [PER],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,20.9,12.6,,41.0,,,,
PA 211 [PER],,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.95,18.6,10.7,,48.8,,,,
PA 218 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,0.64,19.4,7.6,,33.8,,,,
PA 24 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.93,19.7,12.3,,56.8,,,,
PA 27 [PER],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.88,20.8,12.5,,46.4,,,,
PA 271 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,0.86,20.3,11.1,,47.9,,,,
PA 272 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,oblong,,0.8,18.1,10.8,,45.4,,,,
PA 279 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.87,19.8,10.8,,45.2,,,,
PA 288 [PER],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,19.9,10.8,,40.9,,,,
PA 289 [PER],,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,19.8,11.9,,48.0,,,,
PA 29 [PER],,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,21.8,11.3,,45.2,,,,
PA 291 [PER],,,,,30.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.95,20.8,11.8,,41.5,,,,
PA 293 [PER],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,20.6,11.2,,48.0,,,,
PA 294 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.7,18.8,10.7,,39.1,,,,
PA 296 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.83,20.4,11.9,,46.2,,,,
PA 297 [PER],,,,,28.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,20.0,12.0,,44.6,,,,
PA 299 [PER],,,,,31.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.89,18.3,11.1,,37.7,,,,
PA 3 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.99,21.1,12.8,,58.1,,,,
PA 3 /10 [PER],,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,1.09,22.5,12.3,,73.7,,,,
PA 30 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.01,22.8,12.9,,54.0,,,,
PA 300 [PER],,,,,41.0,,,,,,,,BEKAD1,,purple,,oblong,,1.14,21.2,11.8,,70.9,,,,
PA 301 [PER],,,,,30.0,,,,,,,,BEKAD1,,purple,,oblong,,1.03,21.1,10.9,,46.9,,,,
PA 303 [PER],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,19.4,11.6,,45.6,,,,
PA 310 [PER],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,20.0,11.8,,43.6,,,,
PA 312 [PER],,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,0.72,20.0,10.9,,32.7,,,,
PA 32 [PER],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.85,21.7,11.0,,58.8,,,,
PA 34 [PER],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,18.4,9.6,,47.8,,,,
PA 37 [PER],,,,,34.0,,,,,,,,BEKAD1,,purple,,ovate,,1.45,25.9,15.2,,69.3,,,,
PA 39 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.97,21.8,12.9,,53.8,,,,
PA 4 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.99,21.2,12.5,,58.0,,,,
PA 41 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.79,20.3,10.0,,45.3,,,,
PA 44 [PER],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.75,18.8,10.5,,37.5,,,,
PA 45 [PER],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.94,20.3,11.9,,51.4,,,,
PA 46 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.44,19.2,10.9,,40.9,,,,
PA 48 [PER],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.85,21.0,11.4,,46.2,,,,
PA 49 [PER],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.81,20.2,10.6,,47.4,,,,
PA 5 [PER],,,,,46.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.91,22.5,11.1,,58.8,,,,
PA 51 [PER],,,,,34.0,,,,,,,,BEKAD1,,purple,,ovate,,0.97,21.2,12.1,,44.2,,,,
PA 52 [PER],,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.79,19.2,10.7,,53.8,,,,
PA 53 [PER],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.85,20.7,11.9,,53.0,,,,
PA 56 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.8,14.7,6.5,,47.6,,,,
PA 61 [PER],,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,0.89,19.5,12.6,,46.1,,,,
PA 63 [PER],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.06,21.6,11.3,,66.8,,,,
PA 65 [PER],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,18.5,11.5,,44.9,,,,
PA 66 [PER],,,,,38.0,,,,,,,,BEKAD1,,purple,,ovate,,0.88,18.5,10.5,,48.5,,,,
PA 67 [PER],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.07,23.0,12.0,,55.5,,,,
PA 68 [PER],,,,,45.0,,,,,,,,BEKAD1,,purple,,ovate,,0.72,21.0,11.0,,48.4,,,,
PA 70 [PER],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.99,21.1,12.3,,47.6,,,,
PA 71 [PER],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.19,24.0,12.0,,66.7,,,,
PA 72 [PER],,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,0.91,21.3,10.9,,55.5,,,,
PA 73 [PER],,,,,46.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,22.4,11.3,,63.2,,,,
PA 81 [PER],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.39,24.1,14.3,,78.5,,,,
PA 82 [PER],,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.78,20.9,11.7,,50.3,,,,
PA 84 [PER],,,,,27.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.01,19.8,11.7,,42.5,,,,
PA 88 [PER],,,,,28.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.0,19.9,12.3,,45.7,,,,
PA 90 [PER],,,,,40.0,,,,,,,,BEKAD1,,purple,,ovate,,0.76,19.5,9.2,,42.7,,,,
PA 95 [PER],,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.85,21.9,10.3,,49.0,,,,
PH 1 /2 [BLZ],,,,,32.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.78,19.3,11.2,,38.7,,,,
PH 1 /3 [BLZ],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.92,21.8,11.8,,50.3,,,,
PH 1 /4 [BLZ],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.89,22.0,11.5,,44.4,,,,
PH 1 /5 [BLZ],,,,,32.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,21.7,12.0,,41.3,,,,
PH 2 /1 [BLZ],,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,0.83,21.7,11.7,,47.8,,,,
PH 2 /2 [BLZ],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.01,23.3,12.2,,59.9,,,,
PH 2 /3 [BLZ],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.94,22.1,11.9,,57.0,,,,
PH 2 /4 [BLZ],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,21.6,11.8,,57.8,,,,
PH 2 /5 [BLZ],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,21.6,12.1,,47.4,,,,
PH 2 /8 [BLZ],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.03,22.1,12.2,,51.7,,,,
PLAYA ALTA 2 [VEN],,,,,36.0,,,,,,,,BEKAD1,,light purple,,elliptical,,1.26,23.9,13.1,,72.7,,,,
POR 1 [TTO],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.73,20.8,11.4,,39.1,,,,
POR 3 [TTO],,,,,47.0,,,,,,,,BEKAD1,,purple,,ovate,,0.92,24.3,12.5,,64.0,,,,
POUND 1 /B,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.84,19.0,11.7,,38.6,,,,
POUND 10 /B,,,,,28.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.83,19.0,11.6,,31.5,,,,
POUND 10 /C,,,,,30.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.82,18.7,11.3,,31.5,,,,
POUND 12 /A,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.62,20.8,10.1,,46.0,,,,
POUND 15 /A,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.88,19.6,13.0,,40.7,,,,
POUND 16 /B,,,,,49.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.84,21.8,11.3,,58.4,,,,
POUND 18,,,,,58.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.97,24.1,12.0,,72.5,,,,
POUND 18 /A,,,,,53.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.89,22.1,11.7,,65.5,,,,
POUND 19,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.85,20.8,11.2,,50.7,,,,
POUND 19 /A,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.65,20.2,10.6,,39.6,,,,
POUND 2 /A,,,,,29.4,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.8,18.7,11.9,,34.7,,,,
POUND 2 /B,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,20.3,12.8,,47.1,,,,
POUND 21 /B,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,22.8,11.6,,51.2,,,,
POUND 25 /A,,,,,52.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.77,21.6,11.5,,57.7,,,,
POUND 25 /C,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.74,19.9,12.3,,48.0,,,,
POUND 26 /C,,,,,31.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,18.5,11.4,,37.1,,,,
POUND 27 /C,,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,20.9,11.6,,49.9,,,,
POUND 31 /A,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.55,18.1,8.6,,32.8,,,,
POUND 31 /C,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.69,19.4,9.4,,40.7,,,,
POUND 32 /A,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.92,19.9,12.5,,46.9,,,,
POUND 4 /A,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.89,21.7,12.0,,51.7,,,,
POUND 5 /B,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,19.1,11.8,,39.8,,,,
POUND 5 /C,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.97,21.0,11.8,,53.8,,,,
POUND 7 /A,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,21.2,12.0,,59.3,,,,
POUND 7 /B,,,,,50.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.05,23.4,12.6,,67.3,,,,
POUND 7 /C,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.02,22.6,12.4,,64.1,,,,
POUND 8 /C,,,,,32.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.84,19.3,12.3,,38.3,,,,
POUND 9 /B,,,,,47.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.85,21.5,10.1,,54.0,,,,
RB 29 [BRA],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.63,18.7,10.5,,39.1,,,,
RB 33 /3 [BRA],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.82,23.0,11.6,,46.4,,,,
RB 39 [BRA],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.69,19.4,10.6,,42.0,,,,
RB 46 [BRA],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,20.6,11.5,,37.0,,,,
RB 49 [BRA],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.66,20.2,11.1,,41.6,,,,
REDAMEL 1 /27,,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.7,20.6,11.9,,37.8,,,,
REDAMEL 1 /30,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.13,23.6,12.6,,64.6,,,,
REDAMEL 1 /31,,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,0.82,21.0,11.5,,47.8,,,,
RIM 101 [MEX],,,,,31.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.0,21.7,12.4,,52.0,,,,
RIM 106 [MEX],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.96,21.5,12.6,,52.4,,,,
RIM 113 [MEX],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.12,22.6,13.4,,71.2,,,,
RIM 117 [MEX],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.34,23.1,13.6,,84.6,,,,
RIM 12 [MEX],,,,,32.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.91,19.8,12.1,,46.5,,,,
RIM 13 [MEX],,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.99,21.1,12.3,,57.5,,,,
RIM 19 [MEX],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.37,23.3,13.8,,66.2,,,,
RIM 2 [MEX],,,,,20.0,,,,,,,,BEKAD1,,light purple,,oblong,,1.26,23.9,13.5,,38.9,,,,
RIM 23 [MEX],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.66,19.3,11.0,,41.2,,,,
RIM 24 [MEX],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,21.6,12.6,,61.4,,,,
RIM 39 [MEX],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.11,22.2,13.0,,58.4,,,,
RIM 41 [MEX],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.06,21.8,12.2,,57.1,,,,
RIM 52 [MEX],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,22.1,12.4,,59.3,,,,
RIM 6 [MEX],,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,1.18,23.2,12.9,,64.3,,,,
RIM 71 [MEX],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.31,23.4,13.7,,82.9,,,,
RIM 75 [MEX],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.33,22.9,13.2,,69.9,,,,
RIM 76 [MEX],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.26,23.3,13.4,,75.4,,,,
RIM 8 [MEX],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.22,22.8,12.9,,60.6,,,,
RIM 9 [MEX],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.17,21.9,13.1,,65.9,,,,
