Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
ELP 32 /S4,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.64,20.1,11.4,,32.4,,,,
ELP 34 /S13,,,,,28.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,20.9,12.0,,36.8,,,,
ELP 34 /S7,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,22.2,11.5,,43.3,,,,
ELP 35 B,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.82,21.0,12.1,,41.7,,,,
ELP 35 /S4,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.71,20.2,10.9,,41.0,,,,
ELP 40 B,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,20.7,11.7,,39.5,,,,
ELP 40 /S9,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,21.4,12.1,,47.7,,,,
ELP 41 /S5,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,20.5,11.2,,45.3,,,,
ELP 7 /S2,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,21.5,11.9,,45.1,,,,
ELP 7 /S7,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.64,20.7,11.2,,42.9,,,,
ELP 8 A,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,20.9,11.7,,45.2,,,,
ELP 8 /S3,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,20.8,11.9,,53.7,,,,
ELP 9 /S2,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.92,22.2,12.8,,55.3,,,,
ELP 9 /S4,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.92,22.3,12.2,,54.6,,,,
EQX /J [CHA],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.0,20.5,11.6,,59.8,,,,
EQX /Z [CHA],,,,,46.0,,,,,,,,BEKAD1,,purple,,oblong,,0.97,25.1,11.9,,69.3,,,,
EQX 3164 [CHA],,,,,43.0,,,,,,,,BEKAD1,,purple,,oblong,,1.0,23.1,11.7,,62.0,,,,
EQX 69 [EQX],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,22.2,11.0,,48.1,,,,
FSC 13,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,23.2,13.4,,72.4,,,,
G 8 [GET],,,,,35.0,,,,,,,,BEKAD1,,white,,elliptical,,1.21,22.6,14.9,,67.1,,,,
GA 11 [HAI],,,,,48.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.02,22.7,12.4,,76.6,,,,
GC T 998 /2,,,,,45.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.94,21.3,12.6,,67.0,,,,
GC T 998 /59,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,22.9,11.3,,58.9,,,,
GC T 998 /60,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,21.7,11.4,,58.5,,,,
GC T 998 /66,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.57,20.0,10.0,,41.4,,,,
GC T 998 /76,,,,,24.0,,,,,,,,BEKAD1,,purple,,oblong,,0.98,22.4,11.6,,33.9,,,,
GC T 998 /96,,,,,47.0,,,,,,,,BEKAD1,,purple,,ovate,,0.65,20.3,11.2,,49.4,,,,
GC T 999 /59,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.94,22.3,11.3,,60.0,,,,
GDL 1,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.23,22.9,13.0,,68.6,,,,
GDL 11,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.2,25.5,13.6,,68.3,,,,
GDL 2,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.79,21.5,11.5,,55.3,,,,
GDL 3,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,21.4,12.2,,54.6,,,,
GDL 7,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.99,23.1,13.0,,65.5,,,,
GNV 22,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.91,22.7,10.5,,57.2,,,,
GS 1,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.12,24.1,13.6,,75.8,,,,
GS 10,,,,,45.0,,,,,,,,BEKAD1,,light purple,,elliptical,,1.29,25.4,13.4,,86.4,,,,
GS 12,,,,,42.0,,,,,,,,BEKAD1,,purple,,oblong,,1.0,22.2,12.5,,69.8,,,,
GS 13,,,,,40.0,,,,,,,,BEKAD1,,light purple,,oblong,,1.08,25.0,12.7,,73.2,,,,
GS 15,,,,,47.0,,,,,,,,BEKAD1,,purple,,ovate,,0.92,23.0,6.3,,67.9,,,,
GS 16,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.89,22.8,12.4,,59.1,,,,
GS 26,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.2,23.8,13.2,,71.3,,,,
GS 29,,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.54,25.0,14.3,,77.7,,,,
GS 32,,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,0.87,22.2,12.9,,55.7,,,,
GS 36,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.23,22.8,12.6,,65.6,,,,
GS 37,,,,,42.0,,,,,,,,BEKAD1,,light purple,,ovate,,0.95,23.0,12.9,,72.2,,,,
GS 39,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.92,21.1,11.7,,54.5,,,,
GS 4,,,,,38.0,,,,,,,,BEKAD1,,purple,,oblong,,1.45,26.9,14.1,,85.1,,,,
GS 45,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.91,20.9,13.0,,61.6,,,,
GS 48,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.09,23.3,12.7,,58.5,,,,
GS 50,,,,,39.0,,,,,,,,BEKAD1,,light purple,,ovate,,0.93,22.8,13.7,,58.8,,,,
GS 53,,,,,30.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.58,26.1,14.8,,71.5,,,,
GS 55,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,22.7,12.3,,59.8,,,,
GS 58,,,,,45.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,21.2,12.3,,67.0,,,,
GS 59,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.03,22.1,12.8,,67.2,,,,
GS 6,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,23.1,12.9,,71.7,,,,
GS 60,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.05,22.5,13.1,,59.1,,,,
GS 61,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.95,21.4,12.6,,71.8,,,,
GS 62,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.88,20.5,12.2,,59.4,,,,
GS 66,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.24,23.8,13.8,,82.5,,,,
GS 67,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.97,23.0,12.8,,67.3,,,,
GS 70,,,,,37.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.93,20.3,11.9,,53.2,,,,
GS 74,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,22.4,12.7,,54.3,,,,
GS 76,,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.21,22.5,13.8,,70.0,,,,
GS 77,,,,,33.0,,,,,,,,BEKAD1,,purple,,ovate,,1.15,23.4,13.3,,56.8,,,,
GS 78,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.2,23.6,13.3,,73.1,,,,
GS 79,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.29,24.8,12.2,,74.2,,,,
GU 114 /P,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,21.2,11.8,,54.4,,,,
GU 133 /C,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,22.3,11.9,,48.1,,,,
GU 144 /C,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.8,20.1,11.9,,50.5,,,,
GU 151 /F,,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.71,18.8,12.3,,41.6,,,,
GU 154 /C,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,20.2,11.1,,44.5,,,,
GU 168 /H,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.88,20.4,12.2,,49.5,,,,
GU 169,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.86,21.5,12.6,,45.8,,,,
GU 175 /P,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.88,20.6,11.1,,52.5,,,,
GU 192,,,,,27.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.87,21.6,11.8,,32.2,,,,
GU 195 /P,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.83,20.4,12.6,,41.0,,,,
GU 202 /A,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.84,22.0,11.0,,61.7,,,,
GU 207 /H,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,19.2,11.7,,40.1,,,,
GU 215 /A,,,,,30.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.98,22.0,12.5,,47.2,,,,
GU 219 /F,,,,,26.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.62,18.2,10.8,,26.7,,,,
GU 222,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.06,22.7,12.6,,50.9,,,,
GU 241 /P,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.74,19.8,11.7,,39.2,,,,
GU 243 /H,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.9,21.1,12.2,,46.8,,,,
GU 255 /P,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.76,19.0,11.5,,45.6,,,,
GU 255 /V,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.77,19.2,11.5,,43.4,,,,
GU 259 /C,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,20.8,12.2,,47.5,,,,
GU 261 /P,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.75,19.5,11.9,,46.1,,,,
GU 265 /P,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.82,20.1,11.9,,48.9,,,,
GU 271 /P,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.69,19.6,11.2,,40.2,,,,
GU 277 /G,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,20.1,11.4,,50.8,,,,
GU 286 /P,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.95,22.1,12.2,,57.1,,,,
GU 300 /P,,,,,31.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,19.3,11.8,,37.2,,,,
GU 305 /P,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,21.6,11.8,,48.5,,,,
GU 307 /F,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.84,20.3,11.5,,47.0,,,,
GU 310 /P,,,,,31.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.81,20.7,11.5,,37.9,,,,
GU 322 /P,,,,,30.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,20.7,11.9,,43.5,,,,
GU 335 /P,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,20.2,11.5,,39.8,,,,
GU 339 /M,,,,,23.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.61,19.0,10.7,,24.0,,,,
GU 341 /H,,,,,35.0,,,,,,,,BEKAD1,,purple,,oblong,,0.79,22.0,11.4,,46.7,,,,
GU 351 /P,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.86,21.0,12.7,,44.8,,,,
GU 353 /L,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.8,19.9,11.5,,42.8,,,,
ICA 70 [COL],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.32,23.7,14.5,,73.7,,,,
ICS 1,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.29,25.8,13.8,,78.3,,,,
ICS 10,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.94,21.9,12.0,,65.7,,,,
ICS 100,,,,,32.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.24,23.7,12.9,,56.8,,,,
ICS 111,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.46,26.1,14.4,,73.2,,,,
ICS 12,,,,,48.0,,,,,,,,BEKAD1,,purple,,ovate,,0.77,20.4,11.9,,54.7,,,,
ICS 14,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.95,24.1,13.4,,54.3,,,,
ICS 15,,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.44,24.4,15.6,,74.1,,,,
ICS 16,,,,,42.0,,,,,,,,BEKAD1,,light purple,,elliptical,,1.38,25.3,15.0,,84.2,,,,
ICS 17,,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.43,25.3,14.9,,70.7,,,,
ICS 18,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.25,24.9,13.2,,82.9,,,,
ICS 2,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.05,23.2,13.1,,73.7,,,,
ICS 20,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.07,22.7,13.0,,63.3,,,,
ICS 22,,,,,26.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.42,24.7,13.8,,52.5,,,,
ICS 24,,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.92,24.7,13.1,,62.6,,,,
ICS 25,,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,0.98,22.9,13.2,,57.2,,,,
ICS 26,,,,,29.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.32,23.0,14.2,,61.3,,,,
ICS 27,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.25,26.0,13.4,,72.5,,,,
ICS 3,,,,,53.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.77,21.8,11.6,,54.9,,,,
ICS 30,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.84,20.7,11.8,,54.2,,,,
ICS 35,,,,,28.0,,,,,,,,BEKAD1,,purple,,oblong,,1.06,21.7,12.2,,47.8,,,,
ICS 36,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.19,22.7,14.3,,77.9,,,,
ICS 39,,,,,39.0,,,,,,,,BEKAD1,,purple,,ovate,,1.16,23.0,13.8,,62.2,,,,
ICS 4,,,,,31.0,,,,,,,,BEKAD1,,purple,,oblong,,1.22,24.2,13.2,,68.2,,,,
ICS 40,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.98,23.6,11.3,,71.1,,,,
ICS 41,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,19.6,9.7,,43.2,,,,
ICS 42,,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.36,25.1,13.6,,69.9,,,,
ICS 43,,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.64,27.1,15.5,,92.5,,,,
ICS 45,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.27,23.7,13.6,,68.5,,,,
ICS 46,,,,,32.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.38,25.2,14.7,,68.0,,,,
ICS 47,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.38,24.3,13.6,,66.7,,,,
ICS 48,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.38,25.2,14.3,,72.0,,,,
ICS 49,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.98,24.1,12.6,,70.6,,,,
ICS 5,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.37,25.3,13.6,,81.0,,,,
ICS 53,,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,1.04,23.5,12.6,,59.7,,,,
ICS 57,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.98,21.5,11.3,,57.7,,,,
ICS 58,,,,,48.0,,,,,,,,BEKAD1,,purple,,ovate,,0.97,23.0,11.8,,69.2,,,,
ICS 59,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.28,25.4,13.6,,74.2,,,,
ICS 6,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.33,24.5,14.7,,86.5,,,,
ICS 60,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.64,26.3,14.9,,94.0,,,,
ICS 61,,,,,49.0,,,,,,,,BEKAD1,,purple,,ovate,,0.78,21.3,11.2,,52.0,,,,
ICS 62,,,,,54.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,22.4,12.5,,79.5,,,,
ICS 63,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.31,25.7,14.2,,80.7,,,,
ICS 65,,,,,33.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.93,21.7,12.3,,42.4,,,,
ICS 66,,,,,33.0,,,,,,,,BEKAD1,,purple,,oblong,,0.78,21.4,11.8,,44.8,,,,
ICS 67,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.9,21.4,11.6,,59.4,,,,
ICS 68,,,,,50.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.26,22.7,12.6,,93.0,,,,
ICS 69,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.21,23.3,12.6,,67.1,,,,
ICS 7,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.43,24.8,16.1,,94.5,,,,
ICS 70,,,,,43.0,,,,,,,,BEKAD1,,purple,,oblong,,0.88,20.9,11.1,,59.7,,,,
ICS 72,,,,,33.0,,,,,,,,BEKAD1,,purple,,ovate,,1.2,22.5,13.2,,63.3,,,,
ICS 73,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.92,21.1,11.3,,61.7,,,,
ICS 75,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.41,24.4,14.1,,74.3,,,,
ICS 76,,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.96,21.5,12.3,,48.5,,,,
ICS 77,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.74,19.2,10.2,,48.2,,,,
ICS 8,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.26,23.5,13.9,,70.1,,,,
ICS 80,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.19,22.7,13.4,,68.5,,,,
ICS 82,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.27,24.0,15.5,,75.2,,,,
ICS 83,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.19,23.8,14.3,,74.3,,,,
ICS 84,,,,,29.0,,,,,,,,BEKAD1,,purple,,oblong,,1.22,23.9,13.2,,52.8,,,,
ICS 85,,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,1.24,25.4,14.8,,76.6,,,,
ICS 86,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.86,20.2,13.0,,49.7,,,,
ICS 87,,,,,37.0,,,,,,,,BEKAD1,,purple,,ovate,,1.04,21.8,13.2,,52.2,,,,
ICS 88,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.52,25.7,13.3,,78.2,,,,
ICS 89,,,,,34.0,,,,,,,,BEKAD1,,purple,,ovate,,1.04,21.2,13.6,,54.8,,,,
ICS 90,,,,,45.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.04,22.7,11.3,,69.1,,,,
ICS 92,,,,,41.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.18,24.2,13.4,,69.9,,,,
ICS 93,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.32,24.1,13.8,,76.6,,,,
ICS 94,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.04,21.3,13.2,,58.1,,,,
ICS 95,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.29,24.3,13.0,,63.5,,,,
ICS 96,,,,,38.0,,,,,,,,BEKAD1,,purple,,oblong,,1.1,23.2,12.1,,62.7,,,,
ICS 97,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.05,22.3,11.9,,63.8,,,,
ICS 98,,,,,29.0,,,,,,,,BEKAD1,,purple,,ovate,,1.13,22.1,12.1,,45.2,,,,
ICS 99,,,,,48.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,22.3,11.5,,66.3,,,,
IMC 10,,,,,58.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.02,25.0,12.0,,82.2,,,,
IMC 103,,,,,44.0,,,,,,,,BEKAD1,,purple,,oblong,,0.9,22.1,11.4,,57.3,,,,
IMC 104,,,,,47.0,,,,,,,,BEKAD1,,purple,,ovate,,0.68,19.0,10.5,,45.8,,,,
IMC 105,,,,,52.0,,,,,,,,BEKAD1,,purple,,oblong,,0.85,21.2,9.6,,61.8,,,,
IMC 107,,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,1.06,23.0,12.6,,72.7,,,,
IMC 11,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.75,22.1,11.1,,49.2,,,,
IMC 12,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.75,21.0,10.7,,47.5,,,,
IMC 13,,,,,47.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.88,23.0,12.0,,58.4,,,,
IMC 14,,,,,53.0,,,,,,,,BEKAD1,,purple,,ovate,,0.75,20.9,9.9,,64.8,,,,
IMC 16,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.9,21.5,12.2,,53.2,,,,
IMC 18,,,,,57.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.65,20.7,11.3,,55.1,,,,
IMC 2,,,,,52.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.87,23.5,10.9,,64.5,,,,
IMC 20,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.96,22.5,12.3,,61.8,,,,
IMC 22,,,,,46.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.77,21.0,11.6,,47.1,,,,
IMC 23,,,,,51.0,,,,,,,,BEKAD1,,purple,,ovate,,0.75,21.8,11.8,,53.8,,,,
IMC 27,,,,,54.0,,,,,,,,BEKAD1,,purple,,oblong,,0.94,23.5,10.7,,88.6,,,,
IMC 3,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.19,26.8,13.1,,74.2,,,,
IMC 30,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.89,23.3,11.2,,56.3,,,,
IMC 31,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.96,23.0,13.1,,66.8,,,,
IMC 33,,,,,52.0,,,,,,,,BEKAD1,,purple,,ovate,,1.02,23.9,12.5,,74.1,,,,
IMC 36,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.02,23.6,12.2,,59.9,,,,
IMC 38,,,,,50.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.79,21.2,12.0,,57.3,,,,
IMC 39,,,,,59.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.82,23.2,12.2,,68.4,,,,
IMC 41,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.02,20.8,12.5,,52.0,,,,
IMC 42,,,,,50.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.8,20.8,11.9,,56.5,,,,
IMC 44,,,,,52.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.85,23.9,11.7,,67.5,,,,
IMC 45,,,,,52.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.85,21.5,11.5,,59.0,,,,
IMC 47,,,,,44.0,,,,,,,,BEKAD1,,purple,,ovate,,0.83,21.4,11.7,,49.5,,,,
IMC 48,,,,,51.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.9,23.8,12.1,,68.0,,,,
IMC 49,,,,,35.0,,,,,,,,BEKAD1,,purple,,oblong,,1.11,24.8,12.1,,52.4,,,,
IMC 5,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.73,22.5,11.7,,49.4,,,,
IMC 50,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.71,21.3,11.5,,52.4,,,,
IMC 51,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.61,20.2,9.5,,46.5,,,,
IMC 53,,,,,52.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.77,22.7,11.4,,57.6,,,,
IMC 54,,,,,46.0,,,,,,,,BEKAD1,,purple,,oblong,,0.87,21.9,11.0,,64.2,,,,
IMC 55,,,,,52.0,,,,,,,,BEKAD1,,purple,,ovate,,0.83,22.3,11.3,,63.7,,,,
IMC 57,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.95,20.9,11.4,,57.0,,,,
IMC 58,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,23.6,11.3,,49.6,,,,
IMC 59,,,,,50.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.82,23.1,11.6,,56.3,,,,
IMC 6,,,,,53.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.79,20.8,10.1,,63.8,,,,
IMC 60,,,,,50.0,,,,,,,,BEKAD1,,purple,,ovate,,0.94,22.1,11.8,,72.7,,,,
IMC 61,,,,,57.0,,,,,,,,BEKAD1,,purple,,ovate,,0.88,23.1,11.5,,71.4,,,,
IMC 63,,,,,52.0,,,,,,,,BEKAD1,,grey,,ovate,,0.93,24.9,11.4,,71.0,,,,
IMC 65,,,,,50.0,,,,,,,,BEKAD1,,purple,,ovate,,1.06,23.5,11.7,,85.2,,,,
IMC 66,,,,,44.0,,,,,,,,BEKAD1,,purple,,oblong,,0.94,23.1,12.2,,59.8,,,,
IMC 67,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.04,22.7,10.7,,79.2,,,,
IMC 68,,,,,51.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.98,22.2,11.6,,75.8,,,,
IMC 71,,,,,56.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.92,21.4,11.2,,90.8,,,,
IMC 73,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.04,23.6,12.1,,60.6,,,,
IMC 76,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.93,22.9,11.1,,56.7,,,,
