Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
SIC 329,,,,,Accession TUR10495,ENG81A,104.1,medium,,,
SIC 433,,,,,Accession TUR10496,ENG81A,88.4,medium,,,
SIC 6,,,,,Accession TUR10491,ENG81A,109.8,high,,,
SIC 7,,,,,Accession TUR10492,ENG81A,123.4,high,,,
SIC 802,,,,,Accession TUR10497,ENG81A,108.6,very low - low,,,
SIC 806,,,,,Accession TUR10498,ENG81A,84.0,low,,,
SIC 813,,,,,Accession TUR10499,ENG81A,86.2,medium - high,,,
SILECIA 5 [ECU],,,,,Accession TUR10281,ENG81A,85.4,medium,,,
SNK 12,,,,,Accession TUR10504,ENG81A,60.6,very low - low,,,
SPA 10 [COL],,,,,Accession TUR10509,ENG81A,93.4,high,,,
SPA 11 [COL],,,,,Accession TUR10510,ENG81A,93.4,medium - high,,,
SPA 12 [COL],,,,,Accession TUR10511,ENG81A,77.5,-,,,
SPA 17 [COL],,,,,Accession TUR10512,ENG81A,120.4,medium,,,
SPA 5 [COL],,,,,Accession TUR10506,ENG81A,71.9,medium,,,
SPA 7 [COL],,,,,Accession TUR10507,ENG81A,80.6,low - medium,,,
SPA 9 [COL],,,,,Accession TUR10508,ENG81A,107.5,medium,,,
TJ 1,,,,,Accession TUR10517,ENG81A,103.0,-,,,
TSA 644,,,,,Accession TUR10527,ENG81A,90.0,medium,,,
TSAN 792,,,,,Accession TUR10524,ENG81A,99.0,high - very high,,,
TSH 565,,,,,Accession TUR10525,ENG81A,90.9,medium - high,,,
TSH 565,,,,,Accession TUR11672,ENG81A,85.4,high,,,
TSH 565,,,,,Accession TUR10526,ENG81A,86.9,low,,,
UF 10,,,,,Accession TUR10533,ENG81A,47.1,medium - high,,,
UF 11,,,,,Accession TUR10534,ENG81A,44.8,high,,,
UF 12,,,,,Accession TUR10535,ENG81A,54.6,low,,,
UF 122,,,,,Accession TUR10542,ENG81A,60.9,very low - low,,,
UF 168,,,,,Accession TUR10543,ENG81A,52.0,medium,,,
UF 20,,,,,Accession TUR10536,ENG81A,75.1,medium,,,
UF 210,,,,,Accession TUR10544,ENG81A,95.2,low,,,
UF 221,,,,,Accession TUR10545,ENG81A,68.4,high,,,
UF 242,,,,,Accession TUR10546,ENG81A,74.0,medium - high,,,
UF 273,,,,,Accession TUR10547,ENG81A,76.3,medium,,,
UF 29,,,,,Accession TUR10537,ENG81A,86.2,medium,,,
UF 296,,,,,Accession TUR10548,ENG81A,84.0,high,,,
UF 296,,,,,Accession TUR10549,ENG81A,86.2,medium,,,
UF 36,,,,,Accession TUR10540,ENG81A,84.0,high,,,
UF 4,,,,,Accession TUR10532,ENG81A,84.0,high,,,
UF 601,,,,,Accession TUR10550,ENG81A,51.2,medium - high,,,
UF 602,,,,,Accession TUR10551,ENG81A,64.9,low - medium,,,
UF 613,,,,,Accession TUR10556,ENG81A,-,low,,,
UF 613,,,,,Accession TUR10554,ENG81A,70.9,low,,,
UF 650,,,,,Accession TUR10557,ENG81A,50.2,medium,,,
UF 654,,,,,Accession TUR10558,ENG81A,54.0,high,,,
UF 666,,,,,Accession TUR10559,ENG81A,64.9,medium,,,
UF 667,,,,,Accession TUR10560,ENG81A,54.9,high,,,
UF 667,,,,,Accession TUR10562,ENG81A,86.2,low,,,
UF 667,,,,,Accession TUR10561,ENG81A,-,low,,,
UF 668,,,,,Accession TUR10563,ENG81A,53.7,medium - high,,,
UF 672,,,,,Accession TUR10564,ENG81A,90.9,high,,,
UF 676,,,,,Accession TUR10565,ENG81A,52.6,high,,,
UF 677,,,,,Accession TUR10566,ENG81A,56.8,medium - high,,,
UF 700,,,,,Accession TUR10568,ENG81A,53.4,medium,,,
UF 700,,,,,Accession TUR10567,ENG81A,105.2,low,,,
UF 701,,,,,Accession TUR10569,ENG81A,69.9,high,,,
UF 703,,,,,Accession TUR10570,ENG81A,120.4,high,,,
UF 704,,,,,Accession TUR12875,ENG81A,-,very low - low,,,
UF 705,,,,,Accession TUR10571,ENG81A,80.0,medium,,,
UF 706,,,,,Accession TUR10572,ENG81A,85.4,very low - low,,,
UF 707,,,,,Accession TUR10573,ENG81A,64.5,medium,,,
UF 708,,,,,Accession TUR10574,ENG81A,64.1,low,,,
UF 709,,,,,Accession TUR10575,ENG81A,67.1,medium - high,,,
UF 710,,,,,Accession TUR10576,ENG81A,75.7,low,,,
UF 711,,,,,Accession TUR10577,ENG81A,64.1,medium,,,
UF 712,,,,,Accession TUR10578,ENG81A,86.2,low - medium,,,
UF 713,,,,,Accession TUR10579,ENG81A,76.3,low - medium,,,
UF 714,,,,,Accession TUR10580,ENG81A,-,very low,,,
UF 715,,,,,Accession TUR10581,ENG81A,77.5,high,,,
UF 716,,,,,Accession TUR10582,ENG81A,-,very low,,,
UF 717,,,,,Accession TUR10583,ENG81A,77.5,low,,,
UF 93,,,,,Accession TUR10541,ENG81A,76.3,low,,,
X VERDE,,,,,Accession TUR10584,ENG81A,45.2,low,,,
AM 1 [VEN],54.3,275,0.44,,,REY73A,,,,,
CBO 159 [VEN],27.6,1100,0.99,,,REY73A,,,,,
CBO 176 [VEN],24.2,1200,0.99,,,REY73A,,,,,
CBO 177 [VEN],22.7,700,1.07,,,REY73A,,,,,
CHO 163 [VEN],16.2,1200,1.00,,,REY73A,,,,,
CHO 163 [VEN],26.8,1000,0.87,,,REY73A,,,,,
CHO 174 [VEN],19.2,1200,0.94,,,REY73A,,,,,
CHO 24 [VEN],24.1,850,3.40,,,REY73A,,,,,
CHO 31 [VEN],28.6,750,0.61,,,REY73A,,,,,
CHO 41 [VEN],25.4,1000,0.50,,,REY73A,,,,,
CHU 2 [VEN],34.1,575,0.92,,,REY73A,,,,,
CLP 170 [VEN],28.6,1000,1.38,,,REY73A,,,,,
CUI 32 [VEN],16.4,1250,3.00,,,REY73A,,,,,
CUI 33 [VEN],17.2,1200,3.50,,,REY73A,,,,,
CUI 38 [VEN],15.1,1000,3.50,,,REY73A,,,,,
D 11 [VEN],-,1800,-,,,REY73A,,,,,
D 15 [VEN],-,1600,-,,,REY73A,,,,,
D 4 [VEN],-,1800,-,,,REY73A,,,,,
D 5 [VEN],-,1800,-,,,REY73A,,,,,
HAA 4 [VEN],-,1500,-,,,REY73A,,,,,
LC 165 [VEN],19.4,950,3.10,,,REY73A,,,,,
LC 168 [VEN],21.4,1300,2.80,,,REY73A,,,,,
LM 169 [VEN],12.0,900,1.44,,,REY73A,,,,,
LMR [VEN],26.0,625,1.00,,,REY73A,,,,,
LR 5 [VEN],19.0,328,0.52,,,REY73A,,,,,
LRR 3 [VEN],37.3,203,0.32,,,REY73A,,,,,
LRV 1 [VEN],50.0,63,0.10,,,REY73A,,,,,
LVL 2 [VEN],23.8,551,0.88,,,REY73A,,,,,
M 1 [VEN],-,1800,-,,,REY73A,,,,,
M 2 [VEN],-,1900,-,,,REY73A,,,,,
O 14 [VE2],-,1700,-,,,REY73A,,,,,
OC 60 [VEN],18.3,1300,4.00,,,REY73A,,,,,
OC 61 [VEN],16.5,1500,4.00,,,REY73A,,,,,
OC 73 [VEN],16.9,900,4.00,,,REY73A,,,,,
OC 77 [VEN],18.9,1200,4.00,,,REY73A,,,,,
PEN 158 [VEN],22.0,1400,1.71,,,REY73A,,,,,
PLAYA ALTA 1 [VEN],19.3,800,2.07,,,REY73A,,,,,
PLAYA ALTA 2 [VEN],21.3,800,2.10,,,REY73A,,,,,
PLAYA ALTA 3 [VEN],19.0,700,2.50,,,REY73A,,,,,
PLAYA ALTA 4 [VEN],15.4,950,2.54,,,REY73A,,,,,
PLAYA ALTA 5 [VEN],15.1,1000,2.90,,,REY73A,,,,,
PORCELANA 1,40.0,1000,0.70,,,REY73A,,,,,
PORCELANA 10,40.0,1200,0.80,,,REY73A,,,,,
PORCELANA 11,19.2,1200,1.21,,,REY73A,,,,,
PORCELANA 12,17.0,1200,3.00,,,REY73A,,,,,
PORCELANA 13,22.5,1200,0.09,,,REY73A,,,,,
PORCELANA 14,22.0,1200,0.27,,,REY73A,,,,,
PORCELANA 15,14.0,1200,0.35,,,REY73A,,,,,
PORCELANA 16,31.2,1200,1.61,,,REY73A,,,,,
PORCELANA 17,62.8,1200,0.12,,,REY73A,,,,,
PORCELANA 2,25.0,750,0.78,,,REY73A,,,,,
PORCELANA 21,28.5,700,1.12,,,REY73A,,,,,
PORCELANA 3,50.0,1200,1.00,,,REY73A,,,,,
PQTO 72 [VEN],23.8,850,2.60,,,REY73A,,,,,
PQTO 87 [VEN],23.8,700,2.10,,,REY73A,,,,,
SC 10 [VEN],16.2,1500,4.00,,,REY73A,,,,,
SC 12 [VEN],16.6,1000,3.00,,,REY73A,,,,,
SC 20 [VEN],10.2,700,3.20,,,REY73A,,,,,
SC 9 [VEN],16.6,1200,3.10,,,REY73A,,,,,
VILL 185 [VEN],27.8,950,0.55,,,REY73A,,,,,
PBC 112,25.0,,,,,PRA82A,99.0,,,,
PBC 123,23.0,,,,,PRA82A,96.1,,,,
PBC 128,25.0,,,,,PRA82A,85.4,,,,
PBC 130,22.0,,,,,PRA82A,78.1,,,,
PBC 131,19.0,,,,,PRA82A,78.1,,,,
PBC 137,24.0,,,,,PRA82A,94.3,,,,
PBC 139,21.0,,,,,PRA82A,91.7,,,,
PBC 140,25.0,,,,,PRA82A,79.3,,,,
PBC 154,27.0,,,,,PRA82A,98.0,,,,
PBC 159,19.0,,,,,PRA82A,81.9,,,,
AC T 2 /13 [TTO],22.2,,,,,LAM92A,54.9,,,,
AC T 2 /18 [TTO],52.6,,,,,LAM92A,210.5,,,,
AC T 4 /2 [TTO],26.1,,,,,LAM92A,93.1,,,,
AMAZ 15 /15,34.9,,,,,LAM92A,121.0,,,,
AMAZ 2 /1,31.9,,,,,LAM92A,115.2,,,,
B 4 /7 [POU],31.7,,,,,LAM92A,123.9,,,,
BE 10,32.4,,,,,LAM92A,106.4,,,,
C 13 /5 [TRI],25.4,,,,,LAM92A,114.2,,,,
C 87 /56 [TRI],28.8,,,,,LAM92A,94.0,,,,
CAS 1,23.5,,,,,LAM92A,85.8,,,,
CC 10,22.5,,,,,LAM92A,73.7,,,,
CC 11,22.7,,,,,LAM92A,72.7,,,,
CCN 10,18.9,,,,,LAM92A,74.9,,,,
EET 308 [ECU],26.8,,,,,LAM92A,94.1,,,,
EET 339 [ECU],29.3,,,,,LAM92A,103.1,,,,
EET 353 [ECU],28.9,,,,,LAM92A,96.1,,,,
EET 400 [ECU],31.1,,,,,LAM92A,118.3,,,,
EQX 12 [EQX],26.3,,,,,LAM92A,82.9,,,,
EQX 80 [EQX],41.4,,,,,LAM92A,180.1,,,,
ICS 100,31.3,,,,,LAM92A,113.9,,,,
ICS 95,33.2,,,,,LAM92A,106.6,,,,
IMC 23,31.6,,,,,LAM92A,117.3,,,,
M 109 [ICT],26.3,,,,,LAM92A,99.7,,,,
M 180 [ICT],33.3,,,,,LAM92A,142.2,,,,
MATINA 1 /9,39.4,,,,,LAM92A,116.7,,,,
MO 81,38.2,,,,,LAM92A,99.1,,,,
MO 98,23.0,,,,,LAM92A,127.0,,,,
MOQ 2 /16,32.2,,,,,LAM92A,120.1,,,,
MOQ 4 /17,33.0,,,,,LAM92A,95.6,,,,
P 10 [MEX],24.0,,,,,LAM92A,95.1,,,,
P 43 [MEX],27.2,,,,,LAM92A,100.1,,,,
PA 107 [PER],36.2,,,,,LAM92A,145.9,,,,
PA 127 [PER],31.7,,,,,LAM92A,101.1,,,,
PA 13 [PER],38.9,,,,,LAM92A,113.8,,,,
PA 175 [PER],32.2,,,,,LAM92A,126.9,,,,
PA 300 [PER],27.8,,,,,LAM92A,90.0,,,,
PA 7 [PER],33.1,,,,,LAM92A,130.9,,,,
POUND 12,29.2,,,,,LAM92A,119.3,,,,
POUND 16,26.9,,,,,LAM92A,139.8,,,,
POUND 7,26.4,,,,,LAM92A,113.1,,,,
REDAMEL 1 /21,24.0,,,,,LAM92A,76.0,,,,
REDAMEL 1 /21,33.7,,,,,LAM92A,121.5,,,,
RIM 41 [MEX],22.0,,,,,LAM92A,83.3,,,,
RIM 52 [MEX],23.5,,,,,LAM92A,88.4,,,,
RIM 76 [MEX],31.1,,,,,LAM92A,116.6,,,,
SCA 20,26.5,,,,,LAM92A,74.7,,,,
SCR 5,21.2,,,,,LAM92A,92.0,,,,
SIAL 93,25.0,,,,,LAM92A,82.4,,,,
SIAL 98,33.5,,,,,LAM92A,147.2,,,,
SPA 10 [COL],21.3,,,,,LAM92A,88.1,,,,
SPA 9 [COL],33.6,,,,,LAM92A,122.1,,,,
SPEC 138 /13,33.9,,,,,LAM92A,112.1,,,,
SPEC 185 /4,38.4,,,,,LAM92A,113.8,,,,
SPEC 41 /11,38.4,,,,,LAM92A,147.0,,,,
SPEC 41 /6,25.6,,,,,LAM92A,94.6,,,,
STAHEL,43.3,,,,,LAM92A,126.5,,,,
UF 11,25.2,,,,,LAM92A,73.7,,,,
UF 221,24.7,,,,,LAM92A,81.6,,,,
UF 221,31.8,,,,,LAM92A,84.5,,,,
UF 613,24.9,,,,,LAM92A,89.7,,,,
UF 676,21.8,,,,,LAM92A,70.3,,,,
UIT 1,21.8,,,,,LAM92A,73.0,,,,
U 1 [PER],37.0,,,,,ARE99A,142.8,,,,
U 10 [PER],23.0,,,,,ARE99A,83.3,,,,
U 11 [PER],35.0,,,,,ARE99A,76.9,,,,
U 12 [PER],14.0,,,,,ARE99A,62.5,,,,
U 15 [PER],38.0,,,,,ARE99A,125.0,,,,
U 19 [PER],28.0,,,,,ARE99A,111.1,,,,
U 2 [PER],35.0,,,,,ARE99A,125.0,,,,
U 20 [PER],59.0,,,,,ARE99A,142.8,,,,
U 21 [PER],28.0,,,,,ARE99A,125.0,,,,
U 22 [PER],37.0,,,,,ARE99A,142.8,,,,
U 24 [PER],46.0,,,,,ARE99A,142.8,,,,
U 26 [PER],18.0,,,,,ARE99A,71.4,,,,
U 28 [PER],37.0,,,,,ARE99A,111.1,,,,
U 3 [PER],40.0,,,,,ARE99A,125.0,,,,
U 30 [PER],33.0,,,,,ARE99A,125.0,,,,
U 31 [PER],35.0,,,,,ARE99A,125.0,,,,
U 32 [PER],41.0,,,,,ARE99A,166.6,,,,
U 35 [PER],38.0,,,,,ARE99A,142.8,,,,
U 36 [PER],33.0,,,,,ARE99A,166.6,,,,
U 37 [PER],28.0,,,,,ARE99A,90.9,,,,
U 38 [PER],24.0,,,,,ARE99A,100.0,,,,
U 39 [PER],27.0,,,,,ARE99A,90.9,,,,
U 4 [PER],35.0,,,,,ARE99A,142.8,,,,
U 41 [PER],30.0,,,,,ARE99A,125.0,,,,
U 43 [PER],30.0,,,,,ARE99A,83.3,,,,
U 45 [PER],35.0,,,,,ARE99A,90.9,,,,
U 47 [PER],35.0,,,,,ARE99A,76.9,,,,
U 48 [PER],19.0,,,,,ARE99A,66.6,,,,
U 49 [PER],30.0,,,,,ARE99A,111.1,,,,
U 5 [PER],45.0,,,,,ARE99A,166.6,,,,
U 51 [PER],46.0,,,,,ARE99A,166.6,,,,
U 52 [PER],56.0,,,,,ARE99A,166.6,,,,
U 53 [PER],27.0,,,,,ARE99A,90.9,,,,
U 54 [PER],32.0,,,,,ARE99A,111.1,,,,
U 55 [PER],32.0,,,,,ARE99A,125.0,,,,
U 56 [PER],29.0,,,,,ARE99A,90.9,,,,
U 57 [PER],34.0,,,,,ARE99A,111.1,,,,
U 58 [PER],23.0,,,,,ARE99A,83.3,,,,
U 59 [PER],23.0,,,,,ARE99A,83.3,,,,
U 6 [PER],31.0,,,,,ARE99A,111.1,,,,
U 60 [PER],22.0,,,,,ARE99A,76.9,,,,
U 65 [PER],26.0,,,,,ARE99A,111.1,,,,
U 66 [PER],33.0,,,,,ARE99A,100.0,,,,
U 68 [PER],28.0,,,,,ARE99A,111.1,,,,
U 69 [PER],30.0,,,,,ARE99A,111.1,,,,
U 7 [PER],38.0,,,,,ARE99A,142.8,,,,
U 70 [PER],36.0,,,,,ARE99A,111.1,,,,
U 9 [PER],27.0,,,,,ARE99A,90.9,,,,
RIM 10 [MEX],18.0,,,,,LOP95B,80.0,,,,
RIM 100 [MEX],19.0,,,,,LOP95B,75.7,,,,
RIM 101 [MEX],21.9,,,,,LOP95B,90.0,,,,
RIM 105 [MEX],18.1,,,,,LOP95B,99.0,,,,
RIM 106 [MEX],20.6,,,,,LOP95B,80.6,,,,
RIM 113 [MEX],19.9,,,,,LOP95B,86.2,,,,
RIM 117 [MEX],18.3,,,,,LOP95B,82.6,,,,
RIM 13 [MEX],19.9,,,,,LOP95B,76.9,,,,
RIM 15 [MEX],19.3,,,,,LOP95B,82.6,,,,
RIM 19 [MEX],19.8,,,,,LOP95B,78.1,,,,
RIM 2 [MEX],18.8,,,,,LOP95B,82.6,,,,
RIM 23 [MEX],21.1,,,,,LOP95B,80.0,,,,
RIM 24 [MEX],18.6,,,,,LOP95B,78.1,,,,
RIM 26 [MEX],19.6,,,,,LOP95B,76.9,,,,
RIM 30 [MEX],19.5,,,,,LOP95B,74.0,,,,
RIM 34 [MEX],17.9,,,,,LOP95B,75.1,,,,
RIM 39 [MEX],18.5,,,,,LOP95B,78.1,,,,
RIM 41 [MEX],20.8,,,,,LOP95B,78.1,,,,
RIM 44 [MEX],19.5,,,,,LOP95B,79.3,,,,
RIM 48 [MEX],20.1,,,,,LOP95B,85.4,,,,
RIM 52 [MEX],19.7,,,,,LOP95B,79.3,,,,
RIM 56 [MEX],19.8,,,,,LOP95B,82.6,,,,
RIM 6 [MEX],22.6,,,,,LOP95B,82.6,,,,
RIM 68 [MEX],19.1,,,,,LOP95B,86.2,,,,
RIM 71 [MEX],20.6,,,,,LOP95B,80.0,,,,
RIM 75 [MEX],18.6,,,,,LOP95B,73.5,,,,
RIM 76 [MEX],21.3,,,,,LOP95B,84.0,,,,
RIM 76 [MEX],18.0,,,,,LOP95B,70.4,,,,
RIM 78 [MEX],19.2,,,,,LOP95B,76.9,,,,
RIM 8 [MEX],19.6,,,,,LOP95B,91.7,,,,
RIM 88 [MEX],17.6,,,,,LOP95B,81.3,,,,
AGU 3338 [CHA],41.0,,,,,APP92A,125.0,,,,
ALMEIDA,38.7,,,,,APP92A,144.9,,,,
AMAZ 15 /15,22.1,,,,,APP92A,92.5,,,,
AMAZ 2 /1,22.7,,,,,APP92A,81.3,,,,
BE 3,34.2,,,,,APP92A,125.0,,,,
CC 10,21.3,,,,,APP92A,78.7,,,,
CC 11,21.2,,,,,APP92A,76.9,,,,
CC 38,26.2,,,,,APP92A,107.5,,,,
DR 1,-,,,,,APP92A,90.0,,,,
EEG 48,30.1,,,,,APP92A,113.6,,,,
EEG 65,27.0,,,,,APP92A,91.7,,,,
EET 272 [ECU],28.4,,,,,APP92A,105.2,,,,
EET 376 [ECU],23.1,,,,,APP92A,98.0,,,,
GS 1124,25.8,,,,,APP92A,102.0,,,,
ICS 1,23.9,,,,,APP92A,86.2,,,,
ICS 16,17.6,,,,,APP92A,67.1,,,,
ICS 39,22.9,,,,,APP92A,82.6,,,,
ICS 40,26.5,,,,,APP92A,96.1,,,,
ICS 48,18.7,,,,,APP92A,75.7,,,,
ICS 6,23.2,,,,,APP92A,94.3,,,,
ICS 60,16.3,,,,,APP92A,60.9,,,,
ICS 84,22.0,,,,,APP92A,85.4,,,,
ICS 9,25.9,,,,,APP92A,90.9,,,,
ICS 95,33.3,,,,,APP92A,111.1,,,,
ICS 98,26.6,,,,,APP92A,90.0,,,,
IMC 105,31.5,,,,,APP92A,135.1,,,,
IMC 14,21.4,,,,,APP92A,92.5,,,,
IMC 23,21.7,,,,,APP92A,101.0,,,,
IMC 47,24.6,,,,,APP92A,97.0,,,,
IMC 53,30.4,,,,,APP92A,129.8,,,,
IMC 58,26.8,,,,,APP92A,116.2,,,,
IMC 76,29.2,,,,,APP92A,111.1,,,,
IMC 85,24.7,,,,,APP92A,99.0,,,,
K 13 [KER],20.8,,,,,APP92A,75.1,,,,
K 20 [KER],33.0,,,,,APP92A,101.0,,,,
K 21 [KER],27.0,,,,,APP92A,101.0,,,,
K 24 /106 [KER],28.5,,,,,APP92A,97.0,,,,
K 6 /101 [KER],25.2,,,,,APP92A,80.6,,,,
K 82 [KER],26.1,,,,,APP92A,99.0,,,,
KA 2 /106,23.9,,,,,APP92A,81.9,,,,
MATINA 1 /9,23.7,,,,,APP92A,72.4,,,,
MO 81,26.2,,,,,APP92A,102.0,,,,
MOQ 4 /17,38.7,,,,,APP92A,128.2,,,,
NA 1,30.7,,,,,APP92A,107.5,,,,
NA 13,35.3,,,,,APP92A,120.4,,,,
NA 15,29.4,,,,,APP92A,116.2,,,,
NA 153,-,,,,,APP92A,126.5,,,,
NA 173,31.7,,,,,APP92A,128.2,,,,
NA 250,29.9,,,,,APP92A,133.3,,,,
NA 26,25.9,,,,,APP92A,99.0,,,,
NA 284,30.3,,,,,APP92A,85.4,,,,
NA 31,25.9,,,,,APP92A,84.0,,,,
NA 33,34.5,,,,,APP92A,128.2,,,,
NA 34,-,,,,,APP92A,106.3,,,,
NA 833,30.2,,,,,APP92A,121.9,,,,
PA 107 [PER],34.6,,,,,APP92A,126.5,,,,
PA 110 [PER],28.7,,,,,APP92A,107.5,,,,
PA 121 [PER],31.0,,,,,APP92A,96.1,,,,
PA 127 [PER],24.8,,,,,APP92A,94.3,,,,
PA 13 [PER],27.9,,,,,APP92A,116.2,,,,
PA 137 [PER],30.9,,,,,APP92A,112.3,,,,
PA 138 [PER],23.1,,,,,APP92A,83.3,,,,
PA 14 [PER],-,,,,,APP92A,140.8,,,,
PA 148 [PER],29.3,,,,,APP92A,105.2,,,,
PA 149 [PER],27.7,,,,,APP92A,94.3,,,,
PA 150 [PER],29.5,,,,,APP92A,114.9,,,,
PA 156 [PER],42.7,,,,,APP92A,147.0,,,,
PA 168 [PER],28.1,,,,,APP92A,106.3,,,,
PA 171 [PER],29.0,,,,,APP92A,116.2,,,,
PA 173 [PER],31.8,,,,,APP92A,109.8,,,,
PA 179 [PER],31.4,,,,,APP92A,106.3,,,,
PA 181 [PER],21.9,,,,,APP92A,81.9,,,,
PA 191 [PER],29.8,,,,,APP92A,106.3,,,,
PA 195 [PER],30.9,,,,,APP92A,105.2,,,,
PA 29 [PER],30.7,,,,,APP92A,114.9,,,,
PA 291 [PER],28.5,,,,,APP92A,95.2,,,,
PA 300 [PER],26.1,,,,,APP92A,96.1,,,,
PA 35 [PER],21.9,,,,,APP92A,83.3,,,,
PA 4 [PER],25.8,,,,,APP92A,99.0,,,,
PA 56 [PER],33.9,,,,,APP92A,119.0,,,,
PA 7 [PER],32.5,,,,,APP92A,111.1,,,,
PA 73 [PER],24.3,,,,,APP92A,85.4,,,,
PA 76 [PER],26.6,,,,,APP92A,111.1,,,,
PA 88 [PER],28.0,,,,,APP92A,103.0,,,,
PA 9 [PER],36.6,,,,,APP92A,126.5,,,,
PA 90 [PER],33.7,,,,,APP92A,136.9,,,,
PUCALA,23.0,,,,,APP92A,108.6,,,,
RED CRIOLLO,30.9,,,,,APP92A,103.0,,,,
SCA 12,40.5,,,,,APP92A,158.7,,,,
SCA 19,41.7,,,,,APP92A,149.2,,,,
SCA 6,52.3,,,,,APP92A,181.8,,,,
SCA 9,34.1,,,,,APP92A,103.0,,,,
SCR 5,26.0,,,,,APP92A,106.3,,,,
SIAL 339,29.4,,,,,APP92A,108.6,,,,
SIAL 83,32.4,,,,,APP92A,119.0,,,,
SIAL 93,22.4,,,,,APP92A,80.6,,,,
SIC 5,-,,,,,APP92A,90.0,,,,
SPA 10 [COL],19.5,,,,,APP92A,68.4,,,,
TAP 1 /2 [CHA],26.5,,,,,APP92A,102.0,,,,
UA 12,24.1,,,,,APP92A,101.0,,,,
UA 13,22.2,,,,,APP92A,90.9,,,,
UA 18,33.8,,,,,APP92A,112.3,,,,
UA 19,31.2,,,,,APP92A,100.0,,,,
UA 20,27.4,,,,,APP92A,104.1,,,,
UA 22,29.6,,,,,APP92A,107.5,,,,
UA 28,26.9,,,,,APP92A,106.3,,,,
UA 31,33.5,,,,,APP92A,126.5,,,,
UA 32,32.4,,,,,APP92A,125.0,,,,
UA 9,25.5,,,,,APP92A,106.3,,,,
UF 11,23.6,,,,,APP92A,84.7,,,,
UF 168,18.8,,,,,APP92A,76.9,,,,
UF 221,23.2,,,,,APP92A,82.6,,,,
UF 676,21.6,,,,,APP92A,79.3,,,,
UIT 1,21.6,,,,,APP92A,82.6,,,,
UIT 2,17.3,,,,,APP92A,62.8,,,,
UIT 3,18.4,,,,,APP92A,71.9,,,,
UIT 4,21.3,,,,,APP92A,81.9,,,,
UIT 5,22.2,,,,,APP92A,81.9,,,,
WA 13 [MYS],29.8,,,,,APP92A,105.2,,,,
WA 20 [MYS],30.0,,,,,APP92A,113.6,,,,
ARF 22,18.0,956,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 392 kg per ha,ARC06A,,,,,
ARF 22 x ARF 37,25.0,1014,,tree number 11,potential yield value displayed (includes diseased pods). Actual yield estimated as 743 kg per ha,ARC06A,,,,,
ARF 22 x ARF 6,17.0,1860,,tree number 12,potential yield value displayed (includes diseased pods). Actual yield estimated as 1260 kg per ha,ARC06A,,,,,
ARF 22 x UF 273,26.0,949,,tree number 13,potential yield value displayed (includes diseased pods). Actual yield estimated as 787 kg per ha,ARC06A,,,,,
ARF 22 x UF 273,34.0,766,,tree number 26,potential yield value displayed (includes diseased pods). Actual yield estimated as 619 kg per ha,ARC06A,,,,,
ARF 37,38.0,465,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 215 kg per ha,ARC06A,,,,,
ARF 6,26.0,352,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 236 kg per ha,ARC06A,,,,,
CATIE-R1,29.0,561,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 441 kg per ha,ARC06A,,,,,
CATIE-R2,24.0,607,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 475 kg per ha,ARC06A,,,,,
CATIE-R3,22.0,318,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 251 kg per ha,ARC06A,,,,,
CATIE-R4,18.0,686,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 625 kg per ha,ARC06A,,,,,
CATIE-R5,16.0,462,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 441 kg per ha,ARC06A,,,,,
CATIE-R6,24.0,687,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 660 kg per ha,ARC06A,,,,,
CATIE-R7,18.0,505,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 404 kg per ha,ARC06A,,,,,
CATIE 1000 x CC 137,21.0,1877,,tree number 23,potential yield value displayed (includes diseased pods). Actual yield estimated as 1152 kg per ha,ARC06A,,,,,
CC 137,24.0,725,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 527 kg per ha,ARC06A,,,,,
CC 137 x UF 273,26.0,1464,,tree number 20,potential yield value displayed (includes diseased pods). Actual yield estimated as 931 kg per ha,ARC06A,,,,,
CC 137 x UF 273,23.0,954,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 855 kg per ha,ARC06A,,,,,
CC 137 x ICS 6,26.0,1055,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 732 kg per ha,ARC06A,,,,,
CC 137 x SCA 6,20.0,1750,,tree number 32,potential yield value displayed (includes diseased pods). Actual yield estimated as 1252 kg per ha,ARC06A,,,,,
CC 137 x SCA 6,41.0,-,,tree number 4,-,ARC06A,,,,,
CC 252,23.0,153,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 98 kg per ha,ARC06A,,,,,
