Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
JA 5 /42 [POU],27.1,,,,,BEKAD1,,,,,
JA 5 /47 [POU],17.9,,,,,BEKAD1,,,,,
JA 5 /5 [POU],19.7,,,,,BEKAD1,,,,,
JA 5 /7 [POU],15.8,,,,,BEKAD1,,,,,
JA 5 /8 [POU],22.6,,,,,BEKAD1,,,,,
JA 5 /9 [POU],20.9,,,,,BEKAD1,,,,,
JA 6 /1 [POU],28.9,,,,,BEKAD1,,,,,
JA 6 /12 [POU],33.3,,,,,BEKAD1,,,,,
JA 6 /2 [POU],36.3,,,,,BEKAD1,,,,,
JA 6 /4 [POU],25.1,,,,,BEKAD1,,,,,
JA 6 /7 [POU],25.8,,,,,BEKAD1,,,,,
JA 6 /9 [POU],34.5,,,,,BEKAD1,,,,,
JA 7 /11 [POU],21.7,,,,,BEKAD1,,,,,
JA 7 /25 [POU],24.1,,,,,BEKAD1,,,,,
JA 7 /3 [POU],23.6,,,,,BEKAD1,,,,,
JA 8 /1 [POU],30.1,,,,,BEKAD1,,,,,
JA 8 /13 [POU],23.5,,,,,BEKAD1,,,,,
JA 8 /15 [POU],31.3,,,,,BEKAD1,,,,,
JA 8 /16 [POU],22.9,,,,,BEKAD1,,,,,
JA 8 /19 [POU],21.9,,,,,BEKAD1,,,,,
JA 8 /20 [POU],26.6,,,,,BEKAD1,,,,,
JA 8 /21 [POU],30.2,,,,,BEKAD1,,,,,
JA 8 /24 [POU],25.5,,,,,BEKAD1,,,,,
JA 8 /25 [POU],22.7,,,,,BEKAD1,,,,,
JA 8 /26 [POU],27.5,,,,,BEKAD1,,,,,
JA 8 /3 [POU],30.5,,,,,BEKAD1,,,,,
JA 8 /33 [POU],38.7,,,,,BEKAD1,,,,,
JA 8 /38 [POU],21.9,,,,,BEKAD1,,,,,
JA 8 /42 [POU],23.6,,,,,BEKAD1,,,,,
JA 9 /10 [POU],21.4,,,,,BEKAD1,,,,,
JA 9 /12 [POU],23.9,,,,,BEKAD1,,,,,
JA 9 /13 [POU],24.7,,,,,BEKAD1,,,,,
JA 9 /14 [POU],34.6,,,,,BEKAD1,,,,,
JA 9 /16 [POU],26.3,,,,,BEKAD1,,,,,
JA 9 /17 [POU],25.2,,,,,BEKAD1,,,,,
JA 9 /20 [POU],29.6,,,,,BEKAD1,,,,,
JA 9 /29 [POU],29.9,,,,,BEKAD1,,,,,
JA 9 /34 [POU],28.6,,,,,BEKAD1,,,,,
JA 9 /37 [POU],29.5,,,,,BEKAD1,,,,,
JA 9 /4 [POU],20.5,,,,,BEKAD1,,,,,
JA 9 /9 [POU],26.8,,,,,BEKAD1,,,,,
LAFI 7,19.6,,,,,BEKAD1,,,,,
LCT EEN 57,18.9,,,,,BEKAD1,,,,,
LCT EEN 108 /S,29.8,,,,,BEKAD1,,,,,
LCT EEN 123,21.5,,,,,BEKAD1,,,,,
LCT EEN 162 /S-1010,25.9,,,,,BEKAD1,,,,,
LCT EEN 188,30.1,,,,,BEKAD1,,,,,
LCT EEN 189,32.2,,,,,BEKAD1,,,,,
LCT EEN 193,40.8,,,,,BEKAD1,,,,,
LCT EEN 202,21.7,,,,,BEKAD1,,,,,
LCT EEN 21 /S-4,31.3,,,,,BEKAD1,,,,,
LCT EEN 212 /S-4,25.5,,,,,BEKAD1,,,,,
LCT EEN 221,47.3,,,,,BEKAD1,,,,,
LCT EEN 23,22.6,,,,,BEKAD1,,,,,
LCT EEN 246,27.1,,,,,BEKAD1,,,,,
LCT EEN 250,19.6,,,,,BEKAD1,,,,,
LCT EEN 253,26.5,,,,,BEKAD1,,,,,
LCT EEN 261 /S-4,16.5,,,,,BEKAD1,,,,,
LCT EEN 29 /S-1,29.7,,,,,BEKAD1,,,,,
LCT EEN 295 /S-10,29.2,,,,,BEKAD1,,,,,
LCT EEN 31,36.3,,,,,BEKAD1,,,,,
LCT EEN 321 /S-1,31.6,,,,,BEKAD1,,,,,
LCT EEN 324 /S-2,25.3,,,,,BEKAD1,,,,,
LCT EEN 326,36.4,,,,,BEKAD1,,,,,
LCT EEN 327,25.8,,,,,BEKAD1,,,,,
LCT EEN 346,26.4,,,,,BEKAD1,,,,,
LCT EEN 37,43.0,,,,,BEKAD1,,,,,
LCT EEN 37 /F,27.0,,,,,BEKAD1,,,,,
LCT EEN 370,49.0,,,,,BEKAD1,,,,,
LCT EEN 372 /S-301,24.7,,,,,BEKAD1,,,,,
LCT EEN 409,38.1,,,,,BEKAD1,,,,,
LCT EEN 411,54.8,,,,,BEKAD1,,,,,
LCT EEN 46,45.9,,,,,BEKAD1,,,,,
LCT EEN 49,21.3,,,,,BEKAD1,,,,,
LCT EEN 6 /S-1,21.0,,,,,BEKAD1,,,,,
LCT EEN 60,25.1,,,,,BEKAD1,,,,,
LCT EEN 62 /S-4,30.7,,,,,BEKAD1,,,,,
LCT EEN 66,38.1,,,,,BEKAD1,,,,,
LCT EEN 68 /S-1,26.7,,,,,BEKAD1,,,,,
LCT EEN 68 /S-2,21.7,,,,,BEKAD1,,,,,
LCT EEN 73 /A,22.7,,,,,BEKAD1,,,,,
LCT EEN 81,24.5,,,,,BEKAD1,,,,,
LCT EEN 82,26.4,,,,,BEKAD1,,,,,
LCT EEN 83 /S-8,41.4,,,,,BEKAD1,,,,,
LCT EEN 85,24.7,,,,,BEKAD1,,,,,
LCT EEN 86,27.4,,,,,BEKAD1,,,,,
LCT EEN 90 /S-7,26.6,,,,,BEKAD1,,,,,
LH 1,28.6,,,,,BEKAD1,,,,,
LH 5,30.0,,,,,BEKAD1,,,,,
LP 1 /18 [POU],29.8,,,,,BEKAD1,,,,,
LP 1 /2 [POU],40.7,,,,,BEKAD1,,,,,
LP 1 /21 [POU],27.0,,,,,BEKAD1,,,,,
LP 1 /23 [POU],33.6,,,,,BEKAD1,,,,,
LP 1 /24 [POU],41.4,,,,,BEKAD1,,,,,
LP 1 /25 [POU],25.5,,,,,BEKAD1,,,,,
LP 1 /28 [POU],22.0,,,,,BEKAD1,,,,,
LP 1 /29 [POU],32.3,,,,,BEKAD1,,,,,
LP 1 /31 [POU],29.2,,,,,BEKAD1,,,,,
LP 1 /32 [POU],22.7,,,,,BEKAD1,,,,,
LP 1 /36 [POU],19.2,,,,,BEKAD1,,,,,
LP 1 /37 [POU],23.5,,,,,BEKAD1,,,,,
LP 1 /39 [POU],24.5,,,,,BEKAD1,,,,,
LP 1 /4 [POU],27.1,,,,,BEKAD1,,,,,
LP 1 /40 [POU],18.7,,,,,BEKAD1,,,,,
LP 1 /41 [POU],27.4,,,,,BEKAD1,,,,,
LP 1 /42 [POU],59.5,,,,,BEKAD1,,,,,
LP 1 /44 [POU],18.5,,,,,BEKAD1,,,,,
LP 1 /45 [POU],26.9,,,,,BEKAD1,,,,,
LP 1 /49 [POU],28.2,,,,,BEKAD1,,,,,
LP 1 /58 [POU],18.7,,,,,BEKAD1,,,,,
LP 1 /61 [POU],27.2,,,,,BEKAD1,,,,,
LP 1 /62 [POU],26.0,,,,,BEKAD1,,,,,
LP 1 /9 [POU],26.2,,,,,BEKAD1,,,,,
LP 2 /1 [POU],24.5,,,,,BEKAD1,,,,,
LP 2 /10 [POU],28.3,,,,,BEKAD1,,,,,
LP 2 /11 [POU],28.9,,,,,BEKAD1,,,,,
LP 2 /13 [POU],29.2,,,,,BEKAD1,,,,,
LP 2 /14 [POU],25.5,,,,,BEKAD1,,,,,
LP 2 /3 [POU],31.3,,,,,BEKAD1,,,,,
LP 2 /9 [POU],28.5,,,,,BEKAD1,,,,,
LP 3 /11 [POU],25.4,,,,,BEKAD1,,,,,
LP 3 /13 [POU],30.0,,,,,BEKAD1,,,,,
LP 3 /15 [POU],35.9,,,,,BEKAD1,,,,,
LP 3 /19 [POU],26.8,,,,,BEKAD1,,,,,
LP 3 /2 [POU],34.0,,,,,BEKAD1,,,,,
LP 3 /20 [POU],26.0,,,,,BEKAD1,,,,,
LP 3 /25 [POU],23.2,,,,,BEKAD1,,,,,
LP 3 /29 [POU],23.9,,,,,BEKAD1,,,,,
LP 3 /3 [POU],36.6,,,,,BEKAD1,,,,,
LP 3 /34 [POU],25.1,,,,,BEKAD1,,,,,
LP 3 /35 [POU],26.5,,,,,BEKAD1,,,,,
LP 3 /38 [POU],27.3,,,,,BEKAD1,,,,,
LP 3 /4 [POU],24.4,,,,,BEKAD1,,,,,
LP 3 /40 [POU],17.7,,,,,BEKAD1,,,,,
LP 3 /45 [POU],23.3,,,,,BEKAD1,,,,,
LP 3 /48 [POU],31.1,,,,,BEKAD1,,,,,
LP 3 /5 [POU],20.9,,,,,BEKAD1,,,,,
LP 4 /1 [POU],24.4,,,,,BEKAD1,,,,,
LP 4 /10 [POU],32.6,,,,,BEKAD1,,,,,
LP 4 /12 [POU],22.8,,,,,BEKAD1,,,,,
LP 4 /13 [POU],22.1,,,,,BEKAD1,,,,,
LP 4 /15 [POU],20.6,,,,,BEKAD1,,,,,
LP 4 /18 [POU],23.7,,,,,BEKAD1,,,,,
LP 4 /19 [POU],22.3,,,,,BEKAD1,,,,,
LP 4 /2 [POU],23.1,,,,,BEKAD1,,,,,
LP 4 /20 [POU],28.7,,,,,BEKAD1,,,,,
LP 4 /24 [POU],40.8,,,,,BEKAD1,,,,,
LP 4 /25 [POU],26.4,,,,,BEKAD1,,,,,
LP 4 /3 [POU],26.7,,,,,BEKAD1,,,,,
LP 4 /30 [POU],31.7,,,,,BEKAD1,,,,,
LP 4 /32 [POU],27.8,,,,,BEKAD1,,,,,
LP 4 /37 [POU],33.6,,,,,BEKAD1,,,,,
LP 4 /38 [POU],32.6,,,,,BEKAD1,,,,,
LP 4 /39 [POU],22.0,,,,,BEKAD1,,,,,
LP 4 /4 [POU],29.2,,,,,BEKAD1,,,,,
LP 4 /41 [POU],25.8,,,,,BEKAD1,,,,,
LP 4 /43 [POU],26.1,,,,,BEKAD1,,,,,
LP 4 /45 [POU],35.4,,,,,BEKAD1,,,,,
LP 4 /48 [POU],19.2,,,,,BEKAD1,,,,,
LP 4 /5 [POU],41.5,,,,,BEKAD1,,,,,
LP 4 /52 [POU],43.5,,,,,BEKAD1,,,,,
LP 4 /7 [POU],20.2,,,,,BEKAD1,,,,,
LP 4 /8 [POU],25.3,,,,,BEKAD1,,,,,
LP 5 /1 [POU],27.8,,,,,BEKAD1,,,,,
LP 5 /14 [POU],35.7,,,,,BEKAD1,,,,,
LP 5 /19 [POU],21.1,,,,,BEKAD1,,,,,
LP 5 /2 [POU],24.7,,,,,BEKAD1,,,,,
LP 5 /23 [POU],23.0,,,,,BEKAD1,,,,,
LP 5 /3 [POU],30.2,,,,,BEKAD1,,,,,
LP 6 /14 [POU],37.3,,,,,BEKAD1,,,,,
LP 6 /16 [POU],29.1,,,,,BEKAD1,,,,,
LP 6 /19 [POU],34.7,,,,,BEKAD1,,,,,
LP 6 /21 [POU],26.7,,,,,BEKAD1,,,,,
LP 6 /24 [POU],23.7,,,,,BEKAD1,,,,,
LP 6 /6 [POU],26.5,,,,,BEKAD1,,,,,
LV 10 [POU],34.5,,,,,BEKAD1,,,,,
LV 14 [POU],23.3,,,,,BEKAD1,,,,,
LV 15 [POU],26.4,,,,,BEKAD1,,,,,
LV 17 [POU],29.5,,,,,BEKAD1,,,,,
LV 20 [POU],31.7,,,,,BEKAD1,,,,,
LV 22 [POU],28.3,,,,,BEKAD1,,,,,
LV 27 [POU],25.9,,,,,BEKAD1,,,,,
LV 28 [POU],24.9,,,,,BEKAD1,,,,,
LV 31 [POU],31.9,,,,,BEKAD1,,,,,
LV 33 [POU],30.5,,,,,BEKAD1,,,,,
LV 36 [POU],26.2,,,,,BEKAD1,,,,,
LV 37 [POU],27.6,,,,,BEKAD1,,,,,
LV 6 [POU],28.9,,,,,BEKAD1,,,,,
LV 9 [POU],30.7,,,,,BEKAD1,,,,,
LX 16,26.0,,,,,BEKAD1,,,,,
LX 17,22.3,,,,,BEKAD1,,,,,
LX 2,25.3,,,,,BEKAD1,,,,,
LX 24,23.3,,,,,BEKAD1,,,,,
LX 25,23.7,,,,,BEKAD1,,,,,
LX 28,27.0,,,,,BEKAD1,,,,,
LX 31,26.5,,,,,BEKAD1,,,,,
LX 32,25.6,,,,,BEKAD1,,,,,
LX 38,28.2,,,,,BEKAD1,,,,,
LX 39,25.7,,,,,BEKAD1,,,,,
LX 41,38.1,,,,,BEKAD1,,,,,
LX 43,28.2,,,,,BEKAD1,,,,,
LX 44,30.1,,,,,BEKAD1,,,,,
LX 45,35.6,,,,,BEKAD1,,,,,
LX 47,46.3,,,,,BEKAD1,,,,,
LX 48,27.0,,,,,BEKAD1,,,,,
LX 49,50.5,,,,,BEKAD1,,,,,
LX 50,28.6,,,,,BEKAD1,,,,,
LX 53,27.5,,,,,BEKAD1,,,,,
LX 6,23.5,,,,,BEKAD1,,,,,
LZ 13,26.0,,,,,BEKAD1,,,,,
LZ 17,19.7,,,,,BEKAD1,,,,,
LZ 19,28.9,,,,,BEKAD1,,,,,
LZ 2,21.0,,,,,BEKAD1,,,,,
LZ 33,27.5,,,,,BEKAD1,,,,,
LZ 5,30.2,,,,,BEKAD1,,,,,
LZ 7,27.3,,,,,BEKAD1,,,,,
LZ 8,30.5,,,,,BEKAD1,,,,,
LZ 9,24.8,,,,,BEKAD1,,,,,
M 116 [ICT],20.1,,,,,BEKAD1,,,,,
M 252 [ICT],21.5,,,,,BEKAD1,,,,,
M 33 [ICT],34.3,,,,,BEKAD1,,,,,
M 8 [SUR],54.1,,,,,BEKAD1,,,,,
MA 12 [BRA],21.3,,,,,BEKAD1,,,,,
MAN 15 /2 [BRA],26.8,,,,,BEKAD1,,,,,
MAN 15 /60 [BRA],34.7,,,,,BEKAD1,,,,,
MAR 1,32.9,,,,,BEKAD1,,,,,
MAR 10,23.5,,,,,BEKAD1,,,,,
MAR 11,21.3,,,,,BEKAD1,,,,,
MAR 12,28.3,,,,,BEKAD1,,,,,
MAR 13,27.8,,,,,BEKAD1,,,,,
MAR 14,27.0,,,,,BEKAD1,,,,,
MAR 19,29.5,,,,,BEKAD1,,,,,
MAR 20,30.9,,,,,BEKAD1,,,,,
MAR 22,26.9,,,,,BEKAD1,,,,,
MAR 3,24.4,,,,,BEKAD1,,,,,
MAR 9,29.7,,,,,BEKAD1,,,,,
MARPER 18,17.8,,,,,BEKAD1,,,,,
MARPER 20,19.4,,,,,BEKAD1,,,,,
MARPER 22,22.7,,,,,BEKAD1,,,,,
MARPER 23,13.9,,,,,BEKAD1,,,,,
MARPER 25,14.8,,,,,BEKAD1,,,,,
MARPER 27,30.7,,,,,BEKAD1,,,,,
MARPER 28,50.4,,,,,BEKAD1,,,,,
MARPER 29,25.4,,,,,BEKAD1,,,,,
MARPER 31,24.6,,,,,BEKAD1,,,,,
MARPER 33,31.7,,,,,BEKAD1,,,,,
MARPER 34,25.7,,,,,BEKAD1,,,,,
MARPER 35,25.0,,,,,BEKAD1,,,,,
MARPER 37,19.0,,,,,BEKAD1,,,,,
MARPER 42,25.7,,,,,BEKAD1,,,,,
MARPER 43,22.9,,,,,BEKAD1,,,,,
MARPER 45,40.8,,,,,BEKAD1,,,,,
MARPER 47,25.0,,,,,BEKAD1,,,,,
MARPER 48,25.9,,,,,BEKAD1,,,,,
MARPER 49,36.7,,,,,BEKAD1,,,,,
MARPER 50,21.1,,,,,BEKAD1,,,,,
MARPER 51,27.7,,,,,BEKAD1,,,,,
MARPER 52,30.9,,,,,BEKAD1,,,,,
MARPER 53,21.1,,,,,BEKAD1,,,,,
MARPER 54,26.8,,,,,BEKAD1,,,,,
MARPER 9,19.5,,,,,BEKAD1,,,,,
MATINA 1 /4,27.3,,,,,BEKAD1,,,,,
MATINA 1 /7,19.0,,,,,BEKAD1,,,,,
MATINA 2 /8,26.6,,,,,BEKAD1,,,,,
MO 109,32.3,,,,,BEKAD1,,,,,
MO 118,30.0,,,,,BEKAD1,,,,,
MO 121,39.4,,,,,BEKAD1,,,,,
MO 122,33.8,,,,,BEKAD1,,,,,
MO 125,32.5,,,,,BEKAD1,,,,,
MO 129,27.5,,,,,BEKAD1,,,,,
MO 14,35.9,,,,,BEKAD1,,,,,
MO 17,28.2,,,,,BEKAD1,,,,,
MO 20,30.0,,,,,BEKAD1,,,,,
MO 3,36.1,,,,,BEKAD1,,,,,
MO 4,25.5,,,,,BEKAD1,,,,,
MO 76,34.2,,,,,BEKAD1,,,,,
MO 80,26.4,,,,,BEKAD1,,,,,
MO 81,37.7,,,,,BEKAD1,,,,,
MO 82,25.3,,,,,BEKAD1,,,,,
MO 83,39.7,,,,,BEKAD1,,,,,
MO 87,27.4,,,,,BEKAD1,,,,,
MO 9,26.9,,,,,BEKAD1,,,,,
MO 90,36.6,,,,,BEKAD1,,,,,
MO 96,44.3,,,,,BEKAD1,,,,,
MO 99,29.8,,,,,BEKAD1,,,,,
MOCO 1 /12,34.8,,,,,BEKAD1,,,,,
MOQ 1 /16,30.0,,,,,BEKAD1,,,,,
MOQ 1 /2,20.7,,,,,BEKAD1,,,,,
MOQ 1 /21,39.2,,,,,BEKAD1,,,,,
MOQ 1 /24,36.7,,,,,BEKAD1,,,,,
MOQ 1 /25,31.0,,,,,BEKAD1,,,,,
MOQ 1 /6,28.4,,,,,BEKAD1,,,,,
MOQ 2 /1,19.9,,,,,BEKAD1,,,,,
MOQ 2 /10,22.7,,,,,BEKAD1,,,,,
MOQ 2 /11,26.2,,,,,BEKAD1,,,,,
MOQ 2 /16,34.7,,,,,BEKAD1,,,,,
MOQ 2 /17,24.8,,,,,BEKAD1,,,,,
MOQ 2 /18,21.4,,,,,BEKAD1,,,,,
MOQ 2 /22,30.3,,,,,BEKAD1,,,,,
MOQ 2 /26,20.8,,,,,BEKAD1,,,,,
MOQ 2 /28,20.7,,,,,BEKAD1,,,,,
MOQ 2 /29,16.9,,,,,BEKAD1,,,,,
MOQ 2 /30,25.5,,,,,BEKAD1,,,,,
MOQ 2 /31,30.9,,,,,BEKAD1,,,,,
MOQ 2 /35,23.9,,,,,BEKAD1,,,,,
MOQ 2 /36,17.8,,,,,BEKAD1,,,,,
MOQ 2 /4,31.0,,,,,BEKAD1,,,,,
MOQ 2 /6,22.1,,,,,BEKAD1,,,,,
MOQ 2 /8,25.7,,,,,BEKAD1,,,,,
MOQ 3 /11,27.3,,,,,BEKAD1,,,,,
MOQ 3 /12,24.3,,,,,BEKAD1,,,,,
MOQ 3 /16,26.7,,,,,BEKAD1,,,,,
MOQ 3 /19,20.9,,,,,BEKAD1,,,,,
MOQ 3 /20,18.3,,,,,BEKAD1,,,,,
MOQ 3 /8,22.2,,,,,BEKAD1,,,,,
MOQ 4 /13,31.7,,,,,BEKAD1,,,,,
MOQ 4 /16,31.1,,,,,BEKAD1,,,,,
MOQ 4 /2,20.6,,,,,BEKAD1,,,,,
MOQ 4 /21,22.9,,,,,BEKAD1,,,,,
MOQ 4 /23,19.2,,,,,BEKAD1,,,,,
MOQ 4 /4,23.6,,,,,BEKAD1,,,,,
MOQ 4 /5,22.9,,,,,BEKAD1,,,,,
MOQ 5 /1,21.9,,,,,BEKAD1,,,,,
MOQ 5 /12,24.8,,,,,BEKAD1,,,,,
MOQ 5 /21,27.9,,,,,BEKAD1,,,,,
MOQ 5 /23,23.5,,,,,BEKAD1,,,,,
MOQ 5 /28,26.0,,,,,BEKAD1,,,,,
MOQ 5 /29,33.8,,,,,BEKAD1,,,,,
MOQ 5 /34,26.9,,,,,BEKAD1,,,,,
MOQ 5 /5,27.7,,,,,BEKAD1,,,,,
MOQ 6 /10,21.8,,,,,BEKAD1,,,,,
MOQ 6 /102,22.0,,,,,BEKAD1,,,,,
MOQ 6 /103,28.1,,,,,BEKAD1,,,,,
MOQ 6 /104,21.9,,,,,BEKAD1,,,,,
MOQ 6 /107,20.2,,,,,BEKAD1,,,,,
MOQ 6 /108,22.0,,,,,BEKAD1,,,,,
MOQ 6 /109,34.0,,,,,BEKAD1,,,,,
MOQ 6 /11,21.2,,,,,BEKAD1,,,,,
MOQ 6 /113,24.2,,,,,BEKAD1,,,,,
MOQ 6 /19,17.1,,,,,BEKAD1,,,,,
MOQ 6 /28,22.7,,,,,BEKAD1,,,,,
MOQ 6 /29,32.5,,,,,BEKAD1,,,,,
MOQ 6 /30,23.3,,,,,BEKAD1,,,,,
MOQ 6 /33,23.8,,,,,BEKAD1,,,,,
MOQ 6 /34,20.3,,,,,BEKAD1,,,,,
MOQ 6 /36,34.4,,,,,BEKAD1,,,,,
MOQ 6 /41,24.3,,,,,BEKAD1,,,,,
MOQ 6 /44,34.2,,,,,BEKAD1,,,,,
MOQ 6 /46,23.2,,,,,BEKAD1,,,,,
MOQ 6 /5,30.2,,,,,BEKAD1,,,,,
MOQ 6 /52,21.4,,,,,BEKAD1,,,,,
MOQ 6 /54,26.9,,,,,BEKAD1,,,,,
MOQ 6 /55,28.2,,,,,BEKAD1,,,,,
MOQ 6 /6,30.5,,,,,BEKAD1,,,,,
MOQ 6 /67,28.0,,,,,BEKAD1,,,,,
MOQ 6 /68,23.7,,,,,BEKAD1,,,,,
MOQ 6 /70,23.6,,,,,BEKAD1,,,,,
MOQ 6 /73,38.5,,,,,BEKAD1,,,,,
MOQ 6 /77,25.3,,,,,BEKAD1,,,,,
MOQ 6 /82,31.3,,,,,BEKAD1,,,,,
MOQ 6 /85,27.1,,,,,BEKAD1,,,,,
MOQ 6 /87,22.3,,,,,BEKAD1,,,,,
MOQ 6 /88,23.5,,,,,BEKAD1,,,,,
MOQ 6 /91,23.1,,,,,BEKAD1,,,,,
MOQ 6 /92,25.6,,,,,BEKAD1,,,,,
MOQ 6 /93,25.1,,,,,BEKAD1,,,,,
MOQ 6 /95,34.9,,,,,BEKAD1,,,,,
MOQ 6 /96,23.7,,,,,BEKAD1,,,,,
MOQ 6 /97,42.2,,,,,BEKAD1,,,,,
MOQ 6 /99,21.4,,,,,BEKAD1,,,,,
MORALES 2 /2,39.3,,,,,BEKAD1,,,,,
MX 14 /16 [TTO],27.1,,,,,BEKAD1,,,,,
MX 14 /20 [TTO],32.2,,,,,BEKAD1,,,,,
NA 1,33.7,,,,,BEKAD1,,,,,
NA 104,21.4,,,,,BEKAD1,,,,,
NA 106,33.5,,,,,BEKAD1,,,,,
NA 110,31.7,,,,,BEKAD1,,,,,
NA 111,27.2,,,,,BEKAD1,,,,,
NA 112,35.1,,,,,BEKAD1,,,,,
NA 113,26.9,,,,,BEKAD1,,,,,
NA 114,26.2,,,,,BEKAD1,,,,,
NA 118,29.1,,,,,BEKAD1,,,,,
NA 119,28.7,,,,,BEKAD1,,,,,
NA 12,27.7,,,,,BEKAD1,,,,,
NA 120,34.6,,,,,BEKAD1,,,,,
NA 127,37.0,,,,,BEKAD1,,,,,
NA 129,37.2,,,,,BEKAD1,,,,,
NA 13,32.9,,,,,BEKAD1,,,,,
NA 137,22.7,,,,,BEKAD1,,,,,
NA 14,37.9,,,,,BEKAD1,,,,,
NA 141,22.9,,,,,BEKAD1,,,,,
NA 142,23.3,,,,,BEKAD1,,,,,
NA 144,42.1,,,,,BEKAD1,,,,,
NA 145,29.1,,,,,BEKAD1,,,,,
NA 149,37.0,,,,,BEKAD1,,,,,
NA 151,33.3,,,,,BEKAD1,,,,,
NA 154,52.5,,,,,BEKAD1,,,,,
NA 155,30.9,,,,,BEKAD1,,,,,
NA 156,23.0,,,,,BEKAD1,,,,,
NA 157,23.7,,,,,BEKAD1,,,,,
NA 159,43.1,,,,,BEKAD1,,,,,
NA 16,24.2,,,,,BEKAD1,,,,,
NA 168,26.2,,,,,BEKAD1,,,,,
NA 170,28.1,,,,,BEKAD1,,,,,
NA 176,25.6,,,,,BEKAD1,,,,,
NA 178,29.8,,,,,BEKAD1,,,,,
NA 181,33.5,,,,,BEKAD1,,,,,
NA 183,37.0,,,,,BEKAD1,,,,,
NA 184,29.2,,,,,BEKAD1,,,,,
NA 186,25.0,,,,,BEKAD1,,,,,
NA 187,27.9,,,,,BEKAD1,,,,,
NA 189,26.4,,,,,BEKAD1,,,,,
NA 19,25.0,,,,,BEKAD1,,,,,
NA 191,21.6,,,,,BEKAD1,,,,,
NA 194,34.0,,,,,BEKAD1,,,,,
NA 204,31.4,,,,,BEKAD1,,,,,
NA 206,25.6,,,,,BEKAD1,,,,,
NA 21,20.6,,,,,BEKAD1,,,,,
NA 214,23.9,,,,,BEKAD1,,,,,
NA 217,35.9,,,,,BEKAD1,,,,,
NA 226,21.6,,,,,BEKAD1,,,,,
NA 227,33.0,,,,,BEKAD1,,,,,
NA 228,33.9,,,,,BEKAD1,,,,,
NA 229,27.1,,,,,BEKAD1,,,,,
NA 230,23.5,,,,,BEKAD1,,,,,
NA 232,23.1,,,,,BEKAD1,,,,,
NA 235,30.0,,,,,BEKAD1,,,,,
NA 236,31.3,,,,,BEKAD1,,,,,
NA 242,31.6,,,,,BEKAD1,,,,,
NA 244,25.1,,,,,BEKAD1,,,,,
NA 246,27.7,,,,,BEKAD1,,,,,
NA 251,37.7,,,,,BEKAD1,,,,,
NA 254,43.9,,,,,BEKAD1,,,,,
NA 26,25.6,,,,,BEKAD1,,,,,
NA 266,36.2,,,,,BEKAD1,,,,,
NA 268,26.2,,,,,BEKAD1,,,,,
NA 271,17.9,,,,,BEKAD1,,,,,
NA 279,45.2,,,,,BEKAD1,,,,,
NA 283,34.8,,,,,BEKAD1,,,,,
NA 286,38.6,,,,,BEKAD1,,,,,
NA 289,43.4,,,,,BEKAD1,,,,,
NA 3,27.4,,,,,BEKAD1,,,,,
NA 300,23.1,,,,,BEKAD1,,,,,
NA 311,30.7,,,,,BEKAD1,,,,,
NA 312,29.1,,,,,BEKAD1,,,,,
NA 32,30.6,,,,,BEKAD1,,,,,
NA 320,34.0,,,,,BEKAD1,,,,,
NA 326,33.1,,,,,BEKAD1,,,,,
NA 327,26.7,,,,,BEKAD1,,,,,
NA 329,33.7,,,,,BEKAD1,,,,,
NA 33,39.7,,,,,BEKAD1,,,,,
NA 331,35.8,,,,,BEKAD1,,,,,
NA 335,32.2,,,,,BEKAD1,,,,,
NA 337,34.0,,,,,BEKAD1,,,,,
NA 339,19.9,,,,,BEKAD1,,,,,
NA 34,26.0,,,,,BEKAD1,,,,,
NA 342,30.1,,,,,BEKAD1,,,,,
NA 358,33.1,,,,,BEKAD1,,,,,
NA 359,28.1,,,,,BEKAD1,,,,,
NA 370,28.3,,,,,BEKAD1,,,,,
NA 371,67.5,,,,,BEKAD1,,,,,
NA 372,36.4,,,,,BEKAD1,,,,,
NA 387,28.4,,,,,BEKAD1,,,,,
NA 39,55.4,,,,,BEKAD1,,,,,
NA 395,20.8,,,,,BEKAD1,,,,,
NA 399,32.7,,,,,BEKAD1,,,,,
NA 40,25.3,,,,,BEKAD1,,,,,
NA 406,27.4,,,,,BEKAD1,,,,,
NA 409,25.3,,,,,BEKAD1,,,,,
NA 423,30.1,,,,,BEKAD1,,,,,
NA 427,32.3,,,,,BEKAD1,,,,,
NA 43,37.3,,,,,BEKAD1,,,,,
NA 432,28.6,,,,,BEKAD1,,,,,
NA 435,39.6,,,,,BEKAD1,,,,,
NA 444,22.6,,,,,BEKAD1,,,,,
NA 45,23.8,,,,,BEKAD1,,,,,
NA 46,34.8,,,,,BEKAD1,,,,,
NA 462,26.0,,,,,BEKAD1,,,,,
NA 47,41.8,,,,,BEKAD1,,,,,
NA 471,29.8,,,,,BEKAD1,,,,,
NA 475,28.4,,,,,BEKAD1,,,,,
NA 48,32.9,,,,,BEKAD1,,,,,
NA 49,37.0,,,,,BEKAD1,,,,,
NA 504,35.1,,,,,BEKAD1,,,,,
NA 507,28.6,,,,,BEKAD1,,,,,
