Clone name,Colour,Refcode,Notes,Info
ICS 44,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 45,olive,ENG81A,Translation of Methuen colour codes.,
ICS 46,olive yellow,ENG81A,Translation of Methuen colour codes.,
ICS 47,olive,ENG81A,Translation of Methuen colour codes.,
ICS 53,dark brown,ENG81A,Translation of Methuen colour codes.,
ICS 6,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 60,brownish red,ENG81A,Translation of Methuen colour codes.,
ICS 8,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 84,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 89,brown,ENG81A,Translation of Methuen colour codes.,
ICS 91,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 95,reddish brown,ENG81A,Translation of Methuen colour codes.,
ICS 98,brownish orange,ENG81A,Translation of Methuen colour codes.,
IMC 60,brownish orange,ENG81A,Translation of Methuen colour codes.,
IMC 67,light brown,ENG81A,Translation of Methuen colour codes.,
IMC 67,light brown,ENG81A,Translation of Methuen colour codes.,
IQ 1 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
JACA,brownish orange,ENG81A,Translation of Methuen colour codes.,
LA ESMIDA AMARILLO,greyish green,ENG81A,Translation of Methuen colour codes.,
La Esmida Roja,reddish brown,ENG81A,Translation of Methuen colour codes.,
LAFI 7,deep green,ENG81A,Translation of Methuen colour codes.,
LARANJA,light brown,ENG81A,Translation of Methuen colour codes.,
LF 1,olive brown,ENG81A,Translation of Methuen colour codes.,
LF 2,greyish yellow,ENG81A,Translation of Methuen colour codes.,
LF 3,olive brown,ENG81A,Translation of Methuen colour codes.,
MA 12 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
MA 13 [BRA],reddish brown,ENG81A,Translation of Methuen colour codes.,
MATINA,reddish brown,ENG81A,Translation of Methuen colour codes.,
MEXICO 12,light brown,ENG81A,Translation of Methuen colour codes.,
MOCORONGO,brownish orange,ENG81A,Translation of Methuen colour codes.,
MT 1 {HND],brown,ENG81A,Translation of Methuen colour codes.,
NA 34,light brown,ENG81A,Translation of Methuen colour codes.,
OC 77 [VEN],reddish brown,ENG81A,Translation of Methuen colour codes.,
P 10 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
P 11 [UNK],light brown,ENG81A,Translation of Methuen colour codes.,
P 19 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
P 22 [UNK],olive yellow,ENG81A,Translation of Methuen colour codes.,
P 43 [MEX],olive yellow,ENG81A,Translation of Methuen colour codes.,
P 8 [UNK],reddish brown,ENG81A,Translation of Methuen colour codes.,
PA 121 [PER],light brown,ENG81A,Translation of Methuen colour codes.,
PA 121 [PER],brownish orange,ENG81A,Translation of Methuen colour codes.,
PA 13 [PER],brownish orange,ENG81A,Translation of Methuen colour codes.,
PA 16 [PER],olive brown,ENG81A,Translation of Methuen colour codes.,
PA 16 [PER],light brown,ENG81A,Translation of Methuen colour codes.,
PA 169 [PER],brownish orange,ENG81A,Translation of Methuen colour codes.,
PA 81 [PER],brownish orange,ENG81A,Translation of Methuen colour codes.,
PARA [BRA],brownish red,ENG81A,Translation of Methuen colour codes.,
PORCELANA 3,brownish yellow,ENG81A,Translation of Methuen colour codes.,
POUND 12,light brown,ENG81A,Translation of Methuen colour codes.,
POUND 12,light brown,ENG81A,Translation of Methuen colour codes.,
POUND 12,olive yellow,ENG81A,Translation of Methuen colour codes.,
POUND 15,light brown,ENG81A,Translation of Methuen colour codes.,
POUND 16,light brown,ENG81A,Translation of Methuen colour codes.,
POUND 19,reddish brown,ENG81A,Translation of Methuen colour codes.,
POUND 20,dark brown,ENG81A,Translation of Methuen colour codes.,
POUND 23,light brown,ENG81A,Translation of Methuen colour codes.,
POUND 7,brownish orange,ENG81A,Translation of Methuen colour codes.,
POUND 7,light brown,ENG81A,Translation of Methuen colour codes.,
PV 2 [CRI],greenish yellow,ENG81A,Translation of Methuen colour codes.,
PV 4 [CRI],brownish orange,ENG81A,Translation of Methuen colour codes.,
PV 6 [CRI],reddish brown,ENG81A,Translation of Methuen colour codes.,
RB 29 [BRA],brownish red,ENG81A,Translation of Methuen colour codes.,
RB 29 [BRA],reddish brown,ENG81A,Translation of Methuen colour codes.,
RB 37 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
RB 39 [BRA],reddish brown,ENG81A,Translation of Methuen colour codes.,
RB 41 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
RB 43 [BRA],greenish yellow,ENG81A,Translation of Methuen colour codes.,
RB 46 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
RB 47 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
RB 49 [BRA],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 10 [MEX],reddish brown,ENG81A,Translation of Methuen colour codes.,
RIM 100 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 101 [MEX],olive brown,ENG81A,Translation of Methuen colour codes.,
RIM 105 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 106 [MEX],olive,ENG81A,Translation of Methuen colour codes.,
RIM 113 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
RIM 117 [MEX],brownish red,ENG81A,Translation of Methuen colour codes.,
RIM 13 [MEX],brown,ENG81A,Translation of Methuen colour codes.,
RIM 15 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 189 [MEX],olive brown,ENG81A,Translation of Methuen colour codes.,
RIM 19 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 2 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 21 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 23 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
RIM 24 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
RIM 30 [MEX],brown,ENG81A,Translation of Methuen colour codes.,
RIM 39 [MEX],reddish brown,ENG81A,Translation of Methuen colour codes.,
RIM 41 [MEX],brown,ENG81A,Translation of Methuen colour codes.,
RIM 43 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 44 [MEX],greyish yellow,ENG81A,Translation of Methuen colour codes.,
RIM 48 [MEX],brownish red,ENG81A,Translation of Methuen colour codes.,
RIM 52 [MEX],greyish yellow,ENG81A,Translation of Methuen colour codes.,
RIM 56 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
RIM 6 [MEX],reddish brown,ENG81A,Translation of Methuen colour codes.,
RIM 68 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
RIM 71 [MEX],olive brown,ENG81A,Translation of Methuen colour codes.,
RIM 75 [MEX],greyish red,ENG81A,Translation of Methuen colour codes.,
RIM 76 [MEX],olive brown,ENG81A,Translation of Methuen colour codes.,
RIM 78 [MEX],olive brown,ENG81A,Translation of Methuen colour codes.,
RIM 8 [MEX],brownish orange,ENG81A,Translation of Methuen colour codes.,
RIM 9 [MEX],light brown,ENG81A,Translation of Methuen colour codes.,
SANTA CLARA 3 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
SC 13 [COL],reddish brown,ENG81A,Translation of Methuen colour codes.,
SC 24 [COL],light brown,ENG81A,Translation of Methuen colour codes.,
SC 49 [COL],olive brown,ENG81A,Translation of Methuen colour codes.,
SC 5 [COL],reddish brown,ENG81A,Translation of Methuen colour codes.,
SC 51 [COL],greyish yellow,ENG81A,Translation of Methuen colour codes.,
SC 6 [COL],reddish brown,ENG81A,Translation of Methuen colour codes.,
SCA 12,greyish yellow,ENG81A,Translation of Methuen colour codes.,
SCA 6,reddish brown,ENG81A,Translation of Methuen colour codes.,
SCA 6,brown,ENG81A,Translation of Methuen colour codes.,
SCA 9,light brown,ENG81A,Translation of Methuen colour codes.,
SCR 4,light brown,ENG81A,Translation of Methuen colour codes.,
SCR 5,brownish red,ENG81A,Translation of Methuen colour codes.,
SGU 3,brownish orange,ENG81A,Translation of Methuen colour codes.,
SGU 4,brownish orange,ENG81A,Translation of Methuen colour codes.,
SGU 60,olive brown,ENG81A,Translation of Methuen colour codes.,
SGU 63,brownish orange,ENG81A,Translation of Methuen colour codes.,
SGU 69,brownish orange,ENG81A,Translation of Methuen colour codes.,
SGU 71,blond,ENG81A,Translation of Methuen colour codes.,
SGU 82,reddish brown,ENG81A,Translation of Methuen colour codes.,
SGU 84,olive brown,ENG81A,Translation of Methuen colour codes.,
SIAL 163,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 169,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 325,light brown,ENG81A,Translation of Methuen colour codes.,
SIAL 325,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 339,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 407,light brown,ENG81A,Translation of Methuen colour codes.,
SIAL 42,greyish yellow,ENG81A,Translation of Methuen colour codes.,
SIAL 44,light brown,ENG81A,Translation of Methuen colour codes.,
SIAL 56,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 70,light brown,ENG81A,Translation of Methuen colour codes.,
SIAL 8,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIAL 93,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIC 1,light brown,ENG81A,Translation of Methuen colour codes.,
SIC 1,light brown,ENG81A,Translation of Methuen colour codes.,
SIC 2,brownish orange,ENG81A,Translation of Methuen colour codes.,
SIC 256,reddish brown,ENG81A,Translation of Methuen colour codes.,
SIC 28,brownish orange,ENG81A,Translation of Methuen colour codes.,
SIC 329,light brown,ENG81A,Translation of Methuen colour codes.,
SIC 433,light brown,ENG81A,Translation of Methuen colour codes.,
SIC 6,dark blond,ENG81A,Translation of Methuen colour codes.,
SIC 7,brownish orange,ENG81A,Translation of Methuen colour codes.,
SIC 802,light brown,ENG81A,Translation of Methuen colour codes.,
SIC 806,greyish yellow,ENG81A,Translation of Methuen colour codes.,
SIC 813,greyish green,ENG81A,Translation of Methuen colour codes.,
SILECIA 5 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
SM 2 [SAO],reddish brown,ENG81A,Translation of Methuen colour codes.,
SNK 12,reddish brown,ENG81A,Translation of Methuen colour codes.,
SPA 10 [COL],reddish brown,ENG81A,Translation of Methuen colour codes.,
SPA 11 [COL],greyish yellow,ENG81A,Translation of Methuen colour codes.,
SPA 12 [COL],brownish orange,ENG81A,Translation of Methuen colour codes.,
SPA 17 [COL],brownish orange,ENG81A,Translation of Methuen colour codes.,
SPA 4 [COL],brownish red,ENG81A,Translation of Methuen colour codes.,
SPA 5 [COL],reddish brown,ENG81A,Translation of Methuen colour codes.,
SPA 7 [COL],greyish yellow,ENG81A,Translation of Methuen colour codes.,
SPA 9 [COL],deep green,ENG81A,Translation of Methuen colour codes.,
STICA 100,reddish brown,ENG81A,Translation of Methuen colour codes.,
TJ 1,deep green,ENG81A,Translation of Methuen colour codes.,
TSA 644,brownish orange,ENG81A,Translation of Methuen colour codes.,
TSAN 792,brownish red,ENG81A,Translation of Methuen colour codes.,
TSAN 812,brownish red,ENG81A,Translation of Methuen colour codes.,
TSH 565,reddish brown,ENG81A,Translation of Methuen colour codes.,
TSH 565,light brown,ENG81A,Translation of Methuen colour codes.,
TSH 565,light brown,ENG81A,Translation of Methuen colour codes.,
UF 10,brownish red,ENG81A,Translation of Methuen colour codes.,
UF 11,brownish red,ENG81A,Translation of Methuen colour codes.,
UF 12,brownish red,ENG81A,Translation of Methuen colour codes.,
UF 122,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 168,light brown,ENG81A,Translation of Methuen colour codes.,
UF 20,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 210,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 221,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 242,light brown,ENG81A,Translation of Methuen colour codes.,
UF 273,violet brown,ENG81A,Translation of Methuen colour codes.,
UF 29,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 296,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 296,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 36,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 36,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 4,brownish red,ENG81A,Translation of Methuen colour codes.,
UF 601,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 602,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 613,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 613,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 650,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 654,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 666,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 667,brownish red,ENG81A,Translation of Methuen colour codes.,
UF 667,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 667,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 668,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 672,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 676,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 677,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 700,dark brown,ENG81A,Translation of Methuen colour codes.,
UF 700,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 701,light brown,ENG81A,Translation of Methuen colour codes.,
UF 703,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 704,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 705,light brown,ENG81A,Translation of Methuen colour codes.,
UF 707,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 708,brown,ENG81A,Translation of Methuen colour codes.,
UF 709,brown,ENG81A,Translation of Methuen colour codes.,
UF 710,light brown,ENG81A,Translation of Methuen colour codes.,
UF 711,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 712,olive brown,ENG81A,Translation of Methuen colour codes.,
UF 713,blond,ENG81A,Translation of Methuen colour codes.,
UF 714,light brown,ENG81A,Translation of Methuen colour codes.,
UF 715,reddish brown,ENG81A,Translation of Methuen colour codes.,
UF 716,brownish orange,ENG81A,Translation of Methuen colour codes.,
UF 717,olive brown,ENG81A,Translation of Methuen colour codes.,
UF 93,dark brown,ENG81A,Translation of Methuen colour codes.,
X VERDE,brownish orange,ENG81A,Translation of Methuen colour codes.,
AM 1 [VEN],intermediate anthocyanin,REY73A,,
CBO 159 [VEN],intermediate anthocyanin,REY73A,,
CBO 176 [VEN],intense anthocyanin,REY73A,,
CBO 177 [VEN],slight anthocyanin,REY73A,,
CHO 163 [VEN],intermediate anthocyanin,REY73A,,
CHO 163 [VEN],slight anthocyanin,REY73A,,
CHO 174 [VEN],slight anthocyanin,REY73A,,
CHO 31 [VEN],intense anthocyanin,REY73A,,
CHO 41 [VEN],intense anthocyanin,REY73A,,
CHU 2 [VEN],slight anthocyanin,REY73A,,
CLP 170 [VEN],intermediate anthocyanin,REY73A,,
CUI 32 [VEN],intermediate anthocyanin,REY73A,,
CUI 33 [VEN],intermediate anthocyanin,REY73A,,
CUI 38 [VEN],intermediate anthocyanin,REY73A,,
D 11 [VEN],intermediate anthocyanin,REY73A,,
D 15 [VEN],intense anthocyanin,REY73A,,
D 4 [VEN],intermediate anthocyanin,REY73A,,
D 5 [VEN],slight anthocyanin,REY73A,,
HAA 4 [VEN],intense anthocyanin,REY73A,,
LC 165 [VEN],intense anthocyanin,REY73A,,
LC 168 [VEN],intermediate anthocyanin,REY73A,,
LM 169 [VEN],slight anthocyanin,REY73A,,
LMR [VEN],slight anthocyanin,REY73A,,
LR 5 [VEN],intermediate anthocyanin,REY73A,,
LRR 3 [VEN],slight anthocyanin,REY73A,,
LRV 1 [VEN],slight anthocyanin,REY73A,,
LVL 2 [VEN],intermediate anthocyanin,REY73A,,
M 1 [VEN],intense anthocyanin,REY73A,,
M 2 [VEN],slight anthocyanin,REY73A,,
O 14 [VE2],intermediate anthocyanin,REY73A,,
OC 60 [VEN],intermediate anthocyanin,REY73A,,
OC 61 [VEN],intermediate anthocyanin,REY73A,,
OC 73 [VEN],intermediate anthocyanin,REY73A,,
OC 77 [VEN],intermediate anthocyanin,REY73A,,
PEN 158 [VEN],slight anthocyanin,REY73A,,
PLAYA ALTA 1 [VEN],slight anthocyanin,REY73A,,
PLAYA ALTA 2 [VEN],slight anthocyanin,REY73A,,
PLAYA ALTA 3 [VEN],slight anthocyanin,REY73A,,
PLAYA ALTA 4 [VEN],slight anthocyanin,REY73A,,
PLAYA ALTA 5 [VEN],intermediate anthocyanin,REY73A,,
PORCELANA 1,intermediate anthocyanin,REY73A,,
PORCELANA 10,intermediate anthocyanin,REY73A,,
PORCELANA 11,slight anthocyanin,REY73A,,
PORCELANA 12,slight anthocyanin,REY73A,,
PORCELANA 13,intense anthocyanin,REY73A,,
PORCELANA 14,slight anthocyanin,REY73A,,
PORCELANA 15,slight anthocyanin,REY73A,,
PORCELANA 16,slight anthocyanin,REY73A,,
PORCELANA 17,slight anthocyanin,REY73A,,
PORCELANA 2,intermediate anthocyanin,REY73A,,
PORCELANA 21,slight anthocyanin,REY73A,,
PORCELANA 3,slight anthocyanin,REY73A,,
PQTO 72 [VEN],intense anthocyanin,REY73A,,
PQTO 87 [VEN],intense anthocyanin,REY73A,,
SC 10 [VEN],intermediate anthocyanin,REY73A,,
SC 12 [VEN],slight anthocyanin,REY73A,,
SC 20 [VEN],intermediate anthocyanin,REY73A,,
SC 9 [VEN],intermediate anthocyanin,REY73A,,
VILL 185 [VEN],intense anthocyanin,REY73A,,
EBC 10,intermediate anthocyanin,ALL88A,,
EBC 114,slight anthocyanin,ALL88A,,
EBC 135,slight anthocyanin,ALL88A,,
EBC 138,intermediate anthocyanin,ALL88A,,
EBC 141,intermediate anthocyanin,ALL88A,,
EBC 29,intermediate anthocyanin,ALL88A,,
EBC 30,intermediate anthocyanin,ALL88A,,
EBC 48,intermediate anthocyanin,ALL88A,,
EBC 5,intermediate anthocyanin,ALL88A,,
EBC 58,anthocyanin absent,ALL88A,,
EBC 76,anthocyanin absent,ALL88A,,
EBC 77,intermediate anthocyanin,ALL88A,,
EBC 78,anthocyanin absent,ALL88A,,
EBC 79,anthocyanin absent,ALL88A,,
EBC 84,anthocyanin absent,ALL88A,,
EBC 9,intermediate anthocyanin,ALL88A,,
EET 103 [ECU],intermediate anthocyanin,ALL88A,,
EET 19 [ECU],intermediate anthocyanin,ALL88A,,
EET 96 [ECU],intermediate anthocyanin,ALL88A,,
IMC 14,intermediate anthocyanin,ALL88A,,
IMC 23,slight anthocyanin,ALL88A,,
IMC 27,slight anthocyanin,ALL88A,,
IMC 31,slight anthocyanin,ALL88A,,
IMC 44,slight anthocyanin,ALL88A,,
IMC 5,slight anthocyanin,ALL88A,,
IMC 60,intermediate anthocyanin,ALL88A,,
IMC 67,intermediate anthocyanin,ALL88A,,
IMC 76,slight anthocyanin,ALL88A,,
LCT EEN 1,anthocyanin absent,ALL88A,,
LCT EEN 10,anthocyanin absent,ALL88A,,
LCT EEN 103,anthocyanin absent,ALL88A,,
LCT EEN 107,slight anthocyanin,ALL88A,,
LCT EEN 108,slight anthocyanin,ALL88A,,
LCT EEN 109,anthocyanin absent,ALL88A,,
LCT EEN 11,anthocyanin absent,ALL88A,,
LCT EEN 120,anthocyanin absent,ALL88A,,
LCT EEN 121,anthocyanin absent,ALL88A,,
LCT EEN 122,slight anthocyanin,ALL88A,,
LCT EEN 123,slight anthocyanin,ALL88A,,
LCT EEN 124,anthocyanin absent,ALL88A,,
LCT EEN 125,slight anthocyanin,ALL88A,,
LCT EEN 126,anthocyanin absent,ALL88A,,
LCT EEN 127,slight anthocyanin,ALL88A,,
LCT EEN 128,anthocyanin absent,ALL88A,,
LCT EEN 130,anthocyanin absent,ALL88A,,
LCT EEN 132,intermediate anthocyanin,ALL88A,,
LCT EEN 133,anthocyanin absent,ALL88A,,
LCT EEN 134,anthocyanin absent,ALL88A,,
LCT EEN 137,anthocyanin absent,ALL88A,,
LCT EEN 14,anthocyanin absent,ALL88A,,
LCT EEN 141,anthocyanin absent,ALL88A,,
LCT EEN 142,anthocyanin absent,ALL88A,,
LCT EEN 144,anthocyanin absent,ALL88A,,
LCT EEN 145,anthocyanin absent,ALL88A,,
LCT EEN 146,anthocyanin absent,ALL88A,,
LCT EEN 148,anthocyanin absent,ALL88A,,
LCT EEN 149,anthocyanin absent,ALL88A,,
LCT EEN 15,anthocyanin absent,ALL88A,,
LCT EEN 150,slight anthocyanin,ALL88A,,
LCT EEN 151,slight anthocyanin,ALL88A,,
LCT EEN 153,anthocyanin absent,ALL88A,,
LCT EEN 154,anthocyanin absent,ALL88A,,
LCT EEN 155,anthocyanin absent,ALL88A,,
LCT EEN 156,slight anthocyanin,ALL88A,,
LCT EEN 157,anthocyanin absent,ALL88A,,
LCT EEN 158,anthocyanin absent,ALL88A,,
LCT EEN 159,anthocyanin absent,ALL88A,,
LCT EEN 160,intermediate anthocyanin,ALL88A,,
LCT EEN 162,anthocyanin absent,ALL88A,,
LCT EEN 163,anthocyanin absent,ALL88A,,
LCT EEN 164,anthocyanin absent,ALL88A,,
LCT EEN 165,anthocyanin absent,ALL88A,,
LCT EEN 166,anthocyanin absent,ALL88A,,
LCT EEN 169,anthocyanin absent,ALL88A,,
LCT EEN 178,slight anthocyanin,ALL88A,,
LCT EEN 18,anthocyanin absent,ALL88A,,
LCT EEN 181,slight anthocyanin,ALL88A,,
LCT EEN 182,slight anthocyanin,ALL88A,,
LCT EEN 185,anthocyanin absent,ALL88A,,
LCT EEN 187,anthocyanin absent,ALL88A,,
LCT EEN 188,slight anthocyanin,ALL88A,,
LCT EEN 189,anthocyanin absent,ALL88A,,
LCT EEN 19,anthocyanin absent,ALL88A,,
LCT EEN 193,intermediate anthocyanin,ALL88A,,
LCT EEN 195,intermediate anthocyanin,ALL88A,,
LCT EEN 196,intermediate anthocyanin,ALL88A,,
LCT EEN 199,intermediate anthocyanin,ALL88A,,
LCT EEN 2,slight anthocyanin,ALL88A,,
LCT EEN 20,intermediate anthocyanin,ALL88A,,
LCT EEN 201,anthocyanin absent,ALL88A,,
LCT EEN 202,intermediate anthocyanin,ALL88A,,
LCT EEN 203,slight anthocyanin,ALL88A,,
LCT EEN 205,intermediate anthocyanin,ALL88A,,
LCT EEN 21,anthocyanin absent,ALL88A,,
LCT EEN 212,intense anthocyanin,ALL88A,,
LCT EEN 214,intermediate anthocyanin,ALL88A,,
LCT EEN 215,intense anthocyanin,ALL88A,,
LCT EEN 216,anthocyanin absent,ALL88A,,
LCT EEN 217,anthocyanin absent,ALL88A,,
LCT EEN 218,anthocyanin absent,ALL88A,,
LCT EEN 219,anthocyanin absent,ALL88A,,
LCT EEN 22,intense anthocyanin,ALL88A,,
LCT EEN 220,anthocyanin absent,ALL88A,,
LCT EEN 221,anthocyanin absent,ALL88A,,
LCT EEN 222,anthocyanin absent,ALL88A,,
LCT EEN 223,anthocyanin absent,ALL88A,,
LCT EEN 227,anthocyanin absent,ALL88A,,
LCT EEN 228,anthocyanin absent,ALL88A,,
LCT EEN 23,slight anthocyanin,ALL88A,,
LCT EEN 231,anthocyanin absent,ALL88A,,
LCT EEN 232,anthocyanin absent,ALL88A,,
LCT EEN 234,anthocyanin absent,ALL88A,,
LCT EEN 236,anthocyanin absent,ALL88A,,
LCT EEN 237,anthocyanin absent,ALL88A,,
LCT EEN 24,anthocyanin absent,ALL88A,,
LCT EEN 241,anthocyanin absent,ALL88A,,
LCT EEN 242,anthocyanin absent,ALL88A,,
LCT EEN 243,anthocyanin absent,ALL88A,,
LCT EEN 244,anthocyanin absent,ALL88A,,
LCT EEN 246,anthocyanin absent,ALL88A,,
LCT EEN 248,slight anthocyanin,ALL88A,,
LCT EEN 249,anthocyanin absent,ALL88A,,
LCT EEN 25,anthocyanin absent,ALL88A,,
LCT EEN 250,slight anthocyanin,ALL88A,,
LCT EEN 251,anthocyanin absent,ALL88A,,
LCT EEN 253,slight anthocyanin,ALL88A,,
LCT EEN 254,anthocyanin absent,ALL88A,,
LCT EEN 255,anthocyanin absent,ALL88A,,
LCT EEN 257,slight anthocyanin,ALL88A,,
LCT EEN 258,slight anthocyanin,ALL88A,,
LCT EEN 259,slight anthocyanin,ALL88A,,
LCT EEN 26,anthocyanin absent,ALL88A,,
LCT EEN 264,slight anthocyanin,ALL88A,,
LCT EEN 269,anthocyanin absent,ALL88A,,
LCT EEN 27,intermediate anthocyanin,ALL88A,,
LCT EEN 271,anthocyanin absent,ALL88A,,
LCT EEN 278,slight anthocyanin,ALL88A,,
LCT EEN 280,anthocyanin absent,ALL88A,,
LCT EEN 281,slight anthocyanin,ALL88A,,
LCT EEN 282,anthocyanin absent,ALL88A,,
LCT EEN 288,anthocyanin absent,ALL88A,,
LCT EEN 295,anthocyanin absent,ALL88A,,
LCT EEN 296,slight anthocyanin,ALL88A,,
LCT EEN 297,anthocyanin absent,ALL88A,,
LCT EEN 30,anthocyanin absent,ALL88A,,
LCT EEN 300,anthocyanin absent,ALL88A,,
LCT EEN 302,anthocyanin absent,ALL88A,,
LCT EEN 306,anthocyanin absent,ALL88A,,
LCT EEN 31,slight anthocyanin,ALL88A,,
LCT EEN 312,slight anthocyanin,ALL88A,,
LCT EEN 313,anthocyanin absent,ALL88A,,
LCT EEN 32,anthocyanin absent,ALL88A,,
LCT EEN 320,anthocyanin absent,ALL88A,,
LCT EEN 321,anthocyanin absent,ALL88A,,
LCT EEN 323,slight anthocyanin,ALL88A,,
LCT EEN 324,slight anthocyanin,ALL88A,,
LCT EEN 325,anthocyanin absent,ALL88A,,
LCT EEN 326,anthocyanin absent,ALL88A,,
LCT EEN 327,anthocyanin absent,ALL88A,,
LCT EEN 328,anthocyanin absent,ALL88A,,
LCT EEN 329,anthocyanin absent,ALL88A,,
LCT EEN 33,anthocyanin absent,ALL88A,,
LCT EEN 331,anthocyanin absent,ALL88A,,
LCT EEN 332,anthocyanin absent,ALL88A,,
LCT EEN 333,anthocyanin absent,ALL88A,,
LCT EEN 334,anthocyanin absent,ALL88A,,
LCT EEN 335,anthocyanin absent,ALL88A,,
LCT EEN 336,anthocyanin absent,ALL88A,,
LCT EEN 337,anthocyanin absent,ALL88A,,
LCT EEN 338,anthocyanin absent,ALL88A,,
LCT EEN 339,anthocyanin absent,ALL88A,,
LCT EEN 340,anthocyanin absent,ALL88A,,
LCT EEN 341,anthocyanin absent,ALL88A,,
LCT EEN 342,anthocyanin absent,ALL88A,,
LCT EEN 343,anthocyanin absent,ALL88A,,
LCT EEN 344,anthocyanin absent,ALL88A,,
LCT EEN 345,anthocyanin absent,ALL88A,,
LCT EEN 346,anthocyanin absent,ALL88A,,
LCT EEN 347,anthocyanin absent,ALL88A,,
LCT EEN 348,anthocyanin absent,ALL88A,,
LCT EEN 349,slight anthocyanin,ALL88A,,
LCT EEN 350,slight anthocyanin,ALL88A,,
LCT EEN 351,slight anthocyanin,ALL88A,,
LCT EEN 352,anthocyanin absent,ALL88A,,
LCT EEN 353,slight anthocyanin,ALL88A,,
LCT EEN 354,anthocyanin absent,ALL88A,,
LCT EEN 355,anthocyanin absent,ALL88A,,
LCT EEN 356,anthocyanin absent,ALL88A,,
LCT EEN 357,anthocyanin absent,ALL88A,,
LCT EEN 358,slight anthocyanin,ALL88A,,
LCT EEN 359,anthocyanin absent,ALL88A,,
LCT EEN 36,intermediate anthocyanin,ALL88A,,
LCT EEN 360,anthocyanin absent,ALL88A,,
LCT EEN 361,anthocyanin absent,ALL88A,,
LCT EEN 362,intermediate anthocyanin,ALL88A,,
LCT EEN 364,intermediate anthocyanin,ALL88A,,
LCT EEN 366,intermediate anthocyanin,ALL88A,,
LCT EEN 367,intermediate anthocyanin,ALL88A,,
