Clone name,Colour,Refcode,Notes,Info
GEBP 1222 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1223 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1224 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1225 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1227 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1228 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1229 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 123 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1232 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1234 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1237 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1238 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1239 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1241 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1243 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1245 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1247 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1249 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1250 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1252 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1253 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1254 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1256 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1258 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1259 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1260 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1262 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1266 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1271 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1273 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1274 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1276 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1278 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1279 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 128 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1281 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1282 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1284 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1286 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1287 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1288 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1289 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 129 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 1290 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1292 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1293 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1296 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1300 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1304 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 1307 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 1308 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1309 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1311 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 1312 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1314 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1315 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1316 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 1322 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 1323 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1328 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 133 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 1334 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 134 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1344 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1345 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1346 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1347 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1348 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 135 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1350 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1352 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1353 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 1355 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1357 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1358 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 136 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1360 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1361 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 137 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1374 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1378 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1381 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1384 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1385 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1387 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1388 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1389 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 139 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1390 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1392 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1393 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1394 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1396 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1400 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1402 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1405 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1406 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1408 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1409 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 141 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1410 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1411 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1412 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 1413 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1416 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1417 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1418 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1420 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1422 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1425 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1427 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1428 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1429 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 143 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 1432 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1433 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1434 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1435 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1437 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 1437 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 1438 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 1439 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 144 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1440 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1443 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 1444 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 145 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 148 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 149 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 15 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 150 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1502 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 151 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1516 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 153 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 155 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1569 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 157 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1575 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 158 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1581 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 159 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1592 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 16 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 162 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 164 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1642 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1655 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1664 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1665 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1667 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1672 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1679 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 168 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1681 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1691 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1693 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 1699 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 17 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 170 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 1702 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 1703 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 1719 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 172 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 173 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 176 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 177 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 178 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 179 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 18 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 180 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 182 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 186 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 187 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 1875 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 188 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 19 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 190 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 193 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 196 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 197 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 198 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 2 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 20 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 201 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 202 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 204 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 207 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 209 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 21 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 210 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 211 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 213 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 214 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 215 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 216 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 217 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 219 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 222 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 223 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 224 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 228 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 229 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 239 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 240 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 241 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 245 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 249 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 252 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 256 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 259 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 26 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 260 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 261 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 264 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 267 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 268 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 269 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 275 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 276 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 277 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 279 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 281 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 282 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 284 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 296 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 297 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 299 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 3 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 300 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 301 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 302 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 303 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 304 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 305 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 308 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 31 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 310 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 312 /M [ADI],anthocyanin absent,BEKAD1,,
GEBP 313 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 315 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 316 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 319 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 32 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 320 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 322 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 323 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 325 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 326 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 327 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 328 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 329 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 33 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 330 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 332 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 333 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 334 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 335 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 336 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 337 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 338 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 339 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 34 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 340 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 341 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 344 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 346 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 348 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 35 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 350 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 352 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 354 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 355 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 358 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 36 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 365 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 37 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 38 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 381 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 382 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 383 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 384 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 385 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 388 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 389 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 390 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 391 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 395 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 396 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 397 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 398 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 399 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 40 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 401 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 402 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 403 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 404 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 405 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 406 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 407 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 409 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 41 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 410 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 411 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 413 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 414 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 415 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 416 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 417 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 418 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 419 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 422 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 423 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 424 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 426 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 427 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 428 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 429 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 43 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 432 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 433 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 434 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 435 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 436 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 437 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 438 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 44 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 441 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 444 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 445 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 447 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 448 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 449 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 45 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 450 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 451 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 452 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 457 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 459 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 460 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 462 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 464 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 465 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 466 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 467 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 468 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 47 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 470 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 471 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 472 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 473 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 474 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 475 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 476 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 478 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 479 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 48 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 480 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 482 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 483 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 484 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 485 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 486 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 487 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 489 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 490 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 493 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 495 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 497 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 5 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 50 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 500 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 502 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 503 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 506 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 507 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 51 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 510 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 512 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 513 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 514 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 515 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 517 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 519 /R [ADI],slight anthocyanin,BEKAD1,,
GEBP 52 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 520 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 521 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 522 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 526 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 529 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 530 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 531 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 532 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 54 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 543 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 548 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 549 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 55 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 551 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 556 /R [ADI],slight anthocyanin,BEKAD1,,
GEBP 558 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 559 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 56 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 560 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 562 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 563 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 564 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 565 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 567 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 568 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 569 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 570 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 571 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 572 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 573 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 574 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 576 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 578 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 579 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 58 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 580 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 583 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 584 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 586 /F [ADI],moderate anthocyanin,BEKAD1,,
