Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
CRU 5B /7,elliptical,strong,acute,moderate,paired and intermediate separation,194.0,89.0,anthocyanin absent,-,-
CRU 5B /8,oblong,slight,indented,moderate,paired and intermediate separation,150.0,96.0,anthocyanin absent,-,-
CRU 5B /9,elliptical,moderate,acute,intense,paired and slight separation,190.0,85.0,anthocyanin absent,-,-
CRU 63,oblong,strong,attenuate,intense,paired and slight separation,209.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 64,oblong,strong,attenuate,moderate,paired and slight separation,188.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 69,elliptical,moderate,obtuse,moderate,paired and wide separation,159.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 6 /B-2,elliptical,strong,obtuse,moderate,paired and intermediate separation,178.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 7,obovate,slight,mammillate,slight,paired and wide separation,139.0,76.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 70,elliptical,moderate,mammillate,moderate,paired and intermediate separation,142.0,68.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 72,elliptical,slight,obtuse,moderate,paired and intermediate separation,185.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 73,elliptical,moderate,obtuse,moderate,paired and wide separation,178.0,91.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 74,obovate,moderate,mammillate,slight,paired and wide separation,159.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 77,elliptical,strong,obtuse,moderate,paired and wide separation,206.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 78,elliptical,moderate,indented,moderate,paired and intermediate separation,166.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 80,elliptical,slight,acute,intense,paired and intermediate separation,158.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 81,oblong,moderate,indented,intense,paired and intermediate separation,159.0,78.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 83,elliptical,strong,acute,intense,paired and intermediate separation,172.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 86,obovate,slight,indented,slight,paired and intermediate separation,187.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 87,oblong,moderate,mammillate,moderate,paired and intermediate separation,202.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 89,elliptical,moderate,obtuse,moderate,paired and intermediate separation,146.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 90,elliptical,strong,acute,intense,paired and intermediate separation,183.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 91,elliptical,moderate,obtuse,moderate,paired and intermediate separation,164.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 95,elliptical,strong,acute,intense,paired and wide separation,192.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 96,oblong,slight,indented,slight,paired and intermediate separation,136.0,78.0,anthocyanin absent,-,-
CRU 97,elliptical,slight,indented,slight,paired and wide separation,149.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU 98,obovate,slight,indented,slight,paired and intermediate separation,150.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CRU 99,elliptical,slight,indented,slight,paired and slight separation,131.0,67.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CRU C11 /2,oblong,absent,rounded,moderate,equidistant and intermediate separation,130.0,88.0,anthocyanin absent,-,-
CRU C11 /3,elliptical,moderate,obtuse,slight,paired and intermediate separation,135.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CRU C12 /1,elliptical,moderate,indented,moderate,paired and slight separation,176.0,83.0,anthocyanin absent,-,-
CRU C12 /2,elliptical,strong,acute,moderate,paired and intermediate separation,150.0,76.0,anthocyanin absent,-,-
CRU C12 /3,elliptical,moderate,acute,moderate,paired and intermediate separation,177.0,82.0,anthocyanin absent,-,-
CRU C12 /4,elliptical,strong,acute,slight,paired and intermediate separation,162.0,78.0,anthocyanin absent,-,-
CRU C12 /6,elliptical,moderate,acute,slight,paired and wide separation,164.0,98.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CRU C12 /7,elliptical,moderate,acute,slight,paired and wide separation,153.0,91.0,slight anthocyanin,-,-
CRU C3 /4,oblong,slight,attenuate,intense,paired and wide separation,170.6,79.3,anthocyanin absent,-,-
CRU C3 /5,oblong,slight,attenuate,intense,paired and wide separation,192.0,87.0,anthocyanin absent,-,-
CRU C4 /12,elliptical,slight,obtuse,moderate,paired and wide separation,148.0,83.0,anthocyanin absent,-,-
CRU C4 /13,orbicular,moderate,obtuse,slight,paired and wide separation,153.0,100.0,moderate anthocyanin,-,-
CRU C4 /3,elliptical,strong,obtuse,slight,paired and wide separation,155.0,78.0,anthocyanin absent,-,-
CRU C4 /4,elliptical,slight,acute,moderate,paired and intermediate separation,131.0,72.0,anthocyanin absent,-,-
CRU C4 /5,elliptical,strong,indented,slight,paired and wide separation,154.0,75.0,anthocyanin absent,-,-
CRU C4 /6,elliptical,slight,acute,slight,paired and wide separation,140.0,81.0,anthocyanin absent,-,-
CRU C4 /7,elliptical,strong,attenuate,moderate,paired and slight separation,158.0,70.0,anthocyanin absent,-,-
CRU C4 /8,elliptical,strong,acute,smooth,paired and intermediate separation,129.0,74.0,anthocyanin absent,-,-
CRU C5 /2,elliptical,slight,obtuse,slight,paired and intermediate separation,155.0,84.0,anthocyanin absent,-,-
CRU C5 /4,elliptical,strong,obtuse,moderate,paired and wide separation,141.0,73.0,anthocyanin absent,-,-
CRU C5 /5,elliptical,moderate,acute,moderate,paired and intermediate separation,203.0,79.0,anthocyanin absent,-,-
CRU C5 /7,elliptical,moderate,indented,slight,paired and wide separation,154.0,75.0,anthocyanin absent,-,-
CRU C5 /8,elliptical,slight,acute,slight,paired and intermediate separation,130.0,85.0,slight anthocyanin,-,-
CRU C6 /14,oblong,absent,indented,smooth,paired and intermediate separation,173.0,92.0,anthocyanin absent,-,-
CRU C6 /19,oblong,slight,attenuate,moderate,paired and intermediate separation,194.0,77.0,anthocyanin absent,-,-
CRU C6 /22,elliptical,absent,acute,intense,paired and wide separation,178.0,83.0,anthocyanin absent,-,-
CRU C6 /5,oblong,strong,attenuate,intense,paired and intermediate separation,174.9,73.7,anthocyanin absent,-,-
CRUZ 7 /11,oblong,strong,attenuate,moderate,paired and intermediate separation,153.0,69.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CRUZ 7 /14,oblong,strong,attenuate,intense,equidistant and slight separation,191.0,75.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CRUZ 7 /8,elliptical,strong,attenuate,intense,paired and wide separation,147.0,67.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DE 33 /B,oblong,strong,attenuate,slight,paired and wide separation,193.0,85.0,slight anthocyanin,-,-
DE 36 /A,oblong,wideshoulder,attenuate,intense,paired and slight separation,200.0,79.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
DE 52 /B,elliptical,moderate,acute,slight,paired and intermediate separation,149.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DE 53 /B,elliptical,slight,obtuse,moderate,paired and intermediate separation,125.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DE 64 /A,elliptical,moderate,acute,moderate,paired and intermediate separation,180.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DE 64 /B,elliptical,slight,acute,slight,paired and intermediate separation,157.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DE 65 /A,elliptical,strong,mammillate,moderate,paired and intermediate separation,153.0,79.0,anthocyanin absent,-,-
DE 73 /A,obovate,slight,indented,slight,paired and wide separation,127.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 1,elliptical,slight,mammillate,slight,paired and intermediate separation,162.0,89.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
DOM 10,orbicular,slight,rounded,moderate,paired and intermediate separation,138.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 11,elliptical,moderate,acute,slight,paired and intermediate separation,155.0,83.0,anthocyanin absent,-,-
DOM 13,elliptical,slight,acute,slight,paired and intermediate separation,146.0,91.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 14,obovate,slight,acute,slight,paired and intermediate separation,159.0,93.0,slight anthocyanin,soft,Hardness <= 1.6 Mpa
DOM 15,obovate,slight,indented,slight,paired and intermediate separation,132.0,90.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 16,elliptical,moderate,indented,slight,paired and intermediate separation,154.0,99.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
DOM 18,orbicular,moderate,obtuse,slight,paired and wide separation,124.0,81.0,anthocyanin absent,-,-
DOM 2,elliptical,slight,rounded,slight,paired and wide separation,125.0,75.0,slight anthocyanin,-,-
DOM 20,elliptical,moderate,obtuse,slight,paired and intermediate separation,140.0,87.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 23,obovate,moderate,mammillate,moderate,paired and intermediate separation,144.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 24,elliptical,moderate,acute,slight,paired and wide separation,138.0,78.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
DOM 25,obovate,moderate,mammillate,moderate,paired and intermediate separation,129.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 27,obovate,moderate,indented,moderate,paired and intermediate separation,135.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 3,elliptical,strong,acute,slight,paired and intermediate separation,167.0,83.0,anthocyanin absent,-,-
DOM 30,obovate,moderate,acute,slight,paired and intermediate separation,144.0,83.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
DOM 31,elliptical,strong,indented,slight,paired and intermediate separation,140.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 33,elliptical,moderate,obtuse,slight,paired and intermediate separation,133.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 35,elliptical,moderate,obtuse,slight,paired and wide separation,128.0,82.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 4,elliptical,strong,indented,slight,paired and intermediate separation,133.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 7,elliptical,moderate,mammillate,moderate,paired and intermediate separation,157.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOM 8,obovate,slight,mammillate,slight,paired and intermediate separation,143.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOM 9,elliptical,moderate,acute,slight,paired and intermediate separation,155.0,86.0,anthocyanin absent,-,-
DOPOL 2 /1-4,elliptical,slight,indented,moderate,paired and intermediate separation,151.0,81.0,slight anthocyanin,soft,Hardness <= 1.6 Mpa
DOPOL 2 /1-5,elliptical,moderate,obtuse,moderate,paired and intermediate separation,163.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOPOL 3 /2-5,orbicular,absent,rounded,slight,paired and intermediate separation,119.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOPOL 3 /2-6,obovate,slight,acute,slight,paired and wide separation,130.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOPOL 4 /4-7,orbicular,absent,rounded,slight,paired and wide separation,138.0,92.0,slight anthocyanin,-,-
DOPOL 6 /15-10,elliptical,moderate,attenuate,moderate,paired and intermediate separation,183.0,74.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
DOPOL 6 /15-5,elliptical,slight,indented,slight,paired and wide separation,163.0,91.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOPOL 6 /15-9,elliptical,slight,acute,moderate,paired and intermediate separation,163.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOPOL 7 /2-3,obovate,moderate,obtuse,intense,paired and intermediate separation,165.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOS HERMANOS,oblong,strong,attenuate,intense,paired and intermediate separation,187.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
DOS HERMANOS 1,obovate,slight,obtuse,slight,paired and wide separation,150.0,89.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
DOS HERMANOS 2,oblong,moderate,acute,moderate,paired and intermediate separation,195.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
DR 2,elliptical,moderate,indented,moderate,paired and intermediate separation,168.0,78.0,intense anthocyanin,hard,Hardness > 2.0 Mpa
E 34 [ECU],elliptical,slight,mammillate,slight,paired and intermediate separation,140.0,79.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
E 41 [ECU],elliptical,moderate,indented,moderate,paired and wide separation,159.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
E 575 [ICT],elliptical,slight,attenuate,moderate,paired and intermediate separation,153.0,67.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
EBC 148 /S-301,elliptical,strong,obtuse,intense,paired and intermediate separation,177.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ECNR,elliptical,moderate,acute,slight,paired and intermediate separation,166.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EEG 8,obovate,moderate,acute,slight,paired and wide separation,132.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 162 [ECU],obovate,moderate,obtuse,slight,paired and intermediate separation,155.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 19 [ECU],obovate,moderate,obtuse,intense,paired and intermediate separation,169.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 272 [ECU],elliptical,slight,obtuse,slight,paired and intermediate separation,148.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 28 [ECU],elliptical,strong,obtuse,slight,paired and intermediate separation,159.0,83.0,anthocyanin absent,-,-
EET 338 [ECU],elliptical,strong,acute,moderate,paired and intermediate separation,167.0,73.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
EET 338 /9577 [ECU],elliptical,wideshoulder,acute,slight,paired and intermediate separation,164.0,74.0,moderate anthocyanin,-,-
EET 397 [ECU],elliptical,moderate,acute,intense,paired and intermediate separation,196.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 399 [ECU],oblong,strong,attenuate,slight,paired and intermediate separation,164.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 400 [ECU],elliptical,moderate,obtuse,moderate,paired and intermediate separation,168.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 48 [ECU],obovate,strong,mammillate,slight,paired and wide separation,137.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 58 [ECU],obovate,moderate,obtuse,slight,paired and intermediate separation,166.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 59 [ECU],elliptical,moderate,obtuse,slight,paired and intermediate separation,179.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EET 95 [ECU],elliptical,moderate,obtuse,moderate,paired and wide separation,176.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ELP 1 A,oblong,slight,attenuate,intense,paired and slight separation,190.0,79.0,anthocyanin absent,-,-
ELP 1 /S4,obovate,slight,mammillate,moderate,paired and wide separation,169.0,84.0,anthocyanin absent,-,-
ELP 10 /S6,elliptical,strong,rounded,slight,paired and intermediate separation,135.0,82.0,anthocyanin absent,-,-
ELP 10 /T,elliptical,strong,rounded,slight,paired and intermediate separation,135.0,80.0,anthocyanin absent,-,-
ELP 11 /S1,elliptical,strong,mammillate,slight,paired and intermediate separation,132.0,79.0,anthocyanin absent,-,-
ELP 11 /S3,elliptical,strong,mammillate,slight,paired and slight separation,128.0,75.0,anthocyanin absent,-,-
ELP 13 /8,elliptical,moderate,obtuse,intense,paired and intermediate separation,158.0,78.0,anthocyanin absent,-,-
ELP 16 /S7,elliptical,strong,mammillate,moderate,paired and intermediate separation,149.0,81.0,anthocyanin absent,-,-
ELP 18 /S12,elliptical,strong,mammillate,moderate,paired and intermediate separation,151.0,84.0,anthocyanin absent,-,-
ELP 2 /S4,elliptical,moderate,acute,intense,paired and slight separation,171.0,76.0,anthocyanin absent,-,-
ELP 20 A,elliptical,strong,rounded,slight,paired and intermediate separation,133.0,81.0,anthocyanin absent,-,-
ELP 20 /S3,elliptical,strong,rounded,slight,paired and intermediate separation,126.0,78.0,anthocyanin absent,-,-
ELP 22 /S10,elliptical,strong,obtuse,moderate,paired and intermediate separation,144.0,78.0,anthocyanin absent,-,-
ELP 28 /S4,orbicular,slight,rounded,slight,paired and wide separation,98.0,71.0,anthocyanin absent,-,-
ELP 28 /S6,orbicular,slight,rounded,slight,paired and wide separation,108.0,75.0,anthocyanin absent,-,-
ELP 30 /S5,elliptical,moderate,rounded,moderate,paired and intermediate separation,121.0,75.0,anthocyanin absent,-,-
ELP 32 /S3,elliptical,strong,rounded,slight,paired and intermediate separation,111.0,70.0,anthocyanin absent,-,-
ELP 32 /S4,elliptical,moderate,rounded,slight,paired and intermediate separation,112.0,70.0,anthocyanin absent,-,-
ELP 34 /S13,elliptical,moderate,obtuse,slight,paired and intermediate separation,130.0,73.0,anthocyanin absent,-,-
ELP 34 /S7,elliptical,strong,obtuse,slight,paired and intermediate separation,131.0,75.0,anthocyanin absent,-,-
ELP 35 B,elliptical,slight,obtuse,slight,paired and wide separation,120.0,76.0,anthocyanin absent,-,-
ELP 35 /S4,elliptical,moderate,indented,moderate,paired and intermediate separation,140.0,83.0,anthocyanin absent,-,-
ELP 40 B,elliptical,moderate,mammillate,moderate,paired and intermediate separation,119.0,73.0,anthocyanin absent,-,-
ELP 40 /S9,elliptical,moderate,mammillate,moderate,paired and intermediate separation,136.0,81.0,anthocyanin absent,-,-
ELP 41 /S5,elliptical,strong,rounded,slight,paired and wide separation,130.0,79.0,anthocyanin absent,-,-
ELP 7 /S2,orbicular,strong,obtuse,moderate,paired and intermediate separation,122.0,78.0,anthocyanin absent,-,-
ELP 7 /S7,elliptical,strong,mammillate,moderate,paired and slight separation,133.0,76.0,anthocyanin absent,-,-
ELP 8 A,elliptical,strong,obtuse,moderate,paired and intermediate separation,138.0,74.0,anthocyanin absent,-,-
ELP 8 /S3,elliptical,strong,mammillate,moderate,paired and intermediate separation,155.0,81.0,anthocyanin absent,-,-
ELP 9 /S2,elliptical,strong,mammillate,moderate,paired and intermediate separation,149.0,86.0,anthocyanin absent,-,-
ELP 9 /S4,elliptical,strong,mammillate,moderate,paired and intermediate separation,147.0,83.0,slight anthocyanin,-,-
EQX /J [CHA],elliptical,strong,attenuate,intense,paired and slight separation,200.0,89.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
EQX /Z [CHA],oblong,strong,obtuse,moderate,paired and wide separation,163.5,94.9,anthocyanin absent,-,-
EQX 3164 [CHA],elliptical,slight,mammillate,moderate,paired and intermediate separation,165.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
EQX 69 [EQX],elliptical,moderate,acute,slight,paired and intermediate separation,155.0,77.0,slight anthocyanin,-,-
FSC 13,obovate,moderate,acute,moderate,paired and wide separation,176.0,97.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
G 8 [GET],elliptical,slight,attenuate,intense,paired and intermediate separation,147.0,74.0,moderate anthocyanin,-,-
GA 11 [HAI],elliptical,moderate,acute,moderate,paired and wide separation,199.0,91.0,anthocyanin absent,-,-
GC T 998 /2,obovate,strong,acute,moderate,paired and intermediate separation,176.0,88.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GC T 998 /59,oblong,strong,indented,slight,paired and wide separation,151.0,83.0,anthocyanin absent,-,-
GC T 998 /60,elliptical,strong,acute,intense,paired and wide separation,162.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GC T 998 /66,obovate,moderate,obtuse,slight,paired and intermediate separation,119.0,70.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
GC T 998 /76,elliptical,slight,indented,slight,paired and intermediate separation,125.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GC T 998 /96,elliptical,strong,acute,moderate,paired and wide separation,153.0,75.0,anthocyanin absent,-,-
GC T 999 /59,elliptical,strong,acute,moderate,paired and slight separation,157.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GDL 1,elliptical,moderate,obtuse,slight,paired and wide separation,182.0,98.0,slight anthocyanin,-,-
GDL 11,elliptical,moderate,indented,slight,paired and intermediate separation,163.0,99.0,slight anthocyanin,-,-
GDL 2,elliptical,strong,obtuse,moderate,paired and wide separation,145.0,83.0,anthocyanin absent,-,-
GDL 3,elliptical,moderate,obtuse,slight,paired and wide separation,132.0,83.0,anthocyanin absent,-,-
GDL 7,orbicular,moderate,indented,slight,paired and wide separation,131.0,87.0,anthocyanin absent,-,-
GNV 22,oblong,strong,indented,slight,paired and intermediate separation,199.0,81.0,anthocyanin absent,-,-
GS 1,elliptical,moderate,indented,slight,paired and wide separation,147.0,90.0,moderate anthocyanin,-,-
GS 10,elliptical,wideshoulder,mammillate,moderate,paired and wide separation,179.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 12,elliptical,strong,acute,slight,paired and slight separation,174.0,89.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 13,obovate,moderate,indented,moderate,paired and slight separation,145.0,96.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 15,obovate,moderate,obtuse,moderate,equidistant and intermediate separation,146.0,81.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 16,elliptical,strong,obtuse,slight,paired and wide separation,149.0,81.0,slight anthocyanin,-,-
GS 26,elliptical,slight,obtuse,slight,paired and intermediate separation,162.0,79.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
GS 29,elliptical,slight,acute,moderate,paired and intermediate separation,193.0,88.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 32,obovate,slight,obtuse,slight,paired and intermediate separation,127.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GS 36,obovate,slight,acute,moderate,equidistant and intermediate separation,168.0,83.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 37,obovate,slight,mammillate,moderate,paired and intermediate separation,160.0,89.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 39,obovate,strong,acute,moderate,paired and intermediate separation,165.0,86.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 4,obovate,moderate,acute,moderate,paired and slight separation,158.0,99.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 45,elliptical,moderate,obtuse,slight,paired and intermediate separation,157.0,85.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 48,orbicular,slight,obtuse,slight,equidistant and intermediate separation,130.0,88.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 50,obovate,moderate,mammillate,slight,paired and intermediate separation,128.0,82.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
GS 53,elliptical,slight,acute,slight,paired and slight separation,158.0,88.0,slight anthocyanin,-,-
GS 55,elliptical,strong,obtuse,slight,paired and wide separation,140.0,80.0,anthocyanin absent,-,-
GS 58,elliptical,strong,obtuse,moderate,paired and wide separation,173.0,85.0,slight anthocyanin,-,-
GS 59,elliptical,strong,obtuse,moderate,paired and wide separation,168.0,88.0,slight anthocyanin,-,-
GS 6,elliptical,moderate,acute,slight,paired and intermediate separation,172.0,89.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 60,elliptical,slight,indented,moderate,paired and intermediate separation,158.0,84.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
GS 61,obovate,moderate,indented,moderate,paired and intermediate separation,160.0,89.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
GS 62,oblong,slight,obtuse,slight,paired and intermediate separation,145.0,82.0,intense anthocyanin,-,-
GS 66,elliptical,moderate,indented,slight,paired and wide separation,179.0,103.0,anthocyanin absent,-,-
GS 67,obovate,moderate,obtuse,moderate,equidistant and wide separation,151.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GS 70,obovate,moderate,obtuse,moderate,paired and intermediate separation,157.0,86.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
GS 74,elliptical,slight,acute,intense,paired and intermediate separation,178.0,91.0,moderate anthocyanin,-,-
GS 76,elliptical,slight,mammillate,slight,equidistant and intermediate separation,172.0,78.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 77,elliptical,moderate,acute,moderate,equidistant and intermediate separation,150.0,73.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
GS 78,elliptical,strong,obtuse,intense,paired and slight separation,175.0,88.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
GS 79,elliptical,strong,obtuse,slight,paired and intermediate separation,198.0,101.0,anthocyanin absent,-,-
GU 114 /P,obovate,moderate,mammillate,slight,paired and intermediate separation,141.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 133 /C,elliptical,strong,obtuse,slight,paired and intermediate separation,142.0,76.0,anthocyanin absent,-,-
GU 144 /C,obovate,strong,obtuse,moderate,paired and intermediate separation,150.0,76.0,anthocyanin absent,-,-
GU 151 /F,elliptical,moderate,obtuse,moderate,paired and intermediate separation,153.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 154 /C,obovate,strong,rounded,slight,paired and intermediate separation,142.0,73.0,anthocyanin absent,-,-
GU 168 /H,elliptical,strong,mammillate,slight,paired and intermediate separation,135.0,73.0,anthocyanin absent,-,-
GU 169,elliptical,slight,rounded,slight,paired and intermediate separation,137.0,83.0,anthocyanin absent,-,-
GU 175 /P,elliptical,strong,acute,slight,paired and intermediate separation,142.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 192,elliptical,strong,acute,slight,paired and intermediate separation,155.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GU 195 /P,orbicular,slight,indented,slight,paired and intermediate separation,128.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 202 /A,oblong,strong,attenuate,moderate,paired and slight separation,180.0,80.0,anthocyanin absent,-,-
GU 207 /H,elliptical,moderate,obtuse,slight,paired and intermediate separation,126.0,72.0,anthocyanin absent,-,-
GU 215 /A,elliptical,moderate,obtuse,slight,paired and intermediate separation,142.0,83.0,anthocyanin absent,-,-
GU 219 /F,elliptical,moderate,mammillate,moderate,paired and intermediate separation,133.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 222,obovate,strong,mammillate,intense,paired and intermediate separation,146.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 241 /P,elliptical,slight,obtuse,moderate,paired and wide separation,130.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 243 /H,obovate,slight,rounded,intense,paired and intermediate separation,135.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
