Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
B 97Ex 1 /(a)-1 [BLZ],elliptical,strong,acute,moderate,paired and intermediate separation,175.0,85.0,anthocyanin absent,-,-
B 97 Ex 4 /B-5 [BLZ],elliptical,slight,attenuate,intense,paired and intermediate separation,183.0,85.0,anthocyanin absent,-,-
BH,oblong,moderate,attenuate,slight,paired and wide separation,162.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
BOB 8 [CHA],elliptical,strong,indented,intense,paired and intermediate separation,154.0,87.0,anthocyanin absent,-,-
C 15 /61 [TRI],elliptical,slight,obtuse,slight,paired and wide separation,130.0,73.0,anthocyanin absent,-,-
C 40 [TRI],elliptical,strong,indented,slight,paired and wide separation,161.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
C 96 [TRI],elliptical,moderate,mammillate,slight,paired and intermediate separation,132.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
C 97 [TRI],elliptical,moderate,obtuse,slight,paired and wide separation,159.0,88.0,slight anthocyanin,-,-
C 99 [TRI],elliptical,moderate,obtuse,slight,paired and wide separation,167.0,93.0,slight anthocyanin,-,-
CAS 1,elliptical,strong,obtuse,slight,paired and intermediate separation,136.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CATONGO,orbicular,slight,obtuse,slight,paired and intermediate separation,117.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CBO 177 [VEN],orbicular,slight,obtuse,smooth,equidistant and intermediate separation,127.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CC 10,elliptical,slight,acute,slight,paired and intermediate separation,181.0,92.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CC 17,oblong,strong,attenuate,moderate,paired and intermediate separation,183.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CC 38,elliptical,moderate,obtuse,slight,paired and intermediate separation,138.0,79.0,anthocyanin absent,-,-
CC 39,elliptical,strong,indented,slight,paired and intermediate separation,161.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CC 40,elliptical,moderate,rounded,slight,paired and intermediate separation,133.0,78.0,anthocyanin absent,-,-
CC 41,elliptical,strong,obtuse,slight,paired and intermediate separation,140.0,79.0,anthocyanin absent,-,-
CC 49,elliptical,strong,obtuse,moderate,paired and intermediate separation,148.0,79.0,anthocyanin absent,-,-
CC 57,elliptical,absent,acute,slight,paired and intermediate separation,164.0,83.0,moderate anthocyanin,-,-
CC 71,oblong,strong,acute,intense,paired and slight separation,169.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CC 9,elliptical,strong,obtuse,moderate,paired and intermediate separation,170.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CERRO AZUL 10,orbicular,strong,rounded,slight,paired and wide separation,126.0,84.0,anthocyanin absent,-,-
CL 10 /10,elliptical,slight,indented,moderate,paired and intermediate separation,127.0,72.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 10 /11,elliptical,moderate,indented,moderate,paired and intermediate separation,150.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 10 /12,elliptical,slight,obtuse,moderate,paired and intermediate separation,132.0,79.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /14,elliptical,slight,indented,moderate,paired and intermediate separation,149.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 10 /15,obovate,moderate,mammillate,moderate,paired and wide separation,142.0,86.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CL 10 /21,oblong,strong,attenuate,moderate,paired and wide separation,166.0,76.0,anthocyanin absent,-,-
CL 10 /23,elliptical,wideshoulder,obtuse,slight,paired and intermediate separation,169.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /25,elliptical,moderate,obtuse,slight,paired and intermediate separation,122.0,70.0,anthocyanin absent,-,-
CL 10 /26,elliptical,slight,acute,moderate,paired and wide separation,171.0,84.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /27,elliptical,slight,acute,slight,paired and intermediate separation,153.0,82.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CL 10 /29,obovate,moderate,indented,intense,paired and intermediate separation,150.0,88.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /3,elliptical,moderate,obtuse,intense,paired and intermediate separation,181.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 10 /32,obovate,strong,mammillate,moderate,paired and wide separation,138.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /33,elliptical,moderate,mammillate,slight,paired and intermediate separation,138.0,81.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 10 /4,elliptical,strong,obtuse,moderate,paired and slight separation,179.0,92.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 10 /5,elliptical,moderate,acute,moderate,paired and intermediate separation,184.0,88.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CL 10 /6,oblong,moderate,obtuse,slight,paired and wide separation,138.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 10 /7,elliptical,strong,acute,moderate,paired and intermediate separation,155.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /12,elliptical,moderate,acute,slight,paired and slight separation,152.0,92.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /13,elliptical,strong,indented,slight,paired and slight separation,174.0,96.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /17,elliptical,slight,indented,moderate,paired and intermediate separation,177.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /19-4,elliptical,strong,obtuse,intense,paired and slight separation,165.0,92.6,anthocyanin absent,-,-
CL 13 /2,oblong,slight,attenuate,intense,paired and intermediate separation,162.3,73.9,anthocyanin absent,-,-
CL 13 /21,elliptical,strong,acute,moderate,paired and intermediate separation,142.0,76.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /27,elliptical,moderate,acute,slight,paired and intermediate separation,110.0,65.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /35,elliptical,strong,obtuse,moderate,paired and slight separation,174.0,96.0,anthocyanin absent,-,-
CL 13 /36,elliptical,strong,obtuse,moderate,paired and intermediate separation,172.0,98.0,slight anthocyanin,-,-
CL 13 /4,elliptical,slight,acute,moderate,paired and intermediate separation,180.0,79.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CL 13 /41,elliptical,strong,mammillate,slight,paired and intermediate separation,149.0,91.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 13 /43,elliptical,slight,obtuse,moderate,paired and intermediate separation,166.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 13 /65,elliptical,strong,obtuse,slight,paired and wide separation,179.0,89.0,anthocyanin absent,-,-
CL 15 /195,elliptical,strong,attenuate,slight,paired and slight separation,136.0,76.0,anthocyanin absent,-,-
CL 15 /197,elliptical,moderate,indented,intense,paired and intermediate separation,175.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 19 /10,obovate,slight,indented,slight,paired and intermediate separation,163.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 19 /11,elliptical,strong,obtuse,slight,paired and intermediate separation,162.0,85.0,anthocyanin absent,-,-
CL 19 /12,oblong,slight,attenuate,moderate,paired and intermediate separation,148.2,80.7,moderate anthocyanin,-,-
CL 19 /17,elliptical,slight,obtuse,slight,paired and intermediate separation,146.0,80.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CL 19 /2,elliptical,strong,acute,moderate,paired and intermediate separation,158.0,85.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 19 /21,obovate,moderate,indented,intense,paired and intermediate separation,161.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 19 /22,obovate,slight,acute,slight,paired and wide separation,148.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 19 /27,elliptical,moderate,indented,slight,paired and intermediate separation,148.0,97.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
CL 19 /31,oblong,wideshoulder,acute,moderate,paired and slight separation,175.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 19 /33,elliptical,moderate,acute,slight,paired and intermediate separation,164.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 19 /34,elliptical,strong,attenuate,slight,paired and wide separation,142.0,76.0,anthocyanin absent,-,-
CL 19 /35,oblong,strong,attenuate,moderate,paired and slight separation,210.0,81.0,anthocyanin absent,-,-
CL 19 /37,oblong,strong,attenuate,intense,paired and slight separation,186.0,70.0,anthocyanin absent,-,-
CL 19 /39,elliptical,strong,acute,moderate,paired and intermediate separation,154.0,68.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 19 /41,elliptical,absent,mammillate,moderate,paired and intermediate separation,158.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 19 /42,elliptical,strong,obtuse,moderate,paired and intermediate separation,149.0,84.0,anthocyanin absent,-,-
CL 19 /44,elliptical,strong,indented,intense,paired and slight separation,186.0,88.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 19 /47,elliptical,strong,attenuate,moderate,paired and slight separation,195.0,76.0,anthocyanin absent,-,-
CL 19 /49,oblong,strong,attenuate,moderate,paired and wide separation,196.0,71.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 19 /51,elliptical,slight,indented,slight,paired and intermediate separation,136.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 19 /9,elliptical,strong,indented,moderate,paired and slight separation,168.0,84.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /105,elliptical,wideshoulder,obtuse,moderate,paired and wide separation,140.0,73.0,anthocyanin absent,-,-
CL 27 /109,obovate,moderate,indented,moderate,paired and wide separation,140.0,78.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 27 /111,elliptical,slight,indented,slight,paired and intermediate separation,142.0,92.0,moderate anthocyanin,soft,Hardness <= 1.6 Mpa
CL 27 /116,elliptical,moderate,indented,moderate,paired and intermediate separation,149.0,85.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /14,elliptical,moderate,acute,intense,paired and intermediate separation,158.0,71.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CL 27 /21,elliptical,slight,acute,slight,paired and wide separation,149.0,78.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /27,elliptical,strong,indented,slight,paired and intermediate separation,142.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /34,elliptical,strong,indented,intense,paired and slight separation,143.0,74.0,anthocyanin absent,-,-
CL 27 /39,elliptical,strong,indented,intense,paired and intermediate separation,162.0,84.0,anthocyanin absent,-,-
CL 27 /43,obovate,moderate,rounded,slight,paired and wide separation,146.0,86.0,anthocyanin absent,-,-
CL 27 /46,elliptical,strong,indented,moderate,paired and slight separation,162.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /49,oblong,strong,attenuate,slight,paired and intermediate separation,173.0,75.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /50,elliptical,strong,obtuse,moderate,paired and wide separation,189.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /53,oblong,strong,acute,moderate,paired and intermediate separation,191.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 27 /58,elliptical,moderate,mammillate,slight,paired and intermediate separation,138.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 27 /61,elliptical,wideshoulder,obtuse,moderate,paired and slight separation,190.0,90.0,slight anthocyanin,-,-
CL 27 /7,elliptical,moderate,indented,slight,paired and intermediate separation,166.0,97.0,anthocyanin absent,-,-
CL 27 /71,elliptical,strong,acute,moderate,paired and slight separation,159.0,77.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CL 27 /72,elliptical,strong,obtuse,slight,paired and wide separation,189.0,86.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /74,elliptical,strong,mammillate,moderate,paired and wide separation,128.0,73.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /76,obovate,moderate,indented,moderate,paired and slight separation,142.0,80.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /79,obovate,moderate,indented,slight,paired and slight separation,166.0,93.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 27 /96,elliptical,moderate,indented,moderate,paired and slight separation,137.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 78 /2,elliptical,moderate,indented,intense,paired and intermediate separation,155.0,86.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 78 /3,elliptical,moderate,acute,slight,paired and wide separation,182.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 78 /7,obovate,slight,indented,slight,paired and intermediate separation,140.0,91.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /11,elliptical,strong,acute,moderate,paired and slight separation,165.0,86.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /12,elliptical,wideshoulder,attenuate,slight,paired and slight separation,189.0,86.0,anthocyanin absent,-,-
CL 9 /13,elliptical,moderate,obtuse,slight,paired and intermediate separation,171.0,80.0,anthocyanin absent,-,-
CL 9 /16,oblong,strong,attenuate,moderate,paired and intermediate separation,154.0,71.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /19,elliptical,slight,obtuse,slight,paired and wide separation,135.0,79.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /4,oblong,strong,attenuate,moderate,paired and wide separation,160.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 9 /51,oblong,strong,acute,moderate,paired and slight separation,162.0,71.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /56,elliptical,strong,indented,slight,paired and intermediate separation,164.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 9 /6,elliptical,slight,indented,intense,paired and intermediate separation,146.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 9 /7,elliptical,moderate,indented,moderate,paired and intermediate separation,144.0,79.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CL 91 /5,elliptical,moderate,indented,slight,paired and intermediate separation,168.0,94.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CL 91 /6,elliptical,slight,acute,slight,paired and intermediate separation,179.0,85.0,moderate anthocyanin,-,-
CL 91 /7,elliptical,slight,acute,slight,paired and wide separation,141.0,74.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CLEM /S-62-1,obovate,slight,obtuse,moderate,paired and wide separation,177.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CLM 100,elliptical,moderate,mammillate,slight,paired and wide separation,152.0,83.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CLM 101,elliptical,moderate,acute,slight,paired and intermediate separation,173.0,95.0,anthocyanin absent,-,-
CLM 107,oblong,moderate,obtuse,slight,paired and wide separation,165.0,87.0,moderate anthocyanin,-,-
CLM 11,elliptical,strong,obtuse,moderate,paired and slight separation,151.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 111,elliptical,strong,indented,intense,paired and intermediate separation,149.0,82.0,anthocyanin absent,-,-
CLM 114,obovate,moderate,indented,slight,paired and intermediate separation,165.0,93.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CLM 116,elliptical,strong,obtuse,slight,paired and intermediate separation,174.0,85.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 122,elliptical,slight,mammillate,slight,paired and wide separation,149.0,80.0,anthocyanin absent,-,-
CLM 19,elliptical,wideshoulder,obtuse,moderate,paired and slight separation,175.0,78.0,anthocyanin absent,-,-
CLM 3,elliptical,slight,obtuse,slight,paired and wide separation,127.0,76.0,anthocyanin absent,-,-
CLM 35,oblong,slight,obtuse,slight,paired and intermediate separation,169.0,91.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 41,obovate,strong,obtuse,intense,paired and slight separation,193.0,106.0,anthocyanin absent,-,-
CLM 43,elliptical,slight,obtuse,moderate,paired and intermediate separation,169.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CLM 49,oblong,strong,acute,intense,paired and intermediate separation,157.0,70.0,anthocyanin absent,-,-
CLM 56,elliptical,moderate,obtuse,slight,paired and intermediate separation,148.0,83.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 59,elliptical,moderate,acute,moderate,paired and intermediate separation,169.0,85.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 6,elliptical,strong,obtuse,intense,paired and slight separation,178.0,92.0,slight anthocyanin,-,-
CLM 60,obovate,moderate,acute,slight,paired and intermediate separation,161.0,86.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CLM 64,elliptical,slight,obtuse,moderate,paired and slight separation,168.0,86.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 70,obovate,strong,indented,moderate,paired and intermediate separation,168.0,93.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CLM 78,obovate,slight,indented,slight,paired and wide separation,136.0,88.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
CLM 83,elliptical,moderate,indented,slight,paired and intermediate separation,153.0,102.0,anthocyanin absent,-,-
CLM 86,orbicular,slight,indented,slight,paired and intermediate separation,130.0,87.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
CLM 88,elliptical,slight,mammillate,slight,paired and wide separation,139.0,88.0,anthocyanin absent,-,-
CLM 90,obovate,slight,obtuse,slight,paired and wide separation,158.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CLM 91,elliptical,moderate,acute,intense,paired and intermediate separation,149.0,69.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
CLM 96,obovate,slight,rounded,slight,paired and intermediate separation,127.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
CLM 97,obovate,moderate,indented,moderate,paired and slight separation,164.0,99.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
