Clone name,Colour
GEBP 592 /F [ADI],moderate anthocyanin
GEBP 594 /F [ADI],moderate anthocyanin
GEBP 597 /F [ADI],moderate anthocyanin
GEBP 599 /F [ADI],moderate anthocyanin
GEBP 60 /M [ADI],intense anthocyanin
GEBP 600 /F [ADI],moderate anthocyanin
GEBP 606 /F [ADI],intense anthocyanin
GEBP 608 /F [ADI],moderate anthocyanin
GEBP 61 /M [ADI],intense anthocyanin
GEBP 611 /F [ADI],intense anthocyanin
GEBP 613 /F [ADI],intense anthocyanin
GEBP 614 /F [ADI],moderate anthocyanin
GEBP 615 /F [ADI],intense anthocyanin
GEBP 616 /F [ADI],intense anthocyanin
GEBP 617 /F [ADI],intense anthocyanin
GEBP 619 /F [ADI],intense anthocyanin
GEBP 621 /R [ADI],slight anthocyanin
GEBP 622 /R [ADI],moderate anthocyanin
GEBP 624 /R [ADI],intense anthocyanin
GEBP 63 /F [ADI],intense anthocyanin
GEBP 634 /R [ADI],slight anthocyanin
GEBP 65 /T [ADI],intense anthocyanin
GEBP 659 /R [ADI],moderate anthocyanin
GEBP 662 /T [ADI],slight anthocyanin
GEBP 666 /T [ADI],intense anthocyanin
GEBP 668 /T [ADI],moderate anthocyanin
GEBP 669 /T [ADI],slight anthocyanin
GEBP 67 /T [ADI],moderate anthocyanin
GEBP 670 /T [ADI],moderate anthocyanin
GEBP 672 /T [ADI],intense anthocyanin
GEBP 675 /T [ADI],intense anthocyanin
GEBP 678 /T [ADI],moderate anthocyanin
GEBP 68 /M [ADI],intense anthocyanin
GEBP 680 /T [ADI],moderate anthocyanin
GEBP 681 /T [ADI],slight anthocyanin
GEBP 683 /T [ADI],moderate anthocyanin
GEBP 684 /T [ADI],moderate anthocyanin
GEBP 685 /T [ADI],moderate anthocyanin
GEBP 686 /T [ADI],intense anthocyanin
GEBP 687 /T [ADI],moderate anthocyanin
GEBP 688 /T [ADI],intense anthocyanin
GEBP 69 /M [ADI],moderate anthocyanin
GEBP 692 /T [ADI],intense anthocyanin
GEBP 697 /T [ADI],slight anthocyanin
GEBP 698 /T [ADI],moderate anthocyanin
GEBP 70 /M [ADI],moderate anthocyanin
GEBP 700 /T [ADI],intense anthocyanin
GEBP 702 /F [ADI],slight anthocyanin
GEBP 705 /T [ADI],moderate anthocyanin
GEBP 706 /T [ADI],slight anthocyanin
GEBP 708 /T [ADI],moderate anthocyanin
GEBP 709 /T [ADI],slight anthocyanin
GEBP 71 /M [ADI],intense anthocyanin
GEBP 711 /T [ADI],moderate anthocyanin
GEBP 712 /T [ADI],moderate anthocyanin
GEBP 72 /M [ADI],moderate anthocyanin
GEBP 727 /M [ADI],moderate anthocyanin
GEBP 73 /M [ADI],moderate anthocyanin
GEBP 75 /M [ADI],moderate anthocyanin
GEBP 76 /T [ADI],intense anthocyanin
GEBP 78 /M [ADI],intense anthocyanin
GEBP 79 /F [ADI],slight anthocyanin
GEBP 8 /T [ADI],intense anthocyanin
GEBP 80 /F [ADI],moderate anthocyanin
GEBP 801 /M [ADI],intense anthocyanin
GEBP 803 /M [ADI],moderate anthocyanin
GEBP 804 /M [ADI],moderate anthocyanin
GEBP 805 /M [ADI],moderate anthocyanin
GEBP 807 /F [ADI],moderate anthocyanin
GEBP 809 /F [ADI],moderate anthocyanin
GEBP 811 /F [ADI],moderate anthocyanin
GEBP 812 /F [ADI],moderate anthocyanin
GEBP 815 /F [ADI],slight anthocyanin
GEBP 821 /F [ADI],moderate anthocyanin
GEBP 822 /F [ADI],moderate anthocyanin
GEBP 824 /F [ADI],moderate anthocyanin
GEBP 827 /F [ADI],moderate anthocyanin
GEBP 829 /F [ADI],moderate anthocyanin
GEBP 83 /F [ADI],moderate anthocyanin
GEBP 830 /F [ADI],moderate anthocyanin
GEBP 834 /F [ADI],slight anthocyanin
GEBP 835 /F [ADI],intense anthocyanin
GEBP 839 /F [ADI],moderate anthocyanin
GEBP 84 /F [ADI],moderate anthocyanin
GEBP 841 /F [ADI],moderate anthocyanin
GEBP 842 /F [ADI],moderate anthocyanin
GEBP 844 /F [ADI],slight anthocyanin
GEBP 845 /F [ADI],moderate anthocyanin
GEBP 846 /F [ADI],moderate anthocyanin
GEBP 848 /F [ADI],moderate anthocyanin
GEBP 849 /F [ADI],moderate anthocyanin
GEBP 850 /F [ADI],slight anthocyanin
GEBP 851 /F [ADI],moderate anthocyanin
GEBP 852 /F [ADI],slight anthocyanin
GEBP 856 /F [ADI],moderate anthocyanin
GEBP 858 /F [ADI],moderate anthocyanin
GEBP 86 /M [ADI],intense anthocyanin
GEBP 863 /F [ADI],moderate anthocyanin
GEBP 864 /F [ADI],moderate anthocyanin
GEBP 865 /F [ADI],slight anthocyanin
GEBP 866 /F [ADI],intense anthocyanin
GEBP 869 /F [ADI],moderate anthocyanin
GEBP 87 /M [ADI],intense anthocyanin
GEBP 871 /F [ADI],moderate anthocyanin
GEBP 872 /F [ADI],moderate anthocyanin
GEBP 873 /F [ADI],moderate anthocyanin
GEBP 874 /F [ADI],moderate anthocyanin
GEBP 875 /F [ADI],moderate anthocyanin
GEBP 877 /F [ADI],moderate anthocyanin
GEBP 878 /F [ADI],moderate anthocyanin
GEBP 879 /F [ADI],intense anthocyanin
GEBP 88 /M [ADI],intense anthocyanin
GEBP 881 /F [ADI],slight anthocyanin
GEBP 882 /F [ADI],moderate anthocyanin
GEBP 885 /F [ADI],moderate anthocyanin
GEBP 886 /F [ADI],moderate anthocyanin
GEBP 888 /F [ADI],slight anthocyanin
GEBP 889 /F [ADI],moderate anthocyanin
GEBP 891 /F [ADI],moderate anthocyanin
GEBP 892 /F [ADI],slight anthocyanin
GEBP 893 /F [ADI],slight anthocyanin
GEBP 894 /F [ADI],intense anthocyanin
GEBP 895 /F [ADI],moderate anthocyanin
GEBP 896 /F [ADI],slight anthocyanin
GEBP 897 /F [ADI],moderate anthocyanin
GEBP 898 /F [ADI],intense anthocyanin
GEBP 899 /F [ADI],intense anthocyanin
GEBP 9 /T [ADI],intense anthocyanin
GEBP 90 /M [ADI],moderate anthocyanin
GEBP 900 /F [ADI],moderate anthocyanin
GEBP 901 /F [ADI],moderate anthocyanin
GEBP 902 /F [ADI],moderate anthocyanin
GEBP 903 /F [ADI],moderate anthocyanin
GEBP 904 /F [ADI],moderate anthocyanin
GEBP 906 /F [ADI],moderate anthocyanin
GEBP 91 /M [ADI],slight anthocyanin
GEBP 910 /F [ADI],moderate anthocyanin
GEBP 911 /F [ADI],intense anthocyanin
GEBP 912 /F [ADI],intense anthocyanin
GEBP 913 /F [ADI],intense anthocyanin
GEBP 914 /F [ADI],moderate anthocyanin
GEBP 915 /T [ADI],intense anthocyanin
GEBP 916 /T [ADI],intense anthocyanin
GEBP 920 /T [ADI],moderate anthocyanin
GEBP 925 /T [ADI],slight anthocyanin
GEBP 928 /T [ADI],moderate anthocyanin
GEBP 931 /T [ADI],moderate anthocyanin
GEBP 932 /T [ADI],moderate anthocyanin
GEBP 933 /T [ADI],intense anthocyanin
GEBP 934 /T [ADI],moderate anthocyanin
GEBP 938 /T [ADI],intense anthocyanin
GEBP 939 /T [ADI],intense anthocyanin
GEBP 94 /M [ADI],intense anthocyanin
GEBP 940 /T [ADI],intense anthocyanin
GEBP 941 /T [ADI],moderate anthocyanin
GEBP 943 /T [ADI],intense anthocyanin
GEBP 945 /T [ADI],moderate anthocyanin
GEBP 947 /T [ADI],intense anthocyanin
GEBP 95 /M [ADI],moderate anthocyanin
GEBP 951 /R [ADI],moderate anthocyanin
GEBP 952 /R [ADI],moderate anthocyanin
GEBP 954 /R [ADI],moderate anthocyanin
GEBP 956 /R [ADI],moderate anthocyanin
GEBP 957 /R [ADI],moderate anthocyanin
GEBP 96 /M [ADI],moderate anthocyanin
GEBP 960 /R [ADI],slight anthocyanin
GEBP 968 /R [ADI],moderate anthocyanin
GEBP 969 /R [ADI],moderate anthocyanin
GEBP 97 /M [ADI],moderate anthocyanin
GEBP 970 /R [ADI],moderate anthocyanin
GEBP 977 /R [ADI],moderate anthocyanin
GEBP 978 /R [ADI],intense anthocyanin
GEBP 98 /R [ADI],moderate anthocyanin
GEBP 984 /R [ADI],moderate anthocyanin
GEBP 989 /R [ADI],intense anthocyanin
GEBP 99 /R [ADI],moderate anthocyanin
GEBP 990 /F [ADI],intense anthocyanin
GEBP 991 /T [ADI],intense anthocyanin
GEBP 992 /T [ADI],moderate anthocyanin
GEBP 993 /T [ADI],moderate anthocyanin
GEBP 995 /T [ADI],moderate anthocyanin
GEBP 996 /T [ADI],intense anthocyanin
GEBP 997 /T [ADI],moderate anthocyanin
GEBP 998 /T [ADI],moderate anthocyanin
GF 32,moderate anthocyanin
GNU 202,moderate anthocyanin
GNV 22,anthocyanin absent
GS 1,anthocyanin absent
GS 10,anthocyanin absent
GS 12,moderate anthocyanin
GS 13,anthocyanin absent
GS 15,anthocyanin absent
GS 16,anthocyanin absent
GS 26,moderate anthocyanin
GS 29,moderate anthocyanin
GS 32,anthocyanin absent
GS 36,moderate anthocyanin
GS 37,intense anthocyanin
GS 39,intense anthocyanin
GS 4,moderate anthocyanin
GS 45,intense anthocyanin
GS 48,intense anthocyanin
GS 50,moderate anthocyanin
GS 53,moderate anthocyanin
GS 55,intense anthocyanin
GS 58,moderate anthocyanin
GS 59,intense anthocyanin
GS 6,moderate anthocyanin
GS 60,slight anthocyanin
GS 61,moderate anthocyanin
GS 62,intense anthocyanin
GS 66,moderate anthocyanin
GS 67,slight anthocyanin
GS 70,slight anthocyanin
GS 71,slight anthocyanin
GS 74,intense anthocyanin
GS 76,anthocyanin absent
GS 77,moderate anthocyanin
GS 78,slight anthocyanin
GS 79,anthocyanin absent
GU 114 /P,moderate anthocyanin
GU 123 /V,moderate anthocyanin
GU 125 /C,moderate anthocyanin
GU 133 /C,moderate anthocyanin
GU 136 /H,moderate anthocyanin
GU 144 /C,moderate anthocyanin
GU 151 /F,slight anthocyanin
GU 154 /C,moderate anthocyanin
GU 168 /H,intense anthocyanin
GU 169,anthocyanin absent
GU 171 /C,moderate anthocyanin
GU 175 /P,moderate anthocyanin
GU 183 /G,moderate anthocyanin
GU 192 /A,intense anthocyanin
GU 195 /P,moderate anthocyanin
GU 202 /A,slight anthocyanin
GU 207 /H,moderate anthocyanin
GU 219 /F,moderate anthocyanin
GU 222,intense anthocyanin
GU 239 /H,slight anthocyanin
GU 241 /P,slight anthocyanin
GU 243 /H,intense anthocyanin
GU 249 /H,moderate anthocyanin
GU 255 /P,slight anthocyanin
GU 255 /V,moderate anthocyanin
GU 259 /C,intense anthocyanin
GU 261 /P,slight anthocyanin
GU 263 /V,intense anthocyanin
GU 265 /P,moderate anthocyanin
GU 269 /V,slight anthocyanin
GU 271 /P,slight anthocyanin
GU 277 /G,slight anthocyanin
GU 286,anthocyanin absent
GU 300 /P,slight anthocyanin
GU 305 /P,anthocyanin absent
GU 307 /F,slight anthocyanin
GU 310 /P,slight anthocyanin
GU 322 /P,moderate anthocyanin
GU 335 /P,slight anthocyanin
GU 339 /M,slight anthocyanin
GU 341 /H,slight anthocyanin
GU 351 /P,anthocyanin absent
GU 353 /L,intense anthocyanin
GU 64,anthocyanin absent
HF 6,moderate anthocyanin
IB 2 /3,intense anthocyanin
IB 9,slight anthocyanin
ICA 70 [COL],moderate anthocyanin
ICS 1,slight anthocyanin
ICS 10,slight anthocyanin
ICS 100,moderate anthocyanin
ICS 11,intense anthocyanin
ICS 111,intense anthocyanin
ICS 12,slight anthocyanin
ICS 13,moderate anthocyanin
ICS 14,moderate anthocyanin
ICS 15,moderate anthocyanin
ICS 16,slight anthocyanin
ICS 17,anthocyanin absent
ICS 18,intense anthocyanin
ICS 2,moderate anthocyanin
ICS 20,moderate anthocyanin
ICS 22,slight anthocyanin
ICS 23,moderate anthocyanin
ICS 24,moderate anthocyanin
ICS 25,anthocyanin absent
ICS 26,moderate anthocyanin
ICS 27,intense anthocyanin
ICS 28,moderate anthocyanin
ICS 29,slight anthocyanin
ICS 3,moderate anthocyanin
ICS 30,anthocyanin absent
ICS 31,slight anthocyanin
ICS 32,slight anthocyanin
ICS 33,intense anthocyanin
ICS 35,intense anthocyanin
ICS 36,intense anthocyanin
ICS 39,slight anthocyanin
ICS 4,slight anthocyanin
ICS 40,moderate anthocyanin
ICS 41,intense anthocyanin
ICS 42,slight anthocyanin
ICS 43,moderate anthocyanin
ICS 45,moderate anthocyanin
ICS 46,moderate anthocyanin
ICS 47,slight anthocyanin
ICS 48,slight anthocyanin
ICS 49,slight anthocyanin
ICS 5,anthocyanin absent
ICS 52,moderate anthocyanin
ICS 53,slight anthocyanin
ICS 55,slight anthocyanin
ICS 56,slight anthocyanin
ICS 57,intense anthocyanin
ICS 58,moderate anthocyanin
ICS 59,slight anthocyanin
ICS 6,slight anthocyanin
ICS 60,moderate anthocyanin
ICS 61,slight anthocyanin
ICS 62,slight anthocyanin
ICS 63,intense anthocyanin
ICS 65,slight anthocyanin
ICS 66,intense anthocyanin
ICS 67,moderate anthocyanin
ICS 68,anthocyanin absent
ICS 69,slight anthocyanin
ICS 7,intense anthocyanin
ICS 70,intense anthocyanin
ICS 72,moderate anthocyanin
ICS 73,intense anthocyanin
ICS 75,intense anthocyanin
ICS 76,anthocyanin absent
ICS 77,intense anthocyanin
ICS 8,moderate anthocyanin
ICS 80,moderate anthocyanin
ICS 81,slight anthocyanin
ICS 82,intense anthocyanin
ICS 83,moderate anthocyanin
ICS 84,intense anthocyanin
ICS 85,moderate anthocyanin
ICS 86,moderate anthocyanin
ICS 87,moderate anthocyanin
ICS 88,moderate anthocyanin
ICS 89,slight anthocyanin
ICS 90,anthocyanin absent
ICS 91,slight anthocyanin
ICS 92,slight anthocyanin
ICS 94,moderate anthocyanin
ICS 95,intense anthocyanin
ICS 96,moderate anthocyanin
ICS 97,slight anthocyanin
ICS 98,moderate anthocyanin
ICS 99,anthocyanin absent
IMC 10,slight anthocyanin
IMC 102,slight anthocyanin
IMC 103,moderate anthocyanin
IMC 104,moderate anthocyanin
IMC 105,slight anthocyanin
IMC 107,intense anthocyanin
IMC 11,anthocyanin absent
IMC 12,anthocyanin absent
IMC 13,anthocyanin absent
IMC 14,moderate anthocyanin
IMC 16,slight anthocyanin
IMC 17,slight anthocyanin
IMC 18,anthocyanin absent
IMC 2,anthocyanin absent
IMC 20,anthocyanin absent
IMC 22,slight anthocyanin
IMC 23,slight anthocyanin
IMC 27,anthocyanin absent
IMC 3,moderate anthocyanin
IMC 30,moderate anthocyanin
IMC 31,moderate anthocyanin
IMC 33,slight anthocyanin
IMC 36,slight anthocyanin
IMC 38,moderate anthocyanin
IMC 39,moderate anthocyanin
IMC 41,moderate anthocyanin
IMC 42,anthocyanin absent
IMC 44,anthocyanin absent
IMC 45,moderate anthocyanin
IMC 47,slight anthocyanin
IMC 48,moderate anthocyanin
IMC 49,slight anthocyanin
IMC 5,intense anthocyanin
IMC 50,anthocyanin absent
IMC 51,moderate anthocyanin
IMC 53,anthocyanin absent
IMC 54,moderate anthocyanin
IMC 55,slight anthocyanin
IMC 57,moderate anthocyanin
IMC 58,moderate anthocyanin
IMC 59,anthocyanin absent
IMC 6,moderate anthocyanin
IMC 60,slight anthocyanin
IMC 61,slight anthocyanin
IMC 63,slight anthocyanin
IMC 65,moderate anthocyanin
IMC 66,slight anthocyanin
IMC 67,moderate anthocyanin
IMC 68,moderate anthocyanin
IMC 71,slight anthocyanin
IMC 73,slight anthocyanin
IMC 76,moderate anthocyanin
IMC 77,moderate anthocyanin
IMC 78,moderate anthocyanin
IMC 81,slight anthocyanin
IMC 83,slight anthocyanin
IMC 85,slight anthocyanin
IMC 9,slight anthocyanin
IMC 94,slight anthocyanin
IMC 96,moderate anthocyanin
IMC 97,moderate anthocyanin
IMC 98,moderate anthocyanin
INUS A 1000 /6,slight anthocyanin
JA 1 /1 [POU],slight anthocyanin
JA 1 /10 [POU],slight anthocyanin
JA 1 /11 [POU],slight anthocyanin
JA 1 /12 [POU],slight anthocyanin
JA 1 /13 [POU],moderate anthocyanin
JA 1 /14 [POU],moderate anthocyanin
JA 1 /15 [POU],intense anthocyanin
JA 1 /16 [POU],moderate anthocyanin
JA 1 /17 [POU],slight anthocyanin
JA 1 /18 [POU],slight anthocyanin
JA 1 /19 [POU],slight anthocyanin
JA 1 /20 [POU],moderate anthocyanin
JA 1 /21 [POU],slight anthocyanin
JA 1 /23 [POU],slight anthocyanin
JA 1 /25 [POU],slight anthocyanin
JA 1 /28 [POU],moderate anthocyanin
JA 1 /29 [POU],intense anthocyanin
JA 1 /3 [POU],moderate anthocyanin
JA 1 /4 [POU],slight anthocyanin
JA 1 /5 [POU],moderate anthocyanin
JA 1 /6 [POU],moderate anthocyanin
JA 1 /9 [POU],moderate anthocyanin
JA 10 /11 [POU],slight anthocyanin
JA 10 /12 [POU],slight anthocyanin
JA 10 /15 [POU],intense anthocyanin
JA 10 /16 [POU],slight anthocyanin
JA 10 /20 [POU],intense anthocyanin
JA 10 /31 [POU],slight anthocyanin
JA 10 /32 [POU],slight anthocyanin
JA 10 /33 [POU],slight anthocyanin
JA 10 /34 [POU],slight anthocyanin
JA 10 /35 [POU],moderate anthocyanin
JA 10 /38 [POU],slight anthocyanin
JA 10 /4 [POU],slight anthocyanin
JA 10 /40 [POU],slight anthocyanin
JA 10 /41 [POU],slight anthocyanin
JA 10 /42 [POU],intense anthocyanin
JA 10 /46 [POU],moderate anthocyanin
JA 10 /5 [POU],slight anthocyanin
JA 10 /51 [POU],intense anthocyanin
JA 10 /52 [POU],moderate anthocyanin
JA 10 /54 [POU],slight anthocyanin
JA 10 /55 [POU],moderate anthocyanin
JA 10 /58 [POU],slight anthocyanin
JA 10 /6 [POU],moderate anthocyanin
JA 2 /11 [POU],moderate anthocyanin
JA 2 /12 [POU],slight anthocyanin
JA 2 /18 [POU],moderate anthocyanin
JA 2 /19 [POU],slight anthocyanin
JA 2 /2 [POU],moderate anthocyanin
JA 2 /21 [POU],slight anthocyanin
JA 2 /22 [POU],slight anthocyanin
JA 2 /24 [POU],moderate anthocyanin
JA 2 /26 [POU],moderate anthocyanin
JA 2 /4 [POU],slight anthocyanin
JA 2 /6 [POU],slight anthocyanin
JA 2 /8 [POU],intense anthocyanin
JA 3 /11 [POU],slight anthocyanin
JA 3 /14 [POU],slight anthocyanin
JA 3 /16 [POU],moderate anthocyanin
JA 3 /18 [POU],slight anthocyanin
JA 3 /19 [POU],moderate anthocyanin
JA 3 /2 [POU],intense anthocyanin
JA 3 /20 [POU],moderate anthocyanin
JA 3 /22 [POU],intense anthocyanin
JA 3 /27 [POU],slight anthocyanin
JA 3 /28 [POU],slight anthocyanin
JA 3 /29 [POU],moderate anthocyanin
JA 3 /3 [POU],moderate anthocyanin
JA 3 /30 [POU],moderate anthocyanin
JA 3 /32 [POU],slight anthocyanin
JA 3 /35 [POU],slight anthocyanin
JA 3 /37 [POU],slight anthocyanin
JA 3 /38 [POU],slight anthocyanin
JA 3 /39 [POU],slight anthocyanin
JA 3 /4 [POU],moderate anthocyanin
JA 3 /5 ]POU[,slight anthocyanin
JA 3 /7 [POU],slight anthocyanin
JA 3 /9 [POU],slight anthocyanin
JA 4 /14 [POU],slight anthocyanin
JA 4 /17 [POU],slight anthocyanin
JA 4 /2 [POU],slight anthocyanin
JA 4 /21 [POU],slight anthocyanin
JA 4 /28 [POU],slight anthocyanin
JA 4 /32 [POU],moderate anthocyanin
JA 4 /7 [POU],slight anthocyanin
JA 4 /9 [POU],moderate anthocyanin
JA 5 /10 [POU],moderate anthocyanin
JA 5 /11 [POU],moderate anthocyanin
JA 5 /18 [POU],slight anthocyanin
JA 5 /19 [POU],slight anthocyanin
JA 5 /2 [POU],moderate anthocyanin
JA 5 /21 [POU],moderate anthocyanin
JA 5 /24 [POU],slight anthocyanin
JA 5 /25 [POU],moderate anthocyanin
JA 5 /26 [POU],slight anthocyanin
JA 5 /27 [POU],slight anthocyanin
JA 5 /28 [POU],slight anthocyanin
JA 5 /31 [POU],moderate anthocyanin
JA 5 /34 [POU],slight anthocyanin
JA 5 /35 [POU],slight anthocyanin
JA 5 /36 [POU],slight anthocyanin
JA 5 /37 [POU],moderate anthocyanin
JA 5 /38 [POU],moderate anthocyanin
JA 5 /39 [POU],moderate anthocyanin
JA 5 /4 [POU],moderate anthocyanin
JA 5 /40 [POU],intense anthocyanin
JA 5 /41 [POU],moderate anthocyanin
JA 5 /42 [POU],slight anthocyanin
JA 5 /47 [POU],slight anthocyanin
JA 5 /5 [POU],moderate anthocyanin
JA 5 /7 [POU],anthocyanin absent
JA 5 /8 [POU],slight anthocyanin
JA 5 /9 [POU],moderate anthocyanin
JA 6 /1 [POU],slight anthocyanin
JA 6 /12 [POU],moderate anthocyanin
JA 6 /2 [POU],moderate anthocyanin
JA 6 /4 [POU],moderate anthocyanin
JA 6 /7 [POU],slight anthocyanin
JA 6 /9 [POU],slight anthocyanin
JA 7 /1 [POU],intense anthocyanin
JA 7 /11 [POU],moderate anthocyanin
JA 7 /25 [POU],slight anthocyanin
JA 7 /3 [POU],moderate anthocyanin
JA 8 /1 [POU],slight anthocyanin
JA 8 /13 [POU],slight anthocyanin
JA 8 /15 [POU],intense anthocyanin
JA 8 /16 [POU],slight anthocyanin
JA 8 /18 [POU],moderate anthocyanin
JA 8 /19 [POU],slight anthocyanin
JA 8 /20 [POU],slight anthocyanin
JA 8 /21 [POU],moderate anthocyanin
JA 8 /24 [POU],moderate anthocyanin
JA 8 /25 [POU],moderate anthocyanin
JA 8 /26 [POU],moderate anthocyanin
JA 8 /3 [POU],slight anthocyanin
JA 8 /33 [POU],slight anthocyanin
JA 8 /38 [POU],slight anthocyanin
JA 8 /4 [POU],slight anthocyanin
JA 8 /42 [POU],moderate anthocyanin
JA 8 /57 [POU],intense anthocyanin
JA 8 /67 [POU],slight anthocyanin
JA 8 /8 [POU],intense anthocyanin
JA 9 /1 [POU],intense anthocyanin
JA 9 /10 [POU],moderate anthocyanin
JA 9 /12 [POU],slight anthocyanin
JA 9 /13 [POU],intense anthocyanin
JA 9 /14 [POU],moderate anthocyanin
JA 9 /15 [POU],slight anthocyanin
JA 9 /16 [POU],anthocyanin absent
JA 9 /17 [POU],intense anthocyanin
JA 9 /20 [POU],slight anthocyanin
JA 9 /23 [POU],slight anthocyanin
JA 9 /29 [POU],moderate anthocyanin
JA 9 /34 [POU],slight anthocyanin
JA 9 /37 [POU],slight anthocyanin
JA 9 /4 [POU],slight anthocyanin
JA 9 /9 [POU],intense anthocyanin
KER 3,slight anthocyanin
KER 6,moderate anthocyanin
LAFI 7,anthocyanin absent
LCT EEN 108,slight anthocyanin
LCT EEN 108 /S,anthocyanin absent
LCT EEN 123,slight anthocyanin
LCT EEN 127,slight anthocyanin
LCT EEN 15 /S-3,slight anthocyanin
LCT EEN 162 /S-1010,slight anthocyanin
LCT EEN 163 /A,anthocyanin absent
LCT EEN 163 /D,anthocyanin absent
LCT EEN 188,slight anthocyanin
LCT EEN 189,slight anthocyanin
LCT EEN 193,anthocyanin absent
LCT EEN 195,moderate anthocyanin
LCT EEN 20 /S-10,intense anthocyanin
LCT EEN 201,anthocyanin absent
LCT EEN 202,moderate anthocyanin
LCT EEN 203 /S-3,slight anthocyanin
LCT EEN 21 /S-4,intense anthocyanin
LCT EEN 212 /S-4,intense anthocyanin
LCT EEN 218,anthocyanin absent
LCT EEN 220,slight anthocyanin
LCT EEN 221,anthocyanin absent
LCT EEN 227,slight anthocyanin
LCT EEN 23,anthocyanin absent
LCT EEN 232,anthocyanin absent
LCT EEN 246,slight anthocyanin
LCT EEN 249,anthocyanin absent
LCT EEN 250,slight anthocyanin
LCT EEN 251,anthocyanin absent
LCT EEN 253,slight anthocyanin
LCT EEN 255,moderate anthocyanin
LCT EEN 261 /S-4,slight anthocyanin
LCT EEN 267,slight anthocyanin
LCT EEN 278,anthocyanin absent
LCT EEN 28 /S-1,intense anthocyanin
LCT EEN 280,anthocyanin absent
LCT EEN 283,anthocyanin absent
LCT EEN 29 /S-1,anthocyanin absent
LCT EEN 295 /S-10,slight anthocyanin
LCT EEN 302,anthocyanin absent
LCT EEN 31,slight anthocyanin
LCT EEN 312,anthocyanin absent
LCT EEN 321 /S-1,moderate anthocyanin
LCT EEN 325,slight anthocyanin
LCT EEN 326,intense anthocyanin
LCT EEN 327,moderate anthocyanin
LCT EEN 332,slight anthocyanin
LCT EEN 333,anthocyanin absent
LCT EEN 346,moderate anthocyanin
LCT EEN 36,slight anthocyanin
LCT EEN 362,slight anthocyanin
LCT EEN 364,moderate anthocyanin
LCT EEN 368,anthocyanin absent
LCT EEN 37,anthocyanin absent
LCT EEN 37 /A,anthocyanin absent
LCT EEN 37 /F,slight anthocyanin
LCT EEN 37 /G,slight anthocyanin
LCT EEN 370,moderate anthocyanin
LCT EEN 372 /S-301,anthocyanin absent
LCT EEN 403,anthocyanin absent
LCT EEN 409,anthocyanin absent
LCT EEN 411,slight anthocyanin
LCT EEN 413,anthocyanin absent
LCT EEN 46,moderate anthocyanin
LCT EEN 49,moderate anthocyanin
LCT EEN 57,anthocyanin absent
LCT EEN 6 /S-1,anthocyanin absent
LCT EEN 60,moderate anthocyanin
LCT EEN 62 /S-4,moderate anthocyanin
LCT EEN 66,anthocyanin absent
LCT EEN 67,slight anthocyanin
LCT EEN 68 /S-1,slight anthocyanin
LCT EEN 68 /S-2,slight anthocyanin
LCT EEN 68 /S-4,slight anthocyanin
LCT EEN 68 /S-6,anthocyanin absent
LCT EEN 72,slight anthocyanin
LCT EEN 73 /A,slight anthocyanin
LCT EEN 73 /D,slight anthocyanin
LCT EEN 81,anthocyanin absent
LCT EEN 82,slight anthocyanin
LCT EEN 83 /S-8,anthocyanin absent
LCT EEN 84,moderate anthocyanin
LCT EEN 85,anthocyanin absent
LCT EEN 86,slight anthocyanin
LCT EEN 90,anthocyanin absent
LCT EEN 90 /S-7,moderate anthocyanin
LCT EEN 91,slight anthocyanin
LH 1,anthocyanin absent
LH 5,moderate anthocyanin
LP 1 /10 [POU],slight anthocyanin
LP 1 /18 [POU],moderate anthocyanin
LP 1 /2 [POU],moderate anthocyanin
LP 1 /20 [POU],moderate anthocyanin
LP 1 /21 [POU],slight anthocyanin
LP 1 /23 [POU],moderate anthocyanin
LP 1 /24 [POU],moderate anthocyanin
LP 1 /25 [POU],slight anthocyanin
LP 1 /27 [POU],slight anthocyanin
LP 1 /28 [POU],slight anthocyanin
LP 1 /29 [POU],anthocyanin absent
LP 1 /32 [POU],moderate anthocyanin
LP 1 /35 [POU],intense anthocyanin
LP 1 /36 [POU],slight anthocyanin
LP 1 /37 [POU],slight anthocyanin
LP 1 /39 [POU],slight anthocyanin
LP 1 /4 [POU],slight anthocyanin
LP 1 /40 [POU],moderate anthocyanin
LP 1 /41 [POU],anthocyanin absent
LP 1 /42 [POU],slight anthocyanin
LP 1 /44 [POU],slight anthocyanin
LP 1 /45 [POU],slight anthocyanin
LP 1 /47 [POU],slight anthocyanin
LP 1 /48 [POU],intense anthocyanin
LP 1 /49 [POU],slight anthocyanin
LP 1 /56 [POU],slight anthocyanin
LP 1 /58 [POU],intense anthocyanin
LP 1 /61 [POU],anthocyanin absent
LP 1 /62 [POU],moderate anthocyanin
LP 1 /9 [POU],moderate anthocyanin
LP 2 /1 [POU],moderate anthocyanin
LP 2 /10 [POU],moderate anthocyanin
LP 2 /11 [POU],slight anthocyanin
LP 2 /13 [POU],intense anthocyanin
LP 2 /14 [POU],slight anthocyanin
LP 2 /16 [POU],moderate anthocyanin
LP 2 /3 [POU],intense anthocyanin
LP 2 /9 [POU],intense anthocyanin
LP 3 /11 [POU],intense anthocyanin
LP 3 /13 [POU],moderate anthocyanin
LP 3 /15 [POU],slight anthocyanin
LP 3 /19 [POU],intense anthocyanin
